X,Y,Z
263.9683107104305,267.4731403283442,37.80309436053353
264.16631483887267,264.63741525413764,32.08584772977851
262.1800530765242,262.72223987980516,36.27035473231089
265.1914076161326,261.2886318890014,33.81278748640804
262.05583931715034,266.11485044890117,35.63191196238764
266.5411679819408,268.3605343056682,34.503744769464376
268.78099195006166,265.46263823439654,37.65007504230652
265.04456192146944,263.8217934078287,39.65971192357565
267.74254930594896,261.58981087219615,36.91578148579544
267.8739563869204,270.09338202790286,35.87939744768717
262.9195677431615,261.1759581569555,30.975619927697522
266.58181404636827,257.4792889347865,36.036872717387254
358.62998540377356,319.14249091892134,140.76629366639133
354.0469021051822,314.4371193000977,135.77763052186071
356.7781649074302,315.58754059931266,138.99351518771243
353.7679415049734,321.3215682005357,134.44457124650637
357.6151038130493,322.5207279702026,139.0486822273061
354.260829244256,320.2358620945294,135.23300463272366
354.2488224643134,317.25830800262383,135.63807060106893
380.18528825408293,339.9169998967685,80.85149956784197
327.21782105129785,377.0558492398827,83.06998710980474
366.19440853021086,304.0213569421764,38.955353481985064
347.8015930529348,272.20420443522545,116.85082552135536
371.47832283936884,297.3486004134611,31.995510933115717
395.85880193270054,311.42469718528423,51.23079510808567
380.4958696278309,283.2967132525883,60.59025015915561
400.72673423384094,305.434853185639,70.23397319059318
343.6357317754853,355.17401134528984,51.331066059738504
357.04484001104134,317.38031280955613,80.43823019268055
340.20675349737405,342.38424648528763,52.360612313154284
370.32689897524955,316.0688043053576,69.48687384480765
372.28973552311794,325.4679051476254,56.001882531347206
342.5032129205687,339.8763848820354,61.87460215925171
385.42474056832003,325.87984709970664,75.67183803177473
382.8469208320994,325.8880839880879,75.16250484734819
325.09801376298475,271.6585953164527,56.29037399910414
359.92080318409614,302.14515080093236,47.79708765001563
356.32171604942386,288.81147766111,68.12336774636414
353.769208687411,295.6032040489979,63.09677372355841
336.79730505965114,364.6254594955441,73.72993650287441
339.3305487483293,314.7585090653691,58.915894467291864
379.75470589687916,305.3222808080749,69.70186368409401
340.53436212185443,340.05170163712535,53.90118570273381
328.36494229611435,376.62203212276717,75.28955966959603
362.9075745698545,311.50903692737506,93.25903570211128
385.7898089524441,285.73405088480035,67.63374562501261
296.7032633760753,293.55011918767127,2.2429849837710236
338.8843636407166,337.2669921036907,83.56769741170186
365.4215340799188,313.2505001838294,107.68761914491472
360.17797209180975,322.68054109762716,68.2242968331751
392.38356131666876,326.6723557443863,84.14018595940257
404.36426665745023,292.98173281992445,49.013769219322185
347.8043545524367,257.3386680634525,58.18885022108899
399.93190566133285,338.89392454006133,31.54400570029008
403.3622986215561,338.0509663859893,33.11439168790606
413.84228712817196,302.35412339009406,54.75771030030411
357.53391241421014,304.0422061854347,71.57761102843935
398.88630726959985,326.20053002178673,79.77657747761174
400.6570532813737,298.66194469971236,40.98168365024004
344.9406058391623,305.4560015065863,65.25789565673526
348.00218212383845,315.76802509509974,82.28979380442242
328.0707882605467,298.34503045224415,77.42456789943797
382.6077601415469,301.7022109713547,70.23106234546569
334.28026664486686,313.13471996628857,55.71001109475837
374.1685726613164,329.98323210925963,113.63164553736063
392.28308429718874,302.7134996456926,78.41410227791796
360.868752936065,308.8678078720307,102.91375368347397
356.1735332062882,264.10518482012293,62.40207512370441
376.12939515408823,309.7649185953375,100.16825487301989
341.04553321801296,313.6520315091273,47.410710961821465
329.12721203360377,307.3516127664415,43.0245025931375
339.76758838714596,279.069226978537,54.732117169045466
365.1948137280962,317.145294942239,85.85187442519839
346.0366503883448,335.2399522138586,62.12780218887794
381.2588063476475,329.8472722079634,72.23691933319039
360.5946407663347,331.7503967188401,52.70481358311686
348.2154608832728,332.93125387470855,64.59175773889079
342.9422039194792,361.3914068846384,59.10133859569988
417.1219520723671,296.8440597225797,39.53345661100438
418.619664866151,296.4549048125716,41.066678970781695
337.9444330073433,300.7872445678233,55.37051568546308
328.83521622941606,301.95361509775404,73.65723468014953
