Y,Z,X
-27.260536193847656,28.759685516357422,41.05449676513672
-28.582149505615234,28.376270294189453,41.08059310913086
-26.38517951965332,29.307584762573242,40.1605224609375
-28.203466415405273,29.564672470092773,39.833126068115234
-29.447233200073242,28.364147186279297,40.22524642944336
-27.478492736816406,29.80792236328125,39.603511810302734
-28.19682502746582,27.508434295654297,41.310455322265625
-26.14414405822754,28.001575469970703,40.891265869140625
-26.170270919799805,29.5762882232666,38.82306671142578
-28.942975997924805,29.490753173828125,38.55457305908203
-26.917930603027344,29.90931510925293,38.527259826660156
-28.173025131225586,29.94024085998535,37.609954833984375
-29.763296127319336,26.569339752197266,41.015445709228516
-25.532697677612305,28.17862892150879,40.147216796875
-30.291290283203125,27.81389617919922,39.03116989135742
-27.10234832763672,29.970104217529297,37.040061950683594
-29.20525360107422,26.36174964904785,41.19853973388672
-28.103261947631836,26.466556549072266,41.05382537841797
-30.400955200195312,26.14198112487793,40.48976135253906
-25.643938064575195,27.22501564025879,39.964813232421875
-25.202186584472656,28.56034278869629,38.76533508300781
-26.240236282348633,29.628047943115234,36.778846740722656
-28.031349182128906,30.163761138916016,35.768497467041016
-29.586185455322266,25.043569564819336,40.70835876464844
-25.87206268310547,26.669462203979492,39.783348083496094
-30.82277488708496,26.438800811767578,39.35476303100586
-24.63961410522461,27.55107879638672,37.213138580322266
-30.119142532348633,28.608623504638672,36.52614974975586
-29.157812118530273,29.669286727905273,35.9095573425293
-28.764297485351562,24.825090408325195,40.25872802734375
-27.926721572875977,25.195077896118164,39.69217300415039
-24.910812377929688,27.58858299255371,38.998870849609375
-30.986257553100586,26.68453598022461,37.62274169921875
-25.368091583251953,28.928953170776367,36.38571548461914
-26.21096420288086,30.068119049072266,34.70671463012695
-27.005943298339844,30.399106979370117,34.30305862426758
-24.402467727661133,26.963748931884766,36.581695556640625
-30.266925811767578,28.419374465942383,34.77288055419922
-25.63003158569336,29.671499252319336,34.4029426574707
-29.56325912475586,29.396392822265625,34.20909118652344
-27.658437728881836,30.468626022338867,32.61625289916992
-26.38927459716797,30.533815383911133,32.85056686401367
-29.473602294921875,23.668899536132812,40.38822555541992
-30.663223266601562,23.884721755981445,40.33974838256836
-31.29351234436035,24.22835922241211,39.61780548095703
-24.65290069580078,26.338165283203125,37.07868576049805
-28.83498191833496,23.495494842529297,39.57419204711914
-25.17469596862793,25.22899055480957,36.9256477355957
-24.061548233032227,27.86603355407715,33.750999450683594
-25.034942626953125,29.450712203979492,33.255550384521484
-25.64246940612793,30.47367286682129,32.25770950317383
-27.931049346923828,30.294355392456055,31.440555572509766
-26.372026443481445,30.99126434326172,30.996925354003906
-30.013151168823242,23.3594970703125,40.628662109375
-27.850234985351562,23.869384765625,38.34223556518555
-31.983306884765625,24.507400512695312,36.6662712097168
-31.65061378479004,25.225740432739258,34.70580291748047
-30.85092544555664,26.461299896240234,33.458492279052734
-23.785446166992188,26.462249755859375,34.7640266418457
-29.886600494384766,28.298755645751953,32.1547966003418
-25.228477478027344,30.849565505981445,30.906469345092773
-30.568565368652344,21.511537551879883,41.039817810058594
-29.147563934326172,21.330692291259766,40.52446746826172
-32.233402252197266,23.153915405273438,37.602783203125
-24.54508399963379,29.724729537963867,31.648305892944336
-24.949848175048828,31.170806884765625,30.01752281188965
-27.0152530670166,30.733964920043945,29.64635467529297
-25.897371292114258,31.29743766784668,28.96501350402832
-29.889394760131836,21.39906120300293,41.061317443847656
-31.72939682006836,20.92387580871582,39.83573913574219
-23.366920471191406,31.057178497314453,28.383926391601562
-24.81638526916504,31.462434768676758,28.691890716552734
-30.354402542114258,20.024288177490234,40.7251091003418
-31.110193252563477,21.22615623474121,40.70390319824219
-32.47084426879883,21.264272689819336,38.109771728515625
-23.318517684936523,25.985111236572266,33.64616012573242
-29.43761444091797,28.133914947509766,30.631832122802734
-23.11306381225586,30.436878204345703,28.802064895629883
-24.12247657775879,31.358335494995117,28.811967849731445
-25.85895538330078,31.02043342590332,28.10088348388672
-25.125659942626953,31.206785202026367,27.684133529663086
-29.778955459594727,19.911130905151367,40.565120697021484
-29.154340744018555,20.072830200195312,39.9862060546875
-26.580509185791016,23.821935653686523,36.92023849487305
-22.78402328491211,26.749923706054688,31.84100341796875
-23.119718551635742,28.630605697631836,30.128618240356445
-26.52387046813965,29.37515640258789,26.581546783447266
-23.661516189575195,31.28551483154297,27.501758575439453
-24.418292999267578,30.959400177001953,26.681297302246094
-31.13351821899414,19.458547592163086,39.655948638916016
-32.08430480957031,19.88727569580078,38.59602737426758
-28.199159622192383,20.944175720214844,37.591514587402344
-32.37769317626953,22.69817352294922,32.23503112792969
