I,J,K
3008,619,3210
392,1919,3333
2980,2578,2547
800,1428,299
1378,431,1440
446,2261,743
4326,4529,904
4538,4537,1283
983,3641,4037
2035,3787,2288
2872,2556,2251
3741,5320,2063
2942,2741,235
1307,3299,4894
2462,3005,3175
1468,1890,84
1741,3035,1924
1010,1174,474
2753,1115,4034
1021,969,2434
5720,5058,5059
485,223,1301
2765,369,3412
1980,258,1423
1737,1462,1043
2891,2177,247
3801,1506,939
4387,3228,4849
545,229,1966
3280,3441,5023
1221,1781,1092
485,2998,565
4527,980,638
4884,5136,4855
485,1850,2998
3613,1374,3111
261,3093,2410
1276,660,527
2958,3290,3138
2874,2591,4022
1738,2161,2031
1441,2672,2202
1417,953,2072
3280,1365,3441
578,2924,66
2858,1049,714
3460,1142,1470
283,3347,1310
4593,2298,583
1124,770,3907
2800,944,3543
33,1230,34
1725,2498,95
1788,3891,3222
710,3499,3128
2714,788,3467
2425,638,2822
2776,2783,24
4966,2102,3585
4501,2056,300
5945,6479,6719
5007,1007,1847
742,37,2172
3196,3028,3978
1416,3633,381
3549,3637,3411
4071,109,1047
2948,561,2600
342,4461,3303
724,506,2446
4583,2053,3183
4122,2423,3563
1760,5095,1815
1818,574,4000
2876,1916,1662
3263,2958,582
3891,3778,2990
1134,718,4850
3260,2544,2344
389,2613,2403
3793,1484,4282
1357,5018,2470
2081,4187,212
4522,2778,618
186,75,3025
3081,1132,1936
2859,678,2027
821,551,3692
1183,5733,6073
3765,1241,2044
1132,3081,756
1633,1034,419
1030,463,2991
3103,1427,3996
3066,1797,2419
540,725,3249
119,3027,1250
2603,4206,3218
187,33,1595
110,2949,3658
1018,2421,3639
2080,2513,2899
3776,3310,3311
137,6815,5239
2968,4819,3061
5019,2773,5018
256,1436,3782
3766,4283,3043
4410,3900,3450
3293,1362,993
1688,3254,1740
2498,1343,95
503,463,1030
705,2086,1222
383,2256,769
3336,1129,665
2774,2906,4439
5202,645,5263
5238,2693,3475
3993,2691,174
1218,1815,3934
832,492,1535
1535,492,1821
2028,3740,586
3845,4795,197
3626,3112,3090
4970,288,4222
3647,5118,1980
5940,4879,5387
1229,2615,3112
4203,2521,3022
699,1014,3010
1800,22,640
3589,981,2945
5390,712,4638
2185,1255,2032
2644,3022,2521
2149,2134,5210
920,3996,1862
4206,920,3738
1815,1218,1760
68,1457,4210
3261,4153,1345
2940,344,1520
5993,2728,5128
4496,315,4459
510,5211,816
3978,2583,3196
6263,2277,2869
921,2932,4166
442,2344,2544
3926,280,1432
1029,2565,5089
1054,2774,3636
5097,4114,5098
323,1057,3666
920,4206,2603
5118,2649,5545
1614,352,2394
1898,1218,892
195,2498,4437
1204,1114,4153
4482,2673,4485
1181,1714,3641
6669,5093,4032
4366,4367,2240
4866,1495,4349
938,5644,5303
1338,1261,2131
217,1865,3162
3742,4334,1908
1764,2317,3772
1071,112,113
1183,5891,6351
4043,4003,2656
2753,724,2689
4884,5101,5136
1895,1054,3636
2650,3257,5038
5009,967,5213
5007,829,2153
3393,1818,1553
1258,492,1703
1513,1180,739
2453,2633,3671
4373,2239,2240
2240,2451,4373
5140,5028,4897
1172,1500,4377
719,2205,151
883,2378,1256
5713,5735,4150
3310,1821,1258
2037,50,764
6525,5146,5714
3301,5657,5668
4388,452,2542
4877,2722,557
1084,2316,909
4208,3670,2228
1006,3188,1288
2803,1965,1111
1965,2803,3182
1584,4605,322
2421,3539,1495
1969,1159,4375
981,2379,477
4090,3671,2633
4780,5128,5999
2079,2153,1595
1079,3674,2896
25,1426,460
4037,1090,983
703,3191,2325
381,2155,1416
603,289,1844
1769,2837,595
4002,1686,3617
3541,4448,4447
750,1045,4374
3037,5038,736
1261,2541,5223
396,2091,3377
2186,1986,1908
4810,717,1502
4334,2328,4203
1748,2091,396
4884,3944,5101
2624,1638,1320
2979,1882,5144
1941,5144,1882
633,371,528
2642,264,467
2930,2079,1595
3493,507,3494
3333,1388,115
397,115,1388
3059,1277,725
4443,4444,4446
518,3600,1770
2548,2552,3669
2910,646,2098
1387,1402,1913
402,4997,1723
1006,1137,3188
1735,2827,3175
3394,3047,5085
502,4076,3177
4377,4375,2264
2532,744,4334
744,2186,4334
2501,3695,534
5094,2210,2857
1315,3384,3702
5009,4855,966
2488,3174,2205
4644,1053,2070
610,778,2675
2079,3769,2153
3973,3561,1957
3965,3505,359
4694,1644,4142
1761,970,982
3333,115,244
3825,136,5152
343,4729,1466
5158,4929,6265
463,204,2991
1045,716,3006
1335,1319,525
3110,2850,546
3943,1045,750
2307,2988,2476
1702,4636,4674
1826,4244,4202
4471,4473,157
1190,2452,1356
762,963,492
3391,264,2107
3769,4227,4418
1607,3711,5536
74,1725,4225
942,1321,1407
2750,4799,4702
3019,4507,2726
3334,3135,4561
3716,3141,740
1811,42,1293
2563,43,1538
3117,3336,4247
665,4247,3336
5260,3944,4884
1260,4635,780
3089,319,3370
2901,685,4969
946,2955,4206
761,1444,3565
3128,3234,710
2484,2391,4421
1787,1785,4282
242,5004,4714
4982,445,52
716,1526,890
988,1466,2058
4384,785,1569
1912,3417,4635
456,2927,667
1668,1397,2943
477,920,2945
712,905,730
3780,1641,3795
5321,5500,2746
2559,566,141
2569,2541,1599
913,2934,4917
2632,1485,4974
4683,1895,3926
2626,2381,2720
315,543,4489
1140,3653,1078
1514,4461,2321
4365,703,2325
2679,1584,3082
3717,1068,1356
43,2563,20
1164,3267,576
1521,887,671
1449,2186,2972
1855,2368,1482
2221,4178,4666
2825,4247,3630
2818,2789,3237
3174,166,4871
166,541,1297
3336,1130,1129
3024,4292,4983
4983,1914,1088
2968,4587,3183
4581,4583,4582
4847,5203,123
1882,907,1941
1396,1970,2043
2930,1264,3308
588,2624,1239
1306,3535,5194
1078,138,4533
3768,2627,2346
1663,1302,1337
4085,4408,1490
5107,2100,103
964,1791,6264
5056,5207,4901
3277,1282,4775
1192,3315,1039
1925,2810,1118
2589,421,4948
2509,2900,5716
429,1746,3504
3033,2207,4017
3951,488,4358
2744,286,670
6796,3915,5275
5216,127,3859
2495,2955,946
2591,1790,4022
2487,1306,3331
856,4862,2007
2022,3756,3685
1664,2216,1816
3815,691,1580
2640,2198,449
1934,3376,1425
3571,3794,5372
1015,1892,2229
151,2284,1537
678,1314,2026
3630,5179,1894
2525,590,1193
2167,2009,1894
838,4310,4508
1124,2831,3801
3746,5129,3842
3990,3726,715
4393,1002,2232
3190,1101,1780
3442,3629,4055
3117,1766,3336
2215,319,1108
4819,2119,5263
5263,2119,5202
1750,5596,1958
3473,1870,1497
1882,1511,1210
5183,3951,2053
669,428,305
2257,3042,1379
3418,1213,872
1230,4952,1007
2903,3852,1432
4346,2804,2187
3912,137,5195
509,1999,450
2484,539,2404
346,2871,4684
1999,1372,1982
2448,338,3877
2835,1708,3118
725,540,2002
3685,3756,3191
465,1813,725
3617,3548,804
155,1058,2641
260,646,1949
3188,1137,2997
104,5284,886
861,2972,3380
2336,5159,2337
3630,132,5179
3031,1361,5232
1463,690,2692
2599,1046,125
3559,2963,2742
467,358,3095
4584,2083,2589
3643,4583,2815
4330,5237,5238
5263,645,4044
4017,2207,4121
2371,3619,3461
2684,3530,3143
2903,1432,1829
258,2491,149
4235,3027,635
2659,3871,5508
3118,3019,2756
2659,5206,3871
2061,3431,3956
98,1482,5243
2096,2072,3733
3126,2743,3358
1813,4365,3113
1580,691,1125
748,2497,870
2018,1696,1624
3099,1332,2840
1380,1440,431
2042,3795,4650
5274,5273,5245
690,212,1869
3281,1869,212
783,3477,2692
3990,715,3935
2534,3370,319
2976,992,3469
1806,504,794
2642,467,3095
4594,4850,718
2668,473,2400
88,4044,3505
1323,1978,804
2684,907,1210
4421,3101,439
4280,6199,6605
3082,1265,3094
2871,3129,1008
3136,3082,3094
3287,4507,3768
337,3094,1265
4605,2738,2307
2623,1566,1041
3884,817,172
1813,3113,2682
145,2051,1673
49,1164,2214
2524,1579,1361
4532,5319,5260
861,3392,1869
3986,3373,5261
3990,3119,2843
3935,3453,3990
4871,166,661
4017,4121,2015
2164,3296,1194
1627,3230,955
2436,383,2192
3198,2009,693
2716,3578,3140
450,6418,1860
6815,137,1253
5015,3942,4076
450,680,93
4461,1514,3938
4767,313,3247
706,1140,1697
1566,2623,301
539,3273,2404
919,4684,1566
3115,2835,3425
370,1481,3826
1583,2565,924
908,219,957
2625,1235,2058
1044,582,2642
4883,3039,5223
5343,537,3395
1561,2596,1810
2377,1279,529
4727,1685,3980
4208,131,3741
2647,3342,587
2684,520,855
285,4922,1083
1213,479,1971
2657,2312,3848
1093,2180,1840
3764,2952,4056
4346,2187,1565
3161,2068,4078
2818,4332,2789
5220,136,5281
3104,3956,3431
2061,1825,852
4115,1503,4541
361,4146,4367
2713,3554,4986
4309,3870,1816
5219,1419,5287
5219,2511,3788
2669,871,1822
3031,5232,4370
143,2946,2348
133,1319,2285
3281,3654,1869
2138,2210,5094
3270,715,2637
4953,3939,1189
4545,2207,3092
3386,2207,4545
2010,1181,2797
3061,5237,3618
3061,3618,1608
655,236,1872
2034,273,3269
97,3443,2174
4823,450,93
5192,3857,82
5566,4157,6034
3656,2671,2992
3237,3813,663
3186,1784,2708
4380,4379,1285
3338,3115,4938
852,3431,2061
322,4605,1098
4376,60,686
708,32,3952
1120,1869,3654
5298,848,3891
468,3249,382
1170,1219,1838
584,796,2345
1419,3424,179
542,3237,663
4370,5232,56
807,2573,3563
90,3119,4858
2578,3822,4205
3241,2511,3384
89,4108,90
2946,1346,2348
961,4094,898
5305,4668,3939
4981,68,3693
3245,1185,3668
2877,3429,4977
2178,3286,3023
3542,5313,5311
5280,2480,4221
5315,6023,4946
379,1008,643
2857,2210,1415
301,379,1834
4528,809,3955
3708,3813,2926
391,3237,542
932,3660,106
386,2067,4164
441,1300,1299
1382,1508,3685
4391,3815,5317
475,2017,748
475,682,2017
1199,2055,2155
4249,1590,1402
564,1099,1915
3002,941,1988
787,825,366
3266,3790,1205
1058,3399,2641
3854,3609,1778
3475,3242,2937
3620,2236,979
513,487,1576
3066,211,1797
1971,2718,3056
2034,5276,5277
628,1305,3337
1824,3760,5248
893,1185,2496
289,2329,97
2625,2300,1235
1456,4887,3559
687,914,3675
4019,1217,3869
24,1150,2776
5659,3887,3359
2916,912,3959
2375,570,98
2005,4534,1533
524,2637,544
1580,2716,5317
4354,4495,3448
3377,2091,124
1641,3780,4627
1018,3539,2421
5300,4546,4692
3091,874,179
179,874,1873
1419,179,5287
2995,28,1464
5288,1262,3639
1783,1262,5288
4818,4692,4051
4108,796,2057
2388,1945,777
3705,3838,5151
1576,487,1447
1576,4513,513
1229,3112,3626
1077,1719,4763
1884,2265,4659
1189,626,3361
4987,3985,1038
40,3474,5330
2819,2441,3777
5318,5300,2041
164,3237,391
2684,855,3530
4298,136,1263
4693,2281,2834
514,230,466
1854,1837,778
336,106,2384
4778,1751,4837
4283,3015,5745
312,2772,941
1014,5143,4040
1259,1245,3459
3039,586,896
3324,1204,4153
2957,1320,5335
3761,2786,86
270,903,2235
1715,386,1874
259,394,1029
3080,3079,4915
899,2081,212
506,724,2753
3475,990,5323
356,407,2502
5848,2662,4905
1608,273,3230
512,126,3071
1048,2826,4603
3510,3572,3397
461,4023,2088
2396,1612,1523
3476,4718,2707
2351,493,1248
506,4953,860
2005,2918,4534
1606,76,2384
3362,1874,386
2208,3436,1418
1382,2816,4160
312,4160,2816
3362,2427,1973
1240,1451,4391
551,2200,1386
918,923,3697
517,5052,2788
3137,915,1486
2845,3135,3334
787,3790,2611
5350,2041,4692
4264,4051,4692
2230,3384,3343
2463,2407,3964
770,3979,3907
2665,2473,4661
358,909,251
284,1985,2030
2156,3079,3536
4548,867,3536
2325,3756,1697
1773,882,3437
506,4034,4953
615,484,513
3632,1121,3524
3296,2164,2668
841,4560,3166
4230,3509,1326
3236,5280,4221
2509,5644,3904
268,3997,1524
1820,635,1911
1298,1527,2330
480,3777,2441
1744,2888,3167
1297,4109,166
5378,3525,1136
2652,664,4836
3200,4678,3832
1038,2679,3136
3036,1964,3804
1837,1758,2330
230,514,2445
4160,1619,1382
1992,1711,2766
3217,1298,3844
2188,102,4202
2522,1991,1451
2763,351,1875
1106,1108,846
664,3100,3032
5331,5274,5245
600,6935,6564
4820,4072,3251
939,2873,1352
349,5201,5355
1024,4201,4238
2071,2621,2279
660,2717,233
1001,2036,3759
2023,990,2066
4439,2985,3199
1490,947,1683
4596,4675,4560
2289,2472,1866
2962,1059,337
4980,1178,1881
5360,4629,5086
1464,1741,498
5335,1320,5362
3079,2156,5363
4915,4268,5308
1672,4702,3527
4100,1549,5581
4548,5364,1653
2189,5225,3564
2719,3694,3293
898,615,2963
393,4329,3150
3303,4461,3938
1415,2477,2332
2143,1709,1486
1177,1176,2620
120,4441,1034
2243,3124,4864
40,3503,3474
3416,476,4933
4678,59,3710
1344,1533,2231
1417,2072,2115
4160,312,3131
5758,5371,3954
5284,2454,5127
403,1315,2052
1023,1024,5130
1653,5364,5308
2446,2151,2385
3185,5374,1211
309,4061,3844
2963,1169,2742
3202,2649,2118
2029,4523,3173
4171,3224,876
3168,5406,5677
1037,1548,72
4329,330,224
6918,6871,5704
1158,4440,998
4977,2455,526
120,3078,27
2802,4180,3045
2330,976,1837
2418,5394,1619
1488,566,1573
3447,1203,222
3723,4985,2699
4097,1302,209
2062,1369,2702
2575,3657,3070
5201,2575,2576
2514,4219,928
755,4943,4119
4943,2047,1478
3489,327,2367
405,3073,1838
273,1608,3269
5311,4036,4991
42,29,3961
2506,42,3961
4727,3980,80
2375,5153,1710
4298,569,1710
5673,3583,4127
602,498,1988
652,1213,3550
977,976,975
4309,2216,3593
3162,4276,1878
2303,2021,698
3960,2553,125
3888,1882,2328
609,2253,3593
4822,5384,4964
72,858,3748
1409,2065,3381
1646,4062,4234
1803,3361,1804
2884,4943,5293
4501,5391,1747
4603,4602,345
3202,2408,2649
3335,3371,2747
739,1479,1287
1997,3445,2177
1377,3467,788
4153,850,5040
4934,711,3578
3878,4063,768
2124,3823,2847
717,4106,4218
2142,4777,4074
1261,4051,2724
5001,1502,4218
2280,848,5298
313,3771,3247
6039,5397,5885
4511,4174,723
1779,156,598
2690,724,1236
966,967,5009
4292,3024,432
432,1859,4041
4318,3079,5363
1607,5536,1896
3353,5359,4207
1502,1805,2431
668,1465,1186
4863,5407,5492
1651,1448,831
3567,63,3775
3656,2992,3679
4160,3131,1619
1686,5660,3586
1805,1148,2431
2296,1215,2949
425,3966,1413
1749,2105,1358
2260,2151,1384
124,2091,4054
1456,5248,3760
1478,1327,1824
4173,1518,1064
2944,4707,4703
5390,4102,189
2703,766,1129
3303,2973,342
3172,2581,1763
1755,1314,2767
1912,2283,713
5318,5336,828
5379,5402,3440
743,3691,2299
1087,1082,975
1055,1613,2956
2817,1372,2672
2546,3141,3716
1203,3447,2062
1469,1546,5145
1546,2065,1409
3964,5063,2463
4089,4075,4132
261,3207,961
52,3871,5198
1897,2236,4174
2689,2690,903
1430,1824,5248
2461,942,3747
4863,5490,5407
2116,3731,1398
4971,3498,5454
5457,935,5495
5474,5441,676
5409,4722,5455
5550,885,328
5468,3999,3732
5087,3895,4609
1551,2262,1519
1153,3754,4325
3498,5554,4814
5451,676,4005
5464,3050,5354
2827,915,3175
328,885,4383
2480,905,1069
2150,2669,2973
5495,4857,5488
300,5086,2093
5448,4864,4811
3552,5475,4944
5499,6182,6650
3806,5471,4869
3228,4939,2773
4415,5502,4414
3982,4242,5485
5476,5506,5505
5503,5504,5408
5476,5408,5506
5408,5507,5449
2769,4764,1013
5489,5507,5422
5510,5476,4857
5457,5495,5488
5437,5447,5382
5408,5422,5507
5449,5507,5489
5008,5512,5484
5510,5467,5503
5503,5467,5438
5510,4857,5511
5457,4524,5502
5008,4524,5436
5444,5449,5349
5411,5495,935
5418,1551,5182
5435,4312,5466
2116,1398,1842
4857,5382,5488
4524,4414,5502
5422,5408,5504
4316,5493,5437
5493,5512,5008
5349,5489,5422
5428,5509,5349
5428,5524,5509
5495,5411,4857
4414,5008,4415
4316,5512,5493
5449,5489,5349
5422,5428,5349
5484,5354,3050
3895,5417,5531
5087,5519,3895
5008,5484,3050
702,3152,994
4815,5511,5411
935,5457,5502
4316,5382,5442
4415,5008,3050
5422,3999,5428
4735,5428,3999
4181,5475,3552
5471,1516,5465
5448,4811,5420
935,962,5411
5420,5438,5467
5467,5510,5511
5505,4800,5427
5382,5505,5427
5433,4944,3732
3952,3456,4212
5375,2746,5414
5509,4662,5349
5420,5467,5448
3440,3219,1954
1422,1389,2362
5420,4077,5438
4415,2439,1480
5382,5427,5442
4316,5442,4942
5449,5444,4800
3732,3999,5422
3839,5482,5415
5509,5524,4662
5087,5354,5484
1714,1062,3051
4077,5420,5462
3862,2643,818
5410,4942,5442
5428,4735,5415
5484,5520,5460
5429,5440,3407
88,3530,4044
5448,537,4864
4815,5448,5467
962,5182,3493
1480,5182,935
5462,5420,4960
4415,5432,2439
5127,5001,4218
891,1638,2624
5468,3732,4944
5468,4944,3969
3688,3489,3921
2455,3829,4285
698,1464,28
5172,5036,4088
5420,4811,4960
935,5182,962
765,1705,614
4960,3552,5462
5433,3552,4944
5444,5427,4800
5349,4662,5444
5528,4662,5524
5087,5484,5519
3494,962,3493
1519,3494,507
5423,4815,5411
5444,5410,5427
5528,5524,5456
192,626,435
5524,5415,5482
5456,5524,5482
5456,5482,5487
4172,261,961
5816,2993,2994
5460,5487,5529
4815,5423,5448
3010,2910,3901
5322,5410,5444
5487,5520,5456
5354,5087,4609
5425,3849,1643
537,5448,5423
4778,4837,2014
3514,5374,3185
4415,5464,5432
5518,5464,5354
5468,4735,3999
5354,5459,5518
5464,5518,5055
5494,5434,4865
5531,5354,4609
833,5469,5496
5811,5102,5120
631,2856,641
5789,4253,5539
5423,962,3494
5497,3914,3902
4960,4841,4181
4817,300,2117
998,4440,1564
5500,5269,5477
4735,5445,5415
5230,1456,3760
3839,5415,1836
5487,5481,5525
5460,5068,5519
5482,3839,5481
5472,395,3933
1519,3493,1551
2393,1291,2585
1551,3493,5182
5477,5456,5414
5477,5528,5456
5491,4992,5417
1824,4207,5359
4005,5490,4863
5485,4092,3982
5481,5339,5525
3582,1836,5415
1225,2517,534
881,2501,534
2019,3406,878
3353,1304,5536
5423,3494,1063
3395,5423,1063
4116,3701,184
135,1560,3046
2508,1057,3438
265,1123,1935
4864,4841,4960
5189,5418,1480
645,1575,726
4735,5468,5445
2746,5500,5414
746,333,1313
3582,5415,5445
5531,4609,3895
3602,4151,2609
5481,3839,5469
5339,5234,5424
5461,4220,5465
1192,471,2812
1599,4989,2363
1519,507,3493
3621,4181,4841
5445,5468,5452
3582,5445,5451
5496,5469,3839
2959,4869,3152
4181,3621,5475
3969,758,5468
5468,5426,5452
5068,5460,4011
3839,1836,5496
191,789,3800
754,486,2832
2262,5418,3909
5189,5494,5418
5440,5459,5531
4256,2137,1850
4689,1552,1900
5321,2746,5322
2920,3982,5501
500,2751,321
5430,1452,5529
5430,5529,5525
5460,5529,1452
4992,5531,5417
1918,213,4956
5525,5339,5430
5426,2308,5474
5483,5416,4814
5088,3621,4841
3124,3152,4841
2262,1551,5418
4865,5418,5494
3621,4163,758
91,1976,4304
3396,451,1992
5204,4243,4242
4242,3982,2920
4242,2920,5204
5485,4383,2450
5440,5530,5055
3582,5451,5492
1435,1173,1634
3922,4722,1617
3778,2468,4570
2862,923,918
5519,5068,3602
2228,3465,4208
1083,2356,1324
1063,3494,3950
2626,1916,2088
3828,107,499
3901,1163,3022
5492,5496,1836
3152,701,2959
105,2457,4651
5088,4841,3152
3621,5088,4163
5426,758,4163
4241,1273,2921
5055,5530,5434
5269,5321,5310
5445,5452,5451
4005,676,5441
4103,4798,5470
4798,4092,5470
5496,5492,5264
3152,4869,5419
2522,1240,1414
5204,2920,2308
4163,2490,2308
5485,4242,4383
5452,676,5451
4005,5441,5490
2893,3800,789
5441,4092,5490
5492,5407,5264
5481,5234,5339
5519,3602,3895
5376,2733,2609
5422,5504,5433
2549,2262,5754
1384,44,2260
4971,1617,3498
1516,354,4487
5471,5419,4869
5439,4865,5455
3909,4865,5439
5474,2308,5501
5501,2308,2920
5269,5500,5321
5434,3250,5297
5477,5269,5478
4041,1381,3889
3602,4011,4955
3909,3922,1460
2262,3909,1460
3922,3909,5439
2951,6196,5715
3498,5549,5119
2308,2490,5204
4888,5434,5297
5473,5119,4722
5446,4722,5409
4383,885,5163
5473,5446,5453
2078,2483,3896
5310,5478,5269
2019,2365,265
4023,3223,2381
954,3189,1531
1274,1770,2123
5493,5436,5437
3014,4204,3516
4738,4532,5213
5067,5272,5065
1761,4289,970
5264,5407,5522
1881,496,629
1538,43,1602
3540,929,4749
805,4018,1196
1617,4971,1349
1153,2429,508
4432,5416,5483
2247,2984,2299
1617,4722,5549
3570,329,1980
5550,4220,885
4865,4888,5455
5453,5446,5149
5490,4092,4798
5460,1452,4011
1349,5454,3700
5454,1349,4971
1516,4487,5465
5439,5455,4722
5549,4722,5119
885,4220,5163
5163,2450,4383
5149,5409,4744
5364,5022,5308
5149,4744,5479
5479,4744,5429
2733,3407,5491
5522,5407,5490
5469,834,5481
833,834,5469
2746,4942,5410
2135,5483,4814
5450,5453,5149
5450,5149,5479
4817,1149,735
5479,5429,3407
5435,5479,3407
5522,4103,1643
237,1920,971
3668,1788,3470
5483,4088,4432
4088,5483,5172
3428,325,828
2135,4814,5554
5453,5443,5412
5412,5443,5431
1452,5430,5356
5522,5490,4798
1429,4191,3005
2425,767,3187
5561,3914,5497
4947,5443,5450
5557,5554,5412
5557,5412,5431
3796,1003,4922
5356,5430,5424
5234,5481,5168
5483,2135,3225
1940,3443,1832
4220,5461,4988
5466,5479,5435
1269,5234,5168
4151,5376,2609
3227,3528,619
3225,5172,5483
1366,2551,1493
3602,4872,4151
13,834,5498
5725,5564,454
3805,1634,2143
5557,5431,3914
1803,3017,649
4947,5450,5466
1020,1886,639
4312,2733,5376
728,3677,1560
3779,1572,3797
3880,420,2359
3510,3397,2960
4142,3992,4223
5550,5465,4220
1546,2201,5145
5461,5465,4487
5479,5466,5450
5424,1269,5356
4487,1142,3623
3225,2135,5071
5557,5071,2135
4955,5356,1269
5368,1643,4103
3623,5461,4487
4312,5435,3407
5411,962,5423
4988,5461,5533
4872,3602,4955
2151,2260,2385
3163,1246,3737
3914,5561,5557
5443,4947,3914
2060,925,822
833,5264,3849
3950,3931,454
5497,5557,5561
5368,4451,5413
5015,5598,4835
3866,2732,21
5528,5477,5478
2478,3917,1142
5172,3225,1808
1266,523,3383
5071,5497,3225
707,2044,5294
1643,5368,5413
4955,1268,4872
6437,6764,6174
5486,4151,4872
158,2607,2099
3902,3914,4947
3524,1086,310
2490,5419,328
5168,834,13
136,144,1263
4151,5486,5376
5036,1974,4088
3828,1241,3765
4955,1269,1268
5486,4872,15
3828,499,2909
5513,4060,6503
1042,4225,1725
5083,4021,749
3739,2879,788
3222,848,2280
4182,1489,4264
1269,5168,1268
3849,5498,833
1073,5203,3386
2303,4779,216
2601,87,1454
2776,2751,3109
1020,4277,4290
2054,2372,1819
1689,1109,477
5425,5498,3849
1268,15,4872
2678,242,4633
5416,5454,3498
4607,1591,4838
3056,2718,3072
2632,3074,1477
5322,5310,5321
3170,436,101
1456,5230,4607
1456,4607,4838
2508,4607,634
3921,3489,3096
1322,5110,3960
2927,1328,667
1259,1328,2927
874,3988,309
2042,3248,3780
4400,3640,2175
265,1935,2019
2053,4358,3473
341,4608,1280
653,3387,2712
2808,2497,3113
3163,921,1246
5043,2315,1948
2248,4169,4212
174,3449,3993
4857,5476,5505
4204,4981,2218
4248,604,2564
1901,1310,4101
1460,2383,5754
631,4262,3899
4570,2515,2122
5249,5406,3017
1658,2971,1657
1108,1198,846
1550,1749,4262
5024,2173,4433
884,1169,1570
416,1570,950
884,416,1556
3074,4329,4842
5088,5419,2490
300,2093,2117
448,2896,3674
1925,4600,4601
5481,834,5168
5467,5511,4815
5497,5071,5557
3258,2966,3496
3744,3743,515
5477,5414,5500
5412,5119,5473
5438,4077,5503
833,5496,5264
5494,2439,5421
5520,5414,5456
5536,5359,3353
419,4783,4904
5451,4863,5492
354,1470,1142
1928,1304,1927
346,2424,2871
1974,5036,4586
626,1804,3361
5457,5488,4524
5444,5528,3865
5503,4077,5504
4243,2490,328
5491,5440,4992
989,554,2792
3075,1318,398
3170,3744,4523
4383,4243,328
5491,2609,2733
5525,5529,5487
2843,4108,4067
4415,3050,5464
5189,2439,5494
2725,4094,641
5410,5442,5427
3969,5475,758
1499,1466,1592
4077,5462,5504
3706,1737,3672
5434,5530,3250
5447,5488,5382
5503,5476,5510
3508,1357,1139
2549,1519,2262
5779,5050,1242
4376,686,2428
2870,1749,1358
658,5216,2114
1743,4219,2514
807,1734,1135
3250,4744,4888
