X,Y,Z
256.35246996643207,351.4668242969201,56.12386469548791
256.729550823747,352.7498806307921,55.79840122786234
256.42763974828347,350.63538361057056,57.20492382273669
256.5686088526394,352.46638172159675,57.53206805956444
257.3412210229996,353.6033067271333,56.41294022259332
256.4719137278926,351.7636276820773,57.89849249292422
257.2274890641237,352.29186724067546,55.09360895060166
256.9594800536523,350.2868917967112,55.82889924449711
257.0465296630055,350.4335811912052,58.42288367222894
257.4854080894742,353.185725027858,58.44259573568554
257.03025899443196,351.20504667830664,58.82535092474002
257.6763113492153,352.4502189210069,59.49604427288587
258.25446836991574,353.76736833201824,54.65660669095939
257.2463385412213,349.6870690883018,56.54775148911658
258.5807935464611,354.38571852596425,56.95360559536202
257.93355635181587,351.38151216907704,60.00957073113358
258.25867055840934,353.1948336263496,54.41121947388007
258.18785691804675,352.1051011849035,54.64312671746397
258.96285427085627,354.3606140851459,54.76540661824798
258.1067458886082,349.71267980536595,56.0850776710467
257.79734080766025,349.37965238478426,57.876823196358025
258.2992608169831,350.49054052708806,60.03961797293722
258.65297632581184,352.31314152189077,61.07348965515969
259.6146341371549,353.4545040713334,53.945473590636496
258.6673611253126,349.88964756162454,55.865981728510945
259.4792406324041,354.7972397130664,55.812764318036606
259.514100145135,348.71761491608135,58.475871901185755
259.53152160936406,354.2627895225262,59.406635739953884
259.02918472536044,353.3930356754208,60.59849761734858
260.0064204968316,352.61284857732875,54.19750583999593
260.0156933915732,351.8062011974222,54.910697793470774
258.3802198638765,349.0061380554593,57.09933105136029
260.3922074888463,354.967007098844,57.30430070801646
259.02338643178825,349.5571394327084,59.94836802831517
259.26203828244104,350.4824771985341,61.92674421445774
259.3187512739895,351.29998774337986,62.409385995638814
260.34854888073477,348.4245320337927,58.608961337464166
260.79305431892834,354.3785801939767,60.64224721267321
259.717386953016,349.8664447019852,61.94187470227072
260.3410554640822,353.7585959646617,61.72801271070924
260.37540238595,351.94178768602546,63.73130758735995
260.08420218386357,350.68526173321305,63.652107119568804
260.8709237693469,353.21906121204694,53.33622737810528
260.8219459269547,354.42257655724296,53.45146325776257
261.05726629042334,355.07445794604814,54.19726991134671
260.5376048433536,348.62331114688254,57.81787629591885
261.4708470524388,352.5608350113869,53.890651447713736
261.5299479012627,349.0444808115995,57.21469233487585
261.4088549350721,348.1401713460696,61.39070074940708
260.5671199142382,349.2446069302266,62.72332111615952
260.4492903009104,349.9310765839364,64.11116092189486
261.2707195350254,352.1881156441467,64.52167540696443
260.89680292849414,350.6925463353666,65.37987182034409
260.99833484622,353.7314001879561,52.928885014833234
261.88541794151024,351.602308725285,55.13024626327932
262.75127929721174,355.7611057292128,56.631211130576986
263.40627828518893,355.4761566679807,58.62116420103264
263.1778572896474,354.77742885880434,60.40483899032779
261.83591541986675,347.7505575338578,59.73574280048366
