NO_OF_FRAMES	7320
NO_OF_CAMERAS	14
NO_OF_MARKERS	11
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 11:50:43.813	92047.82596720
DATA_INCLUDED	3D
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter3_mid3_tip1	catheter3_mid3_tip2	catheter3_mid3_tip3	catheter3_mid3_tip4	catheter3_mid3_tip5	catheter3_mid3_tip6	catheter3_mid3_tip7
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter3_mid3_tip1 X	catheter3_mid3_tip1 Y	catheter3_mid3_tip1 Z	catheter3_mid3_tip2 X	catheter3_mid3_tip2 Y	catheter3_mid3_tip2 Z	catheter3_mid3_tip3 X	catheter3_mid3_tip3 Y	catheter3_mid3_tip3 Z	catheter3_mid3_tip4 X	catheter3_mid3_tip4 Y	catheter3_mid3_tip4 Z	catheter3_mid3_tip5 X	catheter3_mid3_tip5 Y	catheter3_mid3_tip5 Z	catheter3_mid3_tip6 X	catheter3_mid3_tip6 Y	catheter3_mid3_tip6 Z	catheter3_mid3_tip7 X	catheter3_mid3_tip7 Y	catheter3_mid3_tip7 Z	
1659	8.29000	417.767	334.805	221.084	390.382	393.644	177.676	450.328	324.566	133.904	387.813	300.356	186.844	238.675	299.385	442.046	303.756	406.781	411.817	234.884	298.717	426.658	188.541	274.113	424.493	223.880	251.456	422.951	186.772	218.558	456.480	339.670	463.109	385.643
1660	8.29500	417.777	334.797	221.081	390.382	393.647	177.677	450.326	324.568	133.904	387.818	300.350	186.840	238.531	299.444	442.049	303.701	406.815	411.787	234.717	298.776	426.705	188.370	274.283	424.473	223.667	251.554	422.924	186.493	218.717	456.481	339.719	463.126	385.745
1661	8.30000	417.773	334.803	221.081	390.384	393.644	177.679	450.331	324.561	133.902	387.819	300.349	186.847	238.395	299.537	442.048	303.649	406.826	411.739	234.587	298.849	426.705	188.178	274.413	424.518	223.455	251.684	422.903	186.253	218.900	456.511	339.689	463.134	385.700
1662	8.30500	417.771	334.798	221.077	390.389	393.630	177.682	450.336	324.559	133.906	387.817	300.350	186.836	238.275	299.629	442.065	303.609	406.876	411.720	234.433	298.943	426.723	188.002	274.561	424.578	223.251	251.791	422.926	186.041	218.971	456.632	339.572	463.176	385.539
1663	8.31000	417.775	334.788	221.086	390.389	393.634	177.671	450.337	324.553	133.908	387.821	300.344	186.840	238.176	299.714	442.089	303.560	406.905	411.679	234.331	299.010	426.767	187.847	274.706	424.685	223.058	251.892	422.984	185.893	219.118	456.688	339.539	463.184	385.494
1664	8.31500	417.780	334.781	221.075	390.389	393.631	177.668	450.332	324.564	133.914	387.821	300.340	186.846	238.098	299.784	442.127	303.512	406.941	411.674	234.233	299.116	426.810	187.608	274.888	424.977	222.864	252.009	423.072	185.758	219.289	456.753	339.499	463.240	385.496
1665	8.32000	417.780	334.799	221.079	390.389	393.632	177.682	450.334	324.552	133.917	387.829	300.336	186.849	238.034	299.858	442.178	303.482	406.935	411.643	234.133	299.175	426.857	187.473	275.002	425.169	222.714	252.078	423.166	185.651	219.420	456.902	339.430	463.251	385.459
1666	8.32500	417.779	334.783	221.077	390.391	393.631	177.664	450.340	324.545	133.905	387.828	300.326	186.841	237.972	299.914	442.247	303.443	406.950	411.597	234.044	299.260	426.946	187.363	275.088	425.318	222.621	252.135	423.260	185.546	219.540	457.085	339.400	463.267	385.426
1667	8.33000	417.779	334.791	221.072	390.387	393.626	177.675	450.327	324.549	133.891	387.824	300.332	186.849	237.916	299.977	442.317	303.418	406.956	411.578	233.973	299.310	427.022	187.422	275.125	425.248	222.536	252.152	423.355	185.494	219.607	457.276	339.369	463.229	385.332
1668	8.33500	417.779	334.778	221.072	390.390	393.625	177.670	450.331	324.545	133.901	387.822	300.339	186.842	237.951	300.084	442.268	303.385	406.941	411.568	233.843	299.213	427.344	187.345	275.173	425.421	222.490	252.197	423.500	185.455	219.670	457.485	339.313	463.238	385.300
1669	8.34000	417.774	334.779	221.076	390.393	393.629	177.680	450.328	324.536	133.897	387.824	300.341	186.837	237.944	300.124	442.347	303.359	406.938	411.564	233.843	299.214	427.415	187.339	275.172	425.540	222.462	252.226	423.639	185.456	219.724	457.726	339.255	463.262	385.276
1670	8.34500	417.783	334.786	221.085	390.386	393.634	177.674	450.336	324.548	133.902	387.816	300.328	186.838	237.942	300.147	442.430	303.343	406.915	411.534	233.802	299.234	427.519	187.341	275.197	425.689	222.457	252.210	423.799	185.483	219.772	457.939	339.207	463.289	385.247
1671	8.35000	417.780	334.788	221.070	390.392	393.623	177.684	450.326	324.554	133.901	387.824	300.336	186.833	237.964	300.184	442.482	303.346	406.920	411.545	233.810	299.235	427.590	187.322	275.142	425.861	222.454	252.195	423.966	185.540	219.793	458.130	339.168	463.289	385.205
1672	8.35500	417.778	334.791	221.077	390.385	393.629	177.671	450.325	324.553	133.900	387.820	300.339	186.843	237.970	300.198	442.569	303.338	406.928	411.527	233.819	299.255	427.641	187.250	275.150	426.168	222.479	252.223	424.090	185.616	219.797	458.278	339.135	463.303	385.189
1673	8.36000	417.769	334.791	221.070	390.385	393.632	177.672	450.337	324.567	133.903	387.816	300.341	186.838	237.992	300.209	442.632	303.326	406.934	411.526	233.858	299.251	427.717	187.264	275.128	426.290	222.518	252.217	424.197	185.685	219.788	458.422	339.080	463.316	385.147
1674	8.36500	417.768	334.795	221.085	390.385	393.637	177.678	450.321	324.558	133.898	387.818	300.347	186.838	238.028	300.227	442.675	303.310	406.919	411.514	233.870	299.258	427.773	187.301	275.100	426.410	222.564	252.185	424.278	185.766	219.753	458.552	339.057	463.320	385.128
1675	8.37000	417.765	334.797	221.087	390.382	393.634	177.678	450.326	324.563	133.899	387.815	300.359	186.843	238.055	300.220	442.739	303.291	406.928	411.518	233.890	299.262	427.829	187.334	275.062	426.445	222.623	252.202	424.338	185.839	219.683	458.672	339.030	463.345	385.112
1676	8.37500	417.773	334.796	221.087	390.377	393.644	177.680	450.322	324.560	133.906	387.815	300.349	186.846	238.063	300.237	442.765	303.274	406.959	411.529	233.906	299.260	427.843	187.369	275.008	426.491	222.675	252.197	424.391	185.946	219.680	458.703	339.012	463.344	385.101
1677	8.38000	417.767	334.804	221.078	390.381	393.641	177.678	450.326	324.566	133.903	387.820	300.353	186.844	238.058	300.235	442.795	303.238	406.968	411.520	233.905	299.248	427.878	187.385	274.955	426.511	222.734	252.175	424.423	186.042	219.654	458.699	339.007	463.374	385.080
1678	8.38500	417.766	334.802	221.087	390.381	393.640	177.677	450.319	324.573	133.913	387.816	300.349	186.847	238.032	300.246	442.826	303.201	406.985	411.533	233.911	299.250	427.877	187.396	274.918	426.504	222.758	252.173	424.429	186.071	219.570	458.738	338.983	463.372	385.106
1679	8.39000	417.766	334.811	221.092	390.380	393.639	177.678	450.320	324.559	133.903	387.811	300.357	186.844	238.007	300.257	442.830	303.127	407.001	411.578	233.873	299.255	427.883	187.394	274.887	426.490	222.776	252.157	424.399	186.110	219.512	458.742	338.994	463.367	385.135
1680	8.39500	417.764	334.803	221.080	390.376	393.643	177.670	450.322	324.566	133.904	387.807	300.361	186.844	237.959	300.279	442.824	303.083	407.038	411.603	233.860	299.279	427.881	187.404	274.864	426.449	222.785	252.186	424.392	186.155	219.541	458.642	338.997	463.374	385.157
1681	8.40000	417.771	334.807	221.081	390.375	393.645	177.677	450.315	324.575	133.905	387.806	300.356	186.848	237.884	300.305	442.808	303.027	407.050	411.607	233.787	299.303	427.837	187.360	274.843	426.358	222.759	252.200	424.382	186.108	219.534	458.577	339.006	463.373	385.194
1682	8.40500	417.762	334.802	221.077	390.378	393.653	177.674	450.326	324.573	133.904	387.811	300.354	186.841	237.732	300.253	442.953	302.959	407.061	411.639	233.809	299.473	427.633	187.297	274.873	426.297	222.721	252.196	424.370	186.029	219.561	458.492	339.009	463.362	385.246
1683	8.41000	417.766	334.804	221.080	390.384	393.637	177.681	450.315	324.571	133.898	387.809	300.351	186.838	237.617	300.295	442.929	302.937	407.083	411.670	233.715	299.499	427.611	187.217	274.916	426.206	222.634	252.250	424.340	185.870	219.562	458.471	339.017	463.343	385.262
1684	8.41500	417.763	334.805	221.077	390.379	393.641	177.686	450.317	324.562	133.896	387.817	300.353	186.839	237.469	300.340	442.927	302.886	407.088	411.663	233.601	299.553	427.618	187.127	274.975	426.095	222.519	252.282	424.321	185.676	219.622	458.401	339.021	463.320	385.266
1685	8.42000	417.763	334.798	221.091	390.383	393.636	177.682	450.316	324.554	133.907	387.815	300.346	186.843	237.333	300.406	442.913	302.850	407.087	411.664	233.484	299.590	427.630	186.998	275.056	426.015	222.358	252.344	424.337	185.461	219.768	458.301	339.025	463.301	385.289
1686	8.42500	417.765	334.808	221.080	390.384	393.634	177.679	450.319	324.567	133.895	387.812	300.351	186.843	237.186	300.472	442.908	302.842	407.075	411.670	233.353	299.687	427.607	186.820	275.195	425.957	222.176	252.409	424.314	185.179	219.871	458.296	339.028	463.283	385.291
1687	8.43000	417.768	334.804	221.087	390.392	393.638	177.680	450.320	324.563	133.895	387.817	300.341	186.846	237.048	300.531	442.933	302.845	407.069	411.691	233.213	299.755	427.634	186.639	275.349	425.949	221.970	252.528	424.295	184.856	220.041	458.286	339.018	463.280	385.278
1688	8.43500	417.775	334.799	221.080	390.385	393.636	177.680	450.323	324.558	133.908	387.815	300.350	186.846	236.909	300.617	442.948	302.851	407.043	411.715	233.039	299.816	427.676	186.554	275.514	425.757	221.730	252.637	424.308	184.535	220.274	458.260	339.001	463.271	385.287
1689	8.44000	417.772	334.798	221.081	390.380	393.630	177.672	450.321	324.553	133.893	387.821	300.337	186.834	236.767	300.688	442.973	302.852	407.024	411.694	232.897	299.908	427.685	186.336	275.727	425.812	221.456	252.763	424.317	184.214	220.476	458.275	338.981	463.258	385.290
1690	8.44500	417.779	334.785	221.080	390.382	393.635	177.676	450.326	324.571	133.891	387.820	300.345	186.839	236.621	300.773	443.010	302.864	407.016	411.720	232.745	300.011	427.711	186.110	275.914	425.912	221.186	252.908	424.359	183.856	220.693	458.325	338.991	463.241	385.281
1691	8.45000	417.769	334.788	221.087	390.391	393.627	177.676	450.321	324.550	133.895	387.818	300.335	186.839	236.539	300.921	442.951	302.867	406.988	411.751	232.518	299.965	427.990	185.894	276.112	425.986	220.907	253.027	424.433	183.518	220.865	458.417	338.974	463.231	385.280
1692	8.45500	417.771	334.792	221.085	390.392	393.629	177.674	450.323	324.545	133.892	387.822	300.341	186.837	236.394	301.041	443.039	302.876	406.992	411.763	232.397	300.048	428.047	185.702	276.319	426.081	220.679	253.138	424.505	183.214	221.075	458.583	338.994	463.200	385.276
1693	8.46000	417.780	334.787	221.075	390.389	393.623	177.678	450.321	324.551	133.895	387.823	300.340	186.839	236.258	301.158	443.128	302.876	406.998	411.824	232.251	300.153	428.129	185.528	276.479	426.198	220.466	253.252	424.658	182.964	221.334	458.701	338.993	463.178	385.241
1694	8.46500	417.780	334.782	221.083	390.395	393.625	177.678	450.329	324.552	133.898	387.817	300.342	186.843	236.136	301.266	443.242	302.888	406.993	411.852	232.154	300.259	428.233	185.411	276.674	426.247	220.279	253.329	424.894	182.707	221.503	458.900	339.024	463.158	385.247
1695	8.47000	417.782	334.792	221.073	390.395	393.631	177.684	450.328	324.561	133.893	387.820	300.341	186.845	236.054	301.365	443.351	302.913	407.000	411.882	232.024	300.333	428.391	185.287	276.827	426.406	220.130	253.437	425.076	182.464	221.723	459.115	339.033	463.124	385.238
1696	8.47500	417.775	334.790	221.087	390.392	393.632	177.683	450.329	324.569	133.891	387.825	300.335	186.850	235.886	301.373	443.615	302.906	406.986	411.907	232.048	300.547	428.336	185.173	276.894	426.503	220.039	253.516	425.249	182.295	221.905	459.316	339.071	463.128	385.268
1697	8.48000	417.779	334.791	221.076	390.388	393.639	177.676	450.319	324.561	133.888	387.818	300.339	186.849	235.822	301.466	443.755	302.925	406.999	411.972	231.972	300.618	428.469	185.095	276.960	426.648	219.956	253.586	425.450	182.128	222.012	459.601	339.092	463.095	385.280
1698	8.48500	417.775	334.797	221.089	390.401	393.637	177.673	450.325	324.564	133.895	387.833	300.350	186.844	235.757	301.524	443.879	302.924	407.002	412.008	231.967	300.679	428.577	185.064	277.038	426.763	219.895	253.611	425.702	182.083	222.205	459.836	339.082	463.082	385.251
1699	8.49000	417.780	334.799	221.089	390.391	393.637	177.673	450.323	324.563	133.892	387.823	300.360	186.835	235.713	301.591	444.017	302.940	406.979	412.040	231.947	300.700	428.691	185.045	277.057	426.892	219.881	253.598	425.946	182.056	222.267	460.081	339.119	463.046	385.219
1700	8.49500	417.779	334.800	221.079	390.391	393.644	177.677	450.324	324.557	133.898	387.821	300.361	186.836	235.700	301.623	444.148	302.938	406.986	412.071	231.940	300.710	428.806	185.055	277.068	427.037	219.896	253.631	426.166	182.070	222.287	460.320	339.134	463.007	385.231
1701	8.50000	417.772	334.807	221.075	390.396	393.641	177.675	450.331	324.568	133.892	387.823	300.350	186.842	235.747	301.718	444.161	302.946	406.981	412.106	231.873	300.593	429.116	185.090	277.031	427.182	219.941	253.603	426.339	182.107	222.314	460.537	339.161	462.976	385.247
1702	8.50500	417.777	334.806	221.083	390.390	393.648	177.666	450.320	324.564	133.890	387.822	300.353	186.836	235.765	301.747	444.268	302.947	406.981	412.145	231.882	300.594	429.238	185.151	276.990	427.328	220.016	253.588	426.520	182.184	222.316	460.739	339.172	462.957	385.277
1703	8.51000	417.779	334.800	221.075	390.398	393.648	177.676	450.325	324.561	133.895	387.819	300.350	186.841	235.811	301.765	444.378	302.976	406.986	412.177	231.826	300.463	429.598	185.214	276.915	427.445	220.137	253.578	426.663	182.298	222.303	460.910	339.214	462.917	385.252
1704	8.51500	417.765	334.804	221.076	390.395	393.634	177.675	450.323	324.569	133.900	387.825	300.351	186.834	235.859	301.776	444.498	302.999	406.987	412.188	231.876	300.456	429.698	185.321	276.853	427.499	220.238	253.563	426.796	182.415	222.277	461.062	339.216	462.897	385.275
1705	8.52000	417.778	334.795	221.085	390.389	393.635	177.663	450.325	324.559	133.900	387.815	300.348	186.843	235.903	301.772	444.570	303.005	406.970	412.213	231.944	300.450	429.786	185.410	276.754	427.546	220.299	253.469	426.978	182.532	222.247	461.188	339.247	462.865	385.238
1706	8.52500	417.774	334.797	221.085	390.384	393.632	177.680	450.325	324.561	133.899	387.815	300.347	186.835	235.939	301.745	444.670	303.012	406.976	412.241	231.991	300.414	429.892	185.519	276.657	427.576	220.422	253.398	427.108	182.637	222.195	461.340	339.279	462.817	385.206
1707	8.53000	417.768	334.799	221.083	390.389	393.634	177.692	450.315	324.556	133.887	387.811	300.346	186.847	235.888	301.673	444.882	303.026	406.962	412.279	232.148	300.524	429.739	185.611	276.557	427.583	220.568	253.347	427.226	182.742	222.130	461.424	339.303	462.777	385.174
1708	8.53500	417.769	334.794	221.079	390.389	393.626	177.671	450.324	324.559	133.899	387.819	300.343	186.846	235.917	301.671	444.940	303.026	406.980	412.293	232.189	300.491	429.819	185.703	276.436	427.542	220.709	253.287	427.340	182.869	222.070	461.450	339.331	462.734	385.147
1709	8.54000	417.771	334.790	221.080	390.395	393.623	177.680	450.315	324.542	133.878	387.819	300.343	186.849	235.939	301.653	444.997	303.064	406.944	412.362	232.249	300.495	429.862	185.772	276.338	427.511	220.846	253.280	427.401	182.969	221.998	461.483	339.390	462.568	385.043
1710	8.54500	417.777	334.792	221.082	390.390	393.628	177.676	450.318	324.564	133.889	387.811	300.339	186.848	235.956	301.669	445.037	303.046	407.003	412.327	232.302	300.466	429.894	185.866	276.271	427.473	220.936	253.219	427.472	183.041	221.973	461.480	339.388	462.675	385.079
1711	8.55000	417.772	334.789	221.076	390.393	393.627	177.685	450.315	324.556	133.889	387.821	300.336	186.846	235.963	301.682	445.072	303.074	406.969	412.365	232.321	300.488	429.925	185.937	276.237	427.440	221.039	253.222	427.541	183.093	221.948	461.494	339.440	462.511	384.932
1712	8.55500	417.772	334.776	221.081	390.394	393.622	177.683	450.315	324.548	133.891	387.810	300.336	186.832	235.961	301.722	445.098	303.074	407.038	412.332	232.356	300.507	429.966	185.958	276.170	427.469	221.093	253.215	427.572	183.101	221.972	461.497	339.441	462.617	384.941
1713	8.56000	417.773	334.783	221.086	390.392	393.624	177.684	450.322	324.552	133.890	387.822	300.342	186.848	235.956	301.762	445.129	303.094	407.034	412.355	232.383	300.515	429.984	186.011	276.200	427.364	221.123	253.221	427.659	183.090	222.001	461.505	339.467	462.577	384.878
1714	8.56500	417.770	334.781	221.080	390.387	393.626	177.674	450.314	324.552	133.883	387.812	300.337	186.840	235.914	301.812	445.161	303.124	407.049	412.336	232.366	300.541	430.021	186.041	276.238	427.317	221.165	253.249	427.729	183.069	222.049	461.527	339.497	462.615	384.879
1715	8.57000	417.765	334.779	221.082	390.388	393.626	177.676	450.307	324.546	133.882	387.818	300.349	186.845	235.875	301.881	445.189	303.136	407.059	412.336	232.364	300.591	430.038	186.037	276.253	427.296	221.143	253.292	427.797	182.985	222.138	461.581	339.510	462.620	384.842
1716	8.57500	417.766	334.788	221.086	390.383	393.626	177.680	450.312	324.554	133.884	387.812	300.345	186.835	235.820	301.961	445.239	303.163	407.083	412.322	232.338	300.625	430.069	186.032	276.311	427.200	221.120	253.330	427.899	182.881	222.239	461.635	339.535	462.618	384.804
1717	8.58000	417.767	334.780	221.081	390.390	393.622	177.677	450.307	324.557	133.885	387.815	300.332	186.841	235.748	302.050	445.283	303.181	407.079	412.323	232.286	300.685	430.086	185.965	276.335	427.288	221.060	253.372	427.970	182.760	222.351	461.703	339.580	462.618	384.803
1718	8.58500	417.768	334.792	221.087	390.385	393.624	177.675	450.309	324.563	133.871	387.815	300.340	186.844	235.664	302.134	445.320	303.170	407.076	412.312	232.232	300.745	430.109	185.898	276.471	427.250	220.983	253.445	428.095	182.630	222.493	461.795	339.588	462.615	384.774
1719	8.59000	417.774	334.797	221.084	390.385	393.631	177.680	450.307	324.555	133.888	387.821	300.348	186.842	235.575	302.240	445.360	303.188	407.086	412.285	232.166	300.825	430.154	185.806	276.588	427.296	220.866	253.544	428.187	182.471	222.656	461.909	339.628	462.572	384.705
1720	8.59500	417.777	334.793	221.078	390.388	393.629	177.684	450.314	324.554	133.882	387.809	300.350	186.825	235.499	302.335	445.414	303.200	407.085	412.273	232.088	300.921	430.201	185.686	276.746	427.392	220.738	253.653	428.274	182.301	222.808	462.032	339.676	462.562	384.712
1721	8.60000	417.767	334.799	221.078	390.382	393.639	177.675	450.308	324.558	133.876	387.815	300.344	186.839	235.418	302.437	445.446	303.210	407.107	412.246	231.984	301.047	430.250	185.561	276.911	427.461	220.556	253.765	428.356	182.105	222.993	462.175	339.710	462.542	384.671
1722	8.60500	417.772	334.798	221.087	390.389	393.629	177.678	450.315	324.577	133.890	387.813	300.354	186.834	235.337	302.553	445.520	303.225	407.105	412.211	231.875	301.171	430.323	185.409	277.080	427.550	220.376	253.895	428.443	181.879	223.231	462.339	339.753	462.533	384.634
1723	8.61000	417.772	334.800	221.076	390.384	393.632	177.669	450.317	324.557	133.884	387.818	300.352	186.836	235.248	302.667	445.586	303.254	407.100	412.180	231.757	301.303	430.379	185.259	277.298	427.697	220.160	254.041	428.532	181.662	223.452	462.494	339.776	462.531	384.582
1724	8.61500	417.769	334.813	221.076	390.391	393.635	177.674	450.316	324.562	133.874	387.810	300.350	186.837	235.131	302.789	445.665	303.279	407.088	412.141	231.627	301.409	430.436	185.078	277.503	427.834	219.938	254.211	428.646	181.433	223.677	462.638	339.831	462.517	384.537
1725	8.62000	417.774	334.794	221.085	390.397	393.626	177.685	450.312	324.565	133.877	387.823	300.349	186.838	235.038	302.914	445.754	303.322	407.100	412.084	231.512	301.524	430.482	184.878	277.705	427.997	219.731	254.345	428.763	181.173	223.942	462.826	339.883	462.498	384.467
1726	8.62500	417.768	334.795	221.076	390.391	393.643	177.680	450.314	324.572	133.885	387.821	300.351	186.844	234.994	303.132	445.644	303.365	407.128	412.033	231.314	301.520	430.761	184.717	277.932	428.131	219.511	254.485	428.878	180.927	224.228	462.985	339.938	462.491	384.391
1727	8.63000	417.767	334.802	221.084	390.388	393.644	177.676	450.319	324.567	133.883	387.815	300.361	186.843	234.879	303.282	445.719	303.403	407.135	411.984	231.207	301.700	430.828	184.549	278.147	428.244	219.334	254.645	429.020	180.682	224.520	463.122	340.023	462.453	384.240
1728	8.63500	417.775	334.788	221.084	390.393	393.628	177.676	450.321	324.563	133.878	387.812	300.353	186.842	234.695	303.377	445.902	303.449	407.154	411.934	231.229	301.989	430.721	184.440	278.407	428.276	219.164	254.834	429.160	180.421	224.829	463.286	340.141	462.412	384.100
1729	8.64000	417.769	334.801	221.081	390.388	393.629	177.693	450.312	324.554	133.886	387.815	300.343	186.844	234.608	303.551	445.959	303.500	407.188	411.887	231.128	302.106	430.811	184.305	278.542	428.373	219.025	254.934	429.317	180.150	225.094	463.432	340.231	462.403	383.996
1730	8.64500	417.771	334.797	221.076	390.382	393.641	177.678	450.306	324.547	133.879	387.814	300.343	186.839	234.501	303.703	446.022	303.544	407.235	411.814	231.054	302.221	430.873	184.214	278.769	428.307	218.880	255.109	429.444	179.923	225.397	463.570	340.299	462.394	383.921
1731	8.65000	417.767	334.803	221.075	390.382	393.636	177.671	450.314	324.566	133.881	387.814	300.349	186.844	234.424	303.862	446.079	303.598	407.257	411.788	230.971	302.367	430.934	184.114	278.930	428.352	218.748	255.258	429.617	179.728	225.640	463.716	340.372	462.377	383.855
1732	8.65500	417.767	334.790	221.089	390.381	393.635	177.664	450.318	324.559	133.889	387.811	300.340	186.840	234.351	304.008	446.165	303.638	407.288	411.743	230.896	302.476	430.987	184.019	279.127	428.415	218.620	255.424	429.732	179.556	225.814	463.845	340.462	462.371	383.783
1733	8.66000	417.767	334.796	221.079	390.382	393.626	177.681	450.303	324.550	133.872	387.816	300.348	186.843	234.286	304.132	446.199	303.683	407.315	411.683	230.842	302.588	431.056	183.944	279.287	428.483	218.522	255.524	429.805	179.407	226.035	463.980	340.511	462.379	383.702
1734	8.66500	417.773	334.792	221.088	390.382	393.635	177.678	450.307	324.559	133.892	387.806	300.344	186.842	234.271	304.250	446.247	303.747	407.355	411.614	230.806	302.716	431.108	183.874	279.436	428.553	218.417	255.638	429.869	179.271	226.223	464.120	340.589	462.359	383.633
1735	8.67000	417.771	334.786	221.082	390.379	393.633	177.676	450.311	324.560	133.889	387.804	300.344	186.830	234.256	304.324	446.282	303.781	407.369	411.583	230.791	302.775	431.149	183.850	279.595	428.639	218.347	255.731	429.922	179.213	226.367	464.206	340.634	462.350	383.566
1736	8.67500	417.768	334.799	221.082	390.375	393.634	177.673	450.305	324.561	133.888	387.809	300.341	186.838	234.266	304.402	446.322	303.803	407.354	411.548	230.766	302.858	431.181	183.798	279.689	428.754	218.286	255.816	429.967	179.165	226.477	464.303	340.692	462.332	383.541
1737	8.68000	417.760	334.792	221.082	390.376	393.638	177.684	450.300	324.557	133.893	387.802	300.343	186.833	234.275	304.419	446.376	303.839	407.348	411.495	230.784	302.893	431.211	183.765	279.749	428.891	218.252	255.862	430.028	179.164	226.540	464.403	340.717	462.334	383.513
1738	8.68500	417.760	334.788	221.084	390.383	393.629	177.691	450.300	324.554	133.886	387.800	300.350	186.836	234.286	304.443	446.417	303.860	407.318	411.464	230.785	302.916	431.258	183.749	279.780	429.004	218.248	255.881	430.068	179.164	226.582	464.544	340.737	462.318	383.499
1739	8.69000	417.761	334.789	221.082	390.379	393.628	177.673	450.302	324.565	133.886	387.812	300.354	186.836	234.328	304.437	446.457	303.881	407.297	411.453	230.793	302.908	431.299	183.776	279.791	429.076	218.271	255.899	430.169	179.213	226.573	464.657	340.754	462.305	383.498
1740	8.69500	417.764	334.803	221.087	390.373	393.635	177.677	450.306	324.571	133.892	387.805	300.349	186.839	234.340	304.439	446.506	303.938	407.207	411.448	230.811	302.898	431.345	183.805	279.745	429.165	218.305	255.881	430.250	179.258	226.550	464.786	340.784	462.166	383.438
1741	8.70000	417.759	334.801	221.089	390.380	393.635	177.678	450.303	324.571	133.890	387.805	300.361	186.838	234.358	304.409	446.573	303.912	407.191	411.430	230.837	302.869	431.411	183.834	279.650	429.230	218.368	255.837	430.360	179.338	226.502	464.887	340.765	462.243	383.497
1742	8.70500	417.755	334.806	221.090	390.369	393.642	177.679	450.302	324.553	133.892	387.804	300.362	186.845	234.380	304.376	446.647	303.925	407.154	411.431	230.875	302.815	431.476	183.889	279.597	429.303	218.434	255.776	430.472	179.414	226.453	464.987	340.773	462.184	383.480
1743	8.71000	417.758	334.802	221.080	390.374	393.642	177.686	450.301	324.565	133.884	387.805	300.359	186.844	234.388	304.353	446.707	303.924	407.103	411.447	230.899	302.781	431.538	183.950	279.469	429.341	218.519	255.684	430.640	179.486	226.418	465.098	340.795	462.147	383.515
1744	8.71500	417.756	334.810	221.082	390.378	393.634	177.678	450.304	324.562	133.891	387.795	300.361	186.847	234.383	304.295	446.799	303.973	407.023	411.485	230.941	302.743	431.598	184.000	279.371	429.399	218.594	255.607	430.778	179.567	226.360	465.203	340.849	461.974	383.456
1745	8.72000	417.754	334.800	221.084	390.380	393.628	177.680	450.304	324.565	133.885	387.807	300.360	186.836	234.412	304.265	446.893	303.978	406.999	411.510	230.970	302.696	431.675	184.084	279.267	429.430	218.679	255.533	430.903	179.644	226.311	465.295	340.868	461.908	383.446
1746	8.72500	417.756	334.802	221.086	390.375	393.641	177.674	450.301	324.555	133.885	387.800	300.366	186.842	234.451	304.249	446.940	303.952	407.016	411.494	231.020	302.666	431.718	184.178	279.247	429.428	218.745	255.473	431.002	179.723	226.266	465.403	340.864	461.978	383.512
1747	8.73000	417.765	334.807	221.089	390.379	393.649	177.682	450.303	324.567	133.880	387.796	300.352	186.847	234.478	304.236	447.012	303.971	407.006	411.531	231.048	302.659	431.805	184.175	279.140	429.573	218.814	255.439	431.085	179.818	226.215	465.511	340.913	461.940	383.492
1748	8.73500	417.767	334.810	221.085	390.382	393.644	177.672	450.307	324.561	133.885	387.802	300.362	186.838	234.580	304.308	446.940	303.986	406.995	411.537	230.983	302.501	432.057	184.234	279.113	429.644	218.876	255.438	431.168	179.869	226.172	465.630	340.951	461.876	383.477
1749	8.74000	417.764	334.812	221.083	390.383	393.644	177.680	450.307	324.564	133.893	387.800	300.355	186.833	234.617	304.328	447.002	304.014	406.997	411.560	231.003	302.515	432.160	184.266	279.079	429.708	218.922	255.415	431.245	179.917	226.161	465.693	340.979	461.834	383.450
1750	8.74500	417.764	334.796	221.081	390.382	393.641	177.680	450.309	324.560	133.892	387.805	300.351	186.843	234.644	304.334	447.066	304.050	406.990	411.603	231.021	302.503	432.235	184.296	279.097	429.762	218.950	255.418	431.317	179.936	226.174	465.805	341.003	461.760	383.375
1751	8.75000	417.775	334.802	221.083	390.378	393.637	177.679	450.307	324.559	133.894	387.800	300.352	186.840	234.586	304.272	447.275	304.054	406.977	411.638	231.142	302.628	432.113	184.315	279.079	429.840	218.978	255.438	431.421	179.936	226.200	465.873	341.021	461.743	383.346
1752	8.75500	417.765	334.811	221.078	390.388	393.640	177.686	450.313	324.562	133.893	387.807	300.358	186.843	234.594	304.283	447.346	304.082	407.000	411.665	231.142	302.625	432.202	184.316	279.098	429.899	218.993	255.442	431.498	179.924	226.219	465.974	341.044	461.746	383.361
