NO_OF_FRAMES	6378
NO_OF_CAMERAS	14
NO_OF_MARKERS	8
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 10:36:43.083	87607.09578570
DATA_INCLUDED	3D
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter_tip1	catheter_tip2	catheter_tip3	catheter_tip4
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Virtual	Measured
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter_tip1 X	catheter_tip1 Y	catheter_tip1 Z	catheter_tip2 X	catheter_tip2 Y	catheter_tip2 Z	catheter_tip3 X	catheter_tip3 Y	catheter_tip3 Z	catheter_tip4 X	catheter_tip4 Y	catheter_tip4 Z	
5435	27.17000	338.406	350.594	182.448	301.920	411.137	149.088	351.607	345.742	90.375	301.739	317.596	153.675	269.431	132.724	84.478	319.645	136.200	116.705	27.501	140.674	65.760	265.357	103.398	113.818
5436	27.17500	338.406	350.606	182.446	301.923	411.130	149.083	351.610	345.741	90.369	301.740	317.586	153.673	269.144	132.521	83.590	319.439	136.004	115.699	27.171	140.643	65.455	265.099	103.222	113.024
5437	27.18000	338.422	350.620	182.459	301.932	411.143	149.081	351.611	345.751	90.358	301.745	317.613	153.688	268.919	132.211	82.665	319.210	135.828	114.710	26.932	140.294	64.600	264.892	103.066	112.183
5438	27.18500	338.417	350.628	182.439	301.932	411.166	149.056	351.614	345.753	90.360	301.753	317.619	153.678	268.643	132.012	81.735	319.040	135.680	113.602	26.592	140.153	64.499	264.689	102.919	111.373
5439	27.19000	338.427	350.642	182.430	301.941	411.166	149.062	351.621	345.752	90.348	301.758	317.629	153.672	268.436	131.727	80.753	318.878	135.525	112.506	26.370	140.046	63.783	264.498	102.830	110.493
5440	27.19500	338.428	350.648	182.427	301.944	411.177	149.031	351.616	345.771	90.345	301.762	317.643	153.648	268.153	131.549	79.673	318.681	135.418	111.360	26.058	139.824	63.289	264.285	102.694	109.656
5441	27.20000	338.432	350.654	182.433	301.939	411.183	149.038	351.683	345.737	90.371	301.770	317.643	153.664	268.021	131.200	78.583	318.520	135.342	110.146	25.884	139.347	62.205	264.114	102.594	108.710
5442	27.20500	338.434	350.646	182.423	301.938	411.179	149.052	351.685	345.734	90.381	301.766	317.646	153.664	267.725	131.039	77.440	318.348	135.245	108.886	25.565	139.330	61.803	263.908	102.534	107.787
5443	27.21000	338.429	350.654	182.425	301.944	411.177	149.045	351.673	345.729	90.387	301.758	317.636	153.671	267.498	130.760	76.382	318.164	135.184	107.603	25.267	138.874	61.317	263.743	102.454	106.813
5444	27.21500	338.433	350.644	182.430	301.943	411.170	149.054	351.669	345.731	90.392	301.756	317.631	153.672	267.032	130.703	75.199	317.970	135.106	106.293	24.821	138.960	61.453	263.567	102.468	105.846
5445	27.22000	338.424	350.631	182.430	301.945	411.170	149.061	351.614	345.755	90.352	301.760	317.622	153.671	266.719	130.510	74.121	317.775	135.072	104.954	24.446	138.542	61.284	263.403	102.411	104.766
5446	27.22500	338.422	350.635	182.427	301.943	411.161	149.060	351.611	345.760	90.351	301.752	317.621	153.659	266.366	130.380	72.896	317.553	135.036	103.591	24.071	138.305	60.858	263.186	102.361	103.693
5447	27.23000	338.425	350.628	182.434	301.944	411.148	149.062	351.621	345.751	90.353	301.749	317.623	153.670	266.097	130.197	71.640	317.287	135.136	102.220	23.743	137.486	59.860	262.968	102.299	102.578
5448	27.23500	338.436	350.622	182.431	301.950	411.148	149.063	351.617	345.735	90.350	301.761	317.599	153.664	265.773	130.093	70.442	317.043	135.123	100.827	23.373	137.317	59.348	262.723	102.275	101.403
5449	27.24000	338.429	350.616	182.432	301.945	411.160	149.057	351.617	345.749	90.350	301.761	317.613	153.658	265.418	129.990	69.122	316.769	135.127	99.394	22.987	136.888	58.684	262.490	102.203	100.213
5450	27.24500	338.428	350.611	182.441	301.937	411.143	149.055	351.612	345.738	90.346	301.766	317.610	153.670	264.986	129.888	67.848	316.509	135.139	97.956	22.541	136.461	58.337	262.246	102.145	99.006
5451	27.25000	338.438	350.605	182.438	301.946	411.150	149.067	351.615	345.745	90.343	301.765	317.595	153.650	264.711	129.673	66.499	316.222	135.129	96.490	22.229	135.969	57.192	262.009	102.094	97.760
5452	27.25500	338.446	350.601	182.428	301.951	411.128	149.067	351.625	345.748	90.341	301.761	317.609	153.664	264.352	129.537	65.136	315.920	135.125	94.976	21.834	135.630	56.417	261.736	102.052	96.505
5453	27.26000	338.437	350.605	182.431	301.957	411.128	149.079	351.629	345.741	90.337	301.774	317.605	153.650	263.880	129.412	63.798	315.611	135.098	93.457	21.358	135.241	56.012	261.463	101.989	95.192
5454	27.26500	338.450	350.609	182.428	301.960	411.142	149.066	351.624	345.747	90.337	301.773	317.596	153.655	263.575	129.194	62.315	315.299	135.050	91.848	21.015	134.896	54.847	261.184	101.927	93.878
5455	27.27000	338.445	350.606	182.426	301.963	411.152	149.067	351.631	345.741	90.327	301.765	317.600	153.660	263.174	129.063	60.912	314.970	134.978	90.230	20.570	134.721	54.334	260.889	101.855	92.556
5456	27.27500	338.451	350.609	182.420	301.962	411.136	149.058	351.633	345.756	90.302	301.773	317.604	153.649	262.669	128.817	59.464	314.653	134.903	88.576	20.082	134.298	53.847	260.595	101.783	91.197
5457	27.28000	338.449	350.612	182.426	301.973	411.135	149.049	351.641	345.754	90.235	301.783	317.607	153.659	262.282	128.636	57.977	314.341	134.838	86.926	19.688	134.225	52.811	260.257	101.764	89.749
5458	27.28500	338.456	350.628	182.424	301.968	411.164	149.047	351.655	345.767	90.139	301.785	317.610	153.649	261.960	128.383	56.417	314.037	134.747	85.230	19.325	133.732	51.803	259.992	101.612	88.416
5459	27.29000	338.458	350.630	182.424	301.984	411.147	149.041	351.692	345.763	90.051	301.787	317.627	153.647	261.445	128.206	54.986	313.745	134.660	83.542	18.827	133.373	51.632	259.713	101.500	86.987
5460	27.29500	338.470	350.641	182.412	301.977	411.172	149.035	351.701	345.754	89.951	301.787	317.641	153.652	261.055	127.971	53.460	313.446	134.532	81.812	18.426	133.078	50.920	259.446	101.382	85.551
5461	27.30000	338.478	350.653	182.408	301.986	411.172	149.027	351.695	345.707	90.670	301.802	317.632	153.648	260.692	127.740	51.880	313.167	134.362	80.077	18.063	132.939	49.988	259.166	101.248	84.063
5462	27.30500	338.486	350.647	182.415	301.994	411.176	149.014	351.701	345.719	90.555	301.811	317.639	153.645	260.339	127.491	50.250	312.869	134.151	78.279	17.698	132.773	49.092	258.904	101.077	82.553
5463	27.31000	338.485	350.658	182.402	301.999	411.173	149.027	351.712	345.724	90.474	301.815	317.643	153.649	259.798	127.375	48.759	312.578	133.949	76.520	17.199	132.640	49.212	258.637	100.872	81.012
5464	27.31500	338.485	350.661	182.398	301.991	411.181	149.024	351.691	345.737	90.409	301.813	317.639	153.655	259.382	127.191	47.152	312.298	133.736	74.706	16.794	132.475	48.697	258.365	100.650	79.443
5465	27.32000	338.480	350.662	182.393	302.003	411.190	149.024	351.710	345.731	90.357	301.804	317.635	153.643	258.987	126.996	45.564	312.006	133.482	72.899	16.405	132.165	48.387	258.167	100.376	77.918
5466	27.32500	338.482	350.654	182.406	301.993	411.172	149.021	351.709	345.726	90.367	301.791	317.652	153.646	258.595	126.781	43.926	311.691	133.196	71.106	16.018	132.176	47.539	257.834	100.121	76.332
5467	27.33000	338.469	350.649	182.412	301.992	411.186	149.029	351.699	345.724	90.355	301.796	317.635	153.649	258.149	126.521	42.359	311.377	132.891	69.314	15.604	132.004	47.008	257.542	99.853	74.694
5468	27.33500	338.463	350.633	182.419	301.976	411.175	149.031	351.686	345.734	90.367	301.787	317.639	153.649	257.682	126.280	40.780	311.053	132.576	67.511	15.168	131.906	46.530	257.197	99.548	73.074
5469	27.34000	338.447	350.640	182.427	301.965	411.165	149.037	351.622	345.769	90.340	301.782	317.630	153.655	257.226	126.050	39.215	310.730	132.219	65.739	14.754	132.107	45.906	256.825	99.285	71.428
5470	27.34500	338.448	350.646	182.424	301.960	411.173	149.043	351.631	345.750	90.348	301.768	317.638	153.662	256.832	125.778	37.615	310.421	131.876	63.989	14.383	132.083	45.013	256.481	98.979	69.824
5471	27.35000	338.442	350.656	182.434	301.955	411.161	149.048	351.619	345.762	90.355	301.772	317.629	153.667	256.427	125.480	36.103	310.083	131.539	62.244	13.987	132.012	44.333	256.126	98.686	68.252
5472	27.35500	338.424	350.645	182.428	301.950	411.171	149.053	351.610	345.761	90.343	301.753	317.639	153.673	256.039	125.157	34.641	309.765	131.175	60.515	13.616	131.994	43.806	255.795	98.392	66.738
5473	27.36000	338.422	350.647	182.432	301.942	411.165	149.063	351.610	345.758	90.361	301.753	317.624	153.675	255.612	124.877	33.161	309.458	130.860	58.845	13.239	132.166	42.940	255.412	98.194	65.159
5474	27.36500	338.413	350.641	182.438	301.934	411.166	149.052	351.618	345.750	90.365	301.749	317.632	153.670	255.205	124.606	31.641	309.144	130.559	57.158	12.874	131.835	42.487	255.152	97.861	63.786
5475	27.37000	338.418	350.642	182.445	301.927	411.172	149.054	351.612	345.760	90.360	301.737	317.631	153.675	254.796	124.347	30.252	308.846	130.272	55.532	12.515	131.928	42.020	254.814	97.648	62.399
5476	27.37500	338.409	350.654	182.440	301.923	411.178	149.058	351.603	345.763	90.365	301.741	317.633	153.688	254.363	124.082	28.845	308.546	130.003	53.918	12.160	131.909	41.591	254.525	97.459	61.060
5477	27.38000	338.403	350.654	182.434	301.918	411.190	149.064	351.587	345.761	90.359	301.729	317.640	153.684	254.078	123.777	27.485	308.245	129.769	52.356	11.863	131.819	40.683	254.232	97.289	59.740
5478	27.38500	338.396	350.653	182.449	301.924	411.177	149.058	351.587	345.763	90.359	301.730	317.651	153.688	253.677	123.662	26.175	307.965	129.577	50.810	11.531	132.287	40.294	253.873	97.217	58.435
5479	27.39000	338.396	350.649	182.446	301.925	411.170	149.068	351.583	345.753	90.371	301.717	317.634	153.681	253.301	123.529	24.853	307.683	129.421	49.307	11.218	132.341	39.848	253.607	97.108	57.184
5480	27.39500	338.394	350.638	182.455	301.904	411.176	149.059	351.580	345.760	90.381	301.714	317.641	153.697	252.936	123.374	23.544	307.421	129.315	47.855	10.924	131.927	39.448	253.436	96.955	55.986
5481	27.40000	338.382	350.642	182.450	301.902	411.173	149.072	351.573	345.763	90.378	301.714	317.627	153.712	252.623	123.227	22.347	307.158	129.246	46.471	10.630	131.714	38.880	253.172	96.852	54.813
5482	27.40500	338.373	350.642	182.466	301.886	411.182	149.081	351.562	345.754	90.389	301.708	317.636	153.707	252.355	123.197	21.199	306.923	129.191	45.144	10.392	131.998	38.200	252.922	96.892	53.568
5483	27.41000	338.362	350.637	182.465	301.890	411.168	149.083	351.568	345.758	90.395	301.689	317.633	153.711	251.970	123.311	20.070	306.712	129.223	43.842	10.131	131.690	38.458	252.809	96.803	52.433
5484	27.41500	338.355	350.648	182.474	301.880	411.172	149.093	351.568	345.753	90.408	301.688	317.629	153.719	251.720	123.231	18.891	306.482	129.249	42.646	9.883	131.446	37.309	252.585	96.790	51.324
5485	27.42000	338.352	350.649	182.470	301.879	411.176	149.090	351.563	345.758	90.412	301.688	317.640	153.709	251.547	123.256	17.823	306.240	129.332	41.492	9.667	131.107	36.411	252.416	96.782	50.199
5486	27.42500	338.351	350.660	182.476	301.884	411.184	149.089	351.561	345.763	90.406	301.683	317.644	153.714	251.253	123.370	16.837	306.027	129.447	40.372	9.428	130.927	36.116	252.248	96.821	49.126
5487	27.43000	338.354	350.671	182.472	301.878	411.196	149.077	351.560	345.770	90.408	301.683	317.655	153.714	250.924	123.514	15.848	305.787	129.630	39.356	9.152	130.491	35.569	252.076	96.863	48.091
5488	27.43500	338.352	350.680	182.464	301.886	411.205	149.075	351.557	345.781	90.396	301.694	317.672	153.717	250.733	123.600	14.883	305.536	129.725	38.380	8.927	130.395	34.547	251.869	96.920	47.067
5489	27.44000	338.359	350.701	182.463	301.878	411.224	149.063	351.570	345.787	90.397	301.690	317.695	153.731	250.423	123.739	14.055	305.277	129.933	37.453	8.633	130.216	33.967	251.603	97.043	46.081
5490	27.44500	338.375	350.718	182.466	301.893	411.242	149.066	351.576	345.803	90.408	301.705	317.695	153.715	250.240	123.866	13.106	305.018	130.042	36.584	8.420	129.907	32.996	251.468	97.050	45.216
5491	27.45000	338.379	350.726	182.469	301.894	411.241	149.052	351.579	345.807	90.392	301.702	317.728	153.731	249.930	123.988	12.322	304.777	130.248	35.737	8.142	129.536	32.530	251.250	97.125	44.349
5492	27.45500	338.380	350.737	182.461	301.900	411.257	149.044	351.576	345.813	90.394	301.708	317.728	153.717	249.732	124.153	11.455	304.523	130.389	34.962	7.908	129.436	31.408	251.038	97.197	43.471
5493	27.46000	338.382	350.747	182.458	301.898	411.267	149.039	351.575	345.811	90.396	301.708	317.730	153.722	249.477	124.237	10.658	304.266	130.541	34.175	7.652	129.194	30.614	250.829	97.279	42.682
5494	27.46500	338.386	350.739	182.456	301.900	411.262	149.051	351.587	345.807	90.406	301.709	317.728	153.728	249.183	124.413	9.981	304.031	130.708	33.360	7.399	129.099	30.510	250.619	97.371	41.849
5495	27.47000	338.380	350.751	182.464	301.906	411.264	149.053	351.580	345.815	90.411	301.713	317.725	153.722	248.990	124.499	9.117	303.789	130.850	32.630	7.173	128.938	29.188	250.423	97.473	41.057
5496	27.47500	338.374	350.761	182.473	301.906	411.265	149.044	351.579	345.811	90.405	301.702	317.725	153.731	248.827	124.538	8.357	303.582	130.986	31.882	6.974	128.732	28.232	250.236	97.548	40.317
5497	27.48000	338.364	350.748	182.479	301.902	411.282	149.057	351.573	345.827	90.418	301.702	317.743	153.749	248.558	124.709	7.559	303.352	131.142	31.094	6.745	128.631	27.696	250.074	97.651	39.533
5498	27.48500	338.351	350.756	182.478	301.900	411.272	149.060	351.569	345.820	90.427	301.692	317.742	153.751	248.369	124.768	6.876	303.153	131.278	30.310	6.533	128.717	26.983	249.830	97.793	38.713
5499	27.49000	338.351	350.769	182.484	301.885	411.276	149.065	351.563	345.819	90.428	301.681	317.736	153.768	248.111	124.946	6.126	302.996	131.393	29.492	6.357	128.600	26.998	249.724	97.810	37.990
5500	27.49500	338.337	350.763	182.495	301.869	411.286	149.066	351.561	345.825	90.442	301.678	317.757	153.754	248.020	124.943	5.322	302.824	131.490	28.726	6.211	128.399	25.829	249.591	97.877	37.211
5501	27.50000	338.338	350.772	182.499	301.862	411.286	149.069	351.552	345.819	90.433	301.670	317.748	153.767	247.773	125.123	4.572	302.673	131.607	27.896	6.040	128.426	25.704	249.468	97.951	36.404
5502	27.50500	338.331	350.776	182.496	301.867	411.294	149.049	351.554	345.831	90.449	301.666	317.757	153.772	247.634	125.251	3.774	302.564	131.697	27.035	5.915	128.528	25.103	249.334	98.022	35.471
5503	27.51000	338.320	350.798	182.500	301.859	411.302	149.060	351.549	345.839	90.447	301.652	317.774	153.767	247.606	125.283	2.940	302.439	131.717	26.205	5.841	128.434	24.213	249.280	98.016	34.664
5504	27.51500	338.323	350.801	182.501	301.861	411.303	149.057	351.547	345.844	90.446	301.654	317.781	153.781	247.417	125.471	2.079	302.370	131.780	25.317	5.743	128.395	23.975	249.229	97.999	33.734
5505	27.52000	338.319	350.817	182.489	301.864	411.308	149.045	351.543	345.853	90.454	301.648	317.802	153.785	247.265	125.401	1.215	302.295	131.808	24.443	5.632	127.833	23.178	249.180	97.932	32.738
5506	27.52500	338.324	350.818	182.497	301.860	411.331	149.046	351.544	345.848	90.455	301.647	317.793	153.787	247.180	125.585	0.315	302.278	131.858	23.492	5.609	127.779	22.880	249.197	97.895	31.748
5507	27.53000	338.319	350.834	182.497	301.856	411.340	149.043	351.543	345.853	90.450	301.652	317.810	153.781	247.144	125.625	-0.467	302.262	131.888	22.589	5.595	127.652	22.445	249.196	97.892	30.780
5508	27.53500	338.316	350.846	182.493	301.859	411.343	149.047	351.535	345.851	90.454	301.640	317.814	153.783	247.085	125.752	-1.397	302.260	131.917	21.649	5.581	127.695	21.840	249.196	97.881	29.802
5509	27.54000	338.320	350.834	182.488	301.858	411.348	149.039	351.532	345.859	90.455	301.639	317.815	153.779	247.023	125.867	-2.207	302.262	131.924	20.739	5.579	127.558	21.646	249.223	97.808	28.822
5510	27.54500	338.302	350.849	182.496	301.844	411.362	149.021	351.525	345.869	90.446	301.644	317.827	153.786	246.976	125.912	-3.009	302.284	131.982	19.817	5.591	127.387	21.323	249.264	97.825	27.885
5511	27.55000	338.297	350.868	182.499	301.840	411.370	149.027	351.516	345.869	90.447	301.636	317.826	153.786	246.985	126.015	-3.822	302.295	131.985	18.933	5.611	127.390	20.850	249.277	97.776	26.942
5512	27.55500	338.293	350.862	182.505	301.839	411.366	149.022	351.521	345.871	90.463	301.624	317.836	153.806	246.979	126.145	-4.623	302.293	132.025	18.082	5.634	127.342	20.408	249.331	97.779	26.044
5513	27.56000	338.285	350.871	182.503	301.825	411.369	149.027	351.516	345.874	90.457	301.612	317.830	153.807	246.972	126.214	-5.355	302.303	132.057	17.289	5.642	127.255	19.916	249.338	97.756	25.192
5514	27.56500	338.280	350.874	182.512	301.818	411.357	149.042	351.507	345.867	90.461	301.601	317.853	153.807	246.971	126.320	-6.058	302.297	132.094	16.586	5.651	127.051	19.320	249.379	97.727	24.336
5515	27.57000	338.260	350.873	182.508	301.816	411.368	149.035	351.499	345.873	90.466	301.597	317.831	153.812	246.910	126.458	-6.771	302.302	132.137	15.880	5.639	127.055	18.862	249.379	97.722	23.554
5516	27.57500	338.264	350.872	182.527	301.803	411.376	149.050	351.500	345.877	90.480	301.589	317.841	153.804	246.897	126.607	-7.304	302.305	132.208	15.230	5.657	126.801	18.774	249.420	97.700	22.728
5517	27.58000	338.253	350.878	182.523	301.801	411.363	149.053	351.489	345.872	90.483	301.588	317.842	153.829	246.932	126.774	-7.970	302.283	132.262	14.653	5.649	126.813	17.845	249.414	97.707	21.960
5518	27.58500	338.248	350.879	182.530	301.802	411.373	149.055	351.491	345.873	90.492	301.580	317.842	153.837	246.915	126.983	-8.536	302.276	132.326	14.120	5.647	126.777	17.330	249.432	97.722	21.191
5519	27.59000	338.248	350.878	182.537	301.796	411.368	149.053	351.486	345.872	90.491	301.570	317.842	153.834	246.882	127.125	-9.030	302.281	132.404	13.640	5.634	126.554	16.876	249.435	97.711	20.483
5520	27.59500	338.244	350.882	182.539	301.793	411.390	149.045	351.490	345.884	90.494	301.579	317.851	153.841	246.942	127.334	-9.657	302.269	132.483	13.194	5.640	126.389	15.757	249.478	97.703	19.750
5521	27.60000	338.239	350.887	182.534	301.795	411.387	149.047	351.488	345.873	90.495	301.576	317.864	153.846	246.982	127.460	-10.068	302.291	132.588	12.735	5.664	126.116	15.398	249.502	97.700	19.099
5522	27.60500	338.252	350.825	182.604	301.803	411.376	149.032	351.498	345.879	90.503	301.579	317.865	153.840	247.076	127.601	-10.619	302.300	132.659	12.311	5.691	126.011	14.347	249.541	97.713	18.447
5523	27.61000	338.260	350.834	182.596	301.798	411.395	149.046	351.495	345.885	90.510	301.576	317.876	153.846	247.023	127.860	-11.090	302.321	132.704	11.866	5.705	126.048	14.209	249.584	97.711	17.805
5524	27.61500	338.250	350.928	182.544	301.811	411.399	149.035	351.495	345.904	90.504	301.572	317.879	153.848	247.062	127.927	-11.529	302.358	132.790	11.437	5.742	125.740	13.664	249.652	97.733	17.198
5525	27.62000	338.237	350.940	182.543	301.801	411.426	149.042	351.492	345.891	90.505	301.573	317.900	153.850	247.205	127.968	-12.042	302.403	132.846	11.026	5.803	125.419	12.569	249.721	97.700	16.558
5526	27.62500	338.258	350.878	182.609	301.802	411.432	149.032	351.487	345.907	90.509	301.582	317.901	153.857	247.275	128.126	-12.611	302.438	132.894	10.613	5.840	125.412	11.630	249.766	97.685	15.990
5527	27.63000	338.267	350.886	182.602	301.813	411.440	149.024	351.493	345.909	90.503	301.583	317.912	153.858	247.214	128.217	-13.013	302.462	132.914	10.112	5.866	125.030	11.800	249.851	97.633	15.347
5528	27.63500	338.266	350.895	182.606	301.813	411.438	149.037	351.497	345.912	90.502	301.587	317.922	153.866	247.268	128.137	-13.556	302.499	132.866	9.582	5.891	124.845	11.049	249.858	97.548	14.723
5529	27.64000	338.268	350.904	182.605	301.811	411.457	149.019	351.505	345.920	90.503	301.582	317.933	153.858	247.316	128.201	-14.126	302.513	132.768	9.111	5.910	124.890	10.240	249.867	97.433	14.068
5530	27.64500	338.275	350.914	182.604	301.818	411.466	149.029	351.503	345.932	90.508	301.585	317.933	153.861	247.271	128.190	-14.664	302.511	132.616	8.529	5.910	124.828	9.993	249.880	97.305	13.341
5531	27.65000	338.270	350.928	182.614	301.820	411.464	149.008	351.495	345.924	90.494	301.588	317.954	153.863	247.366	128.076	-15.342	302.502	132.467	7.918	5.912	124.743	8.816	249.839	97.135	12.582
5532	27.65500	338.274	350.925	182.610	301.824	411.478	149.019	351.510	345.933	90.500	301.591	317.960	153.857	247.342	128.090	-15.930	302.517	132.228	7.248	5.930	124.846	8.680	249.839	96.937	11.724
5533	27.66000	338.277	350.935	182.614	301.822	411.482	149.008	351.506	345.930	90.502	301.595	317.961	153.847	247.300	127.966	-16.670	302.523	131.976	6.540	5.891	125.000	7.803	249.742	96.748	10.828
5534	27.66500	338.281	350.942	182.606	301.829	411.482	149.002	351.515	345.936	90.494	301.595	317.968	153.866	247.340	127.887	-17.346	302.509	131.697	5.709	5.930	124.791	7.669	249.771	96.444	9.872
5535	27.67000	338.278	350.945	182.604	301.825	411.484	149.006	351.506	345.942	90.490	301.596	317.976	153.860	247.191	127.768	-17.984	302.534	131.367	4.858	5.919	124.683	7.995	249.732	96.157	8.850
5536	27.67500	338.273	350.941	182.605	301.830	411.482	149.005	351.503	345.948	90.501	301.597	317.973	153.862	247.263	127.671	-18.681	302.561	130.983	3.919	5.990	124.788	8.000	249.714	95.820	7.735
5537	27.68000	338.273	350.942	182.604	301.819	411.493	149.007	351.514	345.939	90.500	301.590	317.958	153.867	247.225	127.565	-19.189	302.595	130.578	3.008	6.060	124.723	8.825	249.694	95.481	6.593
5538	27.68500	338.273	350.930	182.604	301.813	411.493	149.018	351.505	345.938	90.495	301.592	317.960	153.866	247.276	127.536	-19.782	302.639	130.138	2.323	6.125	124.933	8.646	249.672	95.112	5.598
5539	27.69000	338.272	350.950	182.611	301.807	411.481	149.009	351.499	345.946	90.503	301.588	317.964	153.863	247.278	127.524	-19.814	302.674	129.615	2.234	6.167	124.978	8.981	249.642	94.663	4.995
5540	27.69500	338.270	350.934	182.611	301.802	411.482	149.003	351.497	345.944	90.509	301.587	317.951	153.862	247.495	127.411	-19.550	302.735	128.961	2.882	6.186	125.261	7.690	249.574	94.129	4.811
5541	27.70000	338.265	350.949	182.611	301.806	411.484	149.010	351.496	345.939	90.501	301.588	317.960	153.865	247.839	127.675	-19.200	302.846	128.318	3.785	6.299	126.412	6.039	249.558	93.752	4.662
5542	27.70500	338.268	350.940	182.612	301.806	411.483	149.015	351.501	345.945	90.507	301.582	317.961	153.866	248.140	127.597	-18.987	302.956	127.720	4.658	6.371	126.552	3.574	249.565	93.285	4.400
5543	27.71000	338.267	350.952	182.609	301.806	411.485	149.005	351.495	345.947	90.513	301.574	317.976	153.868	248.347	127.538	-18.760	303.053	127.212	5.162	6.483	126.336	2.647	249.658	92.838	4.113
5544	27.71500	338.261	350.936	182.604	301.805	411.485	149.011	351.491	345.946	90.508	301.582	317.962	153.860	248.439	127.433	-18.637	303.139	126.770	5.332	6.545	126.289	2.434	249.649	92.473	3.754
5545	27.72000	338.254	350.956	182.620	301.796	411.493	149.014	351.484	345.949	90.502	301.580	317.968	153.863	248.539	127.393	-18.599	303.247	126.247	5.338	6.655	126.588	2.620	249.672	92.092	3.361
5546	27.72500	338.241	350.957	182.608	301.783	411.489	149.020	351.489	345.954	90.516	301.560	317.969	153.880	248.711	127.333	-18.637	303.398	125.736	5.359	6.820	126.701	2.380	249.795	91.719	2.915
5547	27.73000	338.241	350.943	182.617	301.777	411.493	149.025	351.478	345.956	90.519	301.552	317.977	153.876	248.990	127.249	-18.812	303.558	125.315	5.307	7.010	126.840	1.480	249.907	91.398	2.381
5548	27.73500	338.227	350.939	182.629	301.775	411.480	149.026	351.466	345.946	90.537	301.544	317.971	153.882	249.146	127.123	-19.024	303.707	125.018	5.060	7.160	126.435	1.214	250.072	91.134	1.786
5549	27.74000	338.210	350.945	182.641	301.759	411.476	149.039	351.463	345.934	90.532	301.531	317.956	153.890	249.290	127.054	-19.243	303.865	124.752	4.611	7.324	125.998	1.641	250.237	90.871	1.094
5550	27.74500	338.197	350.944	182.643	301.754	411.473	149.037	351.456	345.934	90.540	301.529	317.969	153.898	249.364	127.099	-19.477	304.031	124.401	4.177	7.474	126.034	2.228	250.336	90.603	0.412
5551	27.75000	338.190	350.952	182.663	301.749	411.482	149.047	351.450	345.941	90.557	301.523	317.960	153.906	249.541	127.155	-19.631	304.192	123.959	3.875	7.661	126.473	2.419	250.420	90.383	-0.298
5552	27.75500	338.182	350.955	182.643	301.738	411.491	149.057	351.447	345.944	90.556	301.510	317.975	153.912	249.726	127.161	-19.691	304.343	123.534	3.860	7.812	126.491	1.928	250.521	90.104	-0.923
5553	27.76000	338.170	350.957	182.656	301.732	411.483	149.057	351.446	345.937	90.563	301.507	317.975	153.908	249.955	127.175	-19.627	304.497	123.083	4.067	7.977	126.594	1.149	250.640	89.827	-1.407
5554	27.76500	338.172	350.967	182.670	301.734	411.492	149.045	351.438	345.946	90.576	301.502	317.985	153.920	250.163	127.279	-19.497	304.664	122.609	4.338	8.144	126.562	0.442	250.785	89.532	-1.986
5555	27.77000	338.171	350.982	182.671	301.732	411.504	149.047	351.437	345.944	90.576	301.498	317.985	153.930	250.375	127.386	-19.366	304.802	122.134	4.577	8.307	126.842	-0.198	250.890	89.300	-2.501
5556	27.77500	338.174	350.979	182.677	301.738	411.517	149.055	351.439	345.951	90.572	301.491	318.006	153.912	250.547	127.459	-19.304	304.941	121.669	4.661	8.449	127.062	-0.651	250.953	89.075	-3.134
5557	27.78000	338.168	350.993	182.670	301.732	411.513	149.040	351.439	345.960	90.573	301.502	318.008	153.921	250.702	127.487	-19.271	305.084	121.234	4.602	8.607	127.218	-0.679	251.060	88.902	-3.736
5558	27.78500	338.174	351.013	182.680	301.729	411.515	149.038	351.440	345.967	90.562	301.499	318.012	153.921	250.839	127.554	-19.325	305.211	120.923	4.473	8.736	127.084	-0.779	251.169	88.700	-4.328
5559	27.79000	338.166	351.021	182.676	301.729	411.541	149.030	351.442	345.964	90.578	301.499	318.027	153.931	251.003	127.537	-19.421	305.355	120.575	4.261	8.891	127.083	-0.836	251.282	88.528	-4.940
5560	27.79500	338.170	351.026	182.673	301.737	411.539	149.035	351.439	345.977	90.571	301.496	318.021	153.930	251.146	127.611	-19.490	305.497	120.277	4.073	9.038	127.091	-0.839	251.393	88.403	-5.560
5561	27.80000	338.169	351.037	182.674	301.741	411.542	149.041	351.445	345.981	90.582	301.500	318.035	153.931	251.307	127.666	-19.528	305.658	119.922	3.895	9.198	127.265	-0.819	251.475	88.285	-6.214
5562	27.80500	338.169	351.044	182.685	301.729	411.556	149.029	351.444	345.979	90.594	301.490	318.049	153.934	251.434	127.788	-19.528	305.813	119.560	3.787	9.352	127.376	-0.800	251.597	88.175	-6.837
