NO_OF_FRAMES	12020
NO_OF_CAMERAS	14
NO_OF_MARKERS	11
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 11:49:28.214	91972.22731710
DATA_INCLUDED	3D
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter3_mid3_tip1	catheter3_mid3_tip2	catheter3_mid3_tip3	catheter3_mid3_tip4	catheter3_mid3_tip5	catheter3_mid3_tip6	catheter3_mid3_tip7
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter3_mid3_tip1 X	catheter3_mid3_tip1 Y	catheter3_mid3_tip1 Z	catheter3_mid3_tip2 X	catheter3_mid3_tip2 Y	catheter3_mid3_tip2 Z	catheter3_mid3_tip3 X	catheter3_mid3_tip3 Y	catheter3_mid3_tip3 Z	catheter3_mid3_tip4 X	catheter3_mid3_tip4 Y	catheter3_mid3_tip4 Z	catheter3_mid3_tip5 X	catheter3_mid3_tip5 Y	catheter3_mid3_tip5 Z	catheter3_mid3_tip6 X	catheter3_mid3_tip6 Y	catheter3_mid3_tip6 Z	catheter3_mid3_tip7 X	catheter3_mid3_tip7 Y	catheter3_mid3_tip7 Z	
978	4.88500	418.779	335.022	221.175	391.069	393.708	177.956	451.095	325.484	133.992	388.838	300.430	187.176	156.428	129.410	456.798	134.339	248.979	411.895	149.950	124.364	443.838	127.125	81.485	468.756	157.919	77.141	440.184	169.995	36.634	482.923	113.374	311.814	387.787
979	4.89000	418.776	335.020	221.177	391.074	393.711	177.962	451.090	325.468	133.989	388.832	300.416	187.173	156.451	129.589	456.768	134.373	249.158	411.686	149.984	124.554	443.811	127.178	81.630	468.685	158.013	77.289	440.151	170.073	36.819	482.880	113.390	311.928	387.566
980	4.89500	418.779	335.018	221.168	391.082	393.706	177.965	451.090	325.478	133.997	388.835	300.408	187.169	156.457	129.804	456.792	134.330	249.383	411.415	150.049	124.743	443.803	127.228	81.658	468.775	158.158	77.492	440.198	170.195	37.055	482.971	113.280	311.980	387.252
981	4.90000	418.773	335.020	221.171	391.071	393.705	177.957	451.090	325.485	133.996	388.836	300.430	187.178	156.450	130.048	456.883	134.340	249.527	411.250	150.129	124.971	443.815	127.289	81.812	468.749	158.395	77.743	440.314	170.352	37.357	483.165	113.233	312.059	386.934
982	4.90500	418.774	335.020	221.174	391.076	393.705	177.958	451.089	325.470	133.996	388.830	300.415	187.177	156.448	130.323	456.990	134.331	249.691	411.054	150.229	125.242	443.889	127.354	81.997	468.756	158.691	78.030	440.536	170.485	37.743	483.515	113.182	312.119	386.497
983	4.91000	418.776	335.019	221.172	391.076	393.703	177.954	451.088	325.482	133.996	388.826	300.422	187.167	156.400	130.643	457.167	134.304	249.882	410.865	150.323	125.539	444.005	127.408	82.223	468.757	158.979	78.329	440.797	170.593	38.187	483.977	113.125	312.186	386.020
984	4.91500	418.779	335.015	221.169	391.083	393.704	177.951	451.090	325.467	133.998	388.837	300.417	187.172	156.334	131.006	457.378	134.286	250.093	410.647	150.410	125.804	444.162	127.441	82.470	468.817	159.321	78.633	441.200	170.710	38.679	484.548	113.075	312.217	385.450
985	4.92000	418.769	335.019	221.170	391.079	393.707	177.956	451.090	325.468	133.990	388.831	300.401	187.162	156.249	131.375	457.596	134.290	250.235	410.568	150.455	126.174	444.372	127.460	82.896	468.780	159.616	79.054	441.612	170.697	39.203	485.246	113.116	312.335	384.931
986	4.92500	418.777	335.021	221.159	391.075	393.718	177.963	451.085	325.478	133.991	388.829	300.414	187.169	156.142	131.761	457.878	134.171	250.533	410.254	150.477	126.505	444.539	127.395	83.121	469.004	159.846	79.357	442.051	170.658	39.781	485.897	113.002	312.359	384.272
987	4.93000	418.770	335.026	221.164	391.077	393.694	177.957	451.087	325.476	133.986	388.824	300.411	187.168	155.976	132.181	458.147	134.116	250.745	410.062	150.488	126.859	444.747	127.312	83.433	469.116	160.055	79.739	442.549	170.555	40.359	486.635	112.988	312.424	383.646
988	4.93500	418.778	335.027	221.171	391.080	393.706	177.960	451.091	325.476	133.990	388.833	300.422	187.175	155.836	132.570	458.391	134.046	250.997	409.816	150.491	127.211	444.979	127.172	83.797	469.230	160.244	80.139	443.052	170.338	40.929	487.397	113.032	312.495	382.965
989	4.94000	418.781	335.024	221.169	391.078	393.710	177.957	451.090	325.479	133.986	388.829	300.432	187.171	155.642	132.996	458.669	134.074	251.167	409.723	150.438	127.580	445.209	126.972	84.389	469.219	160.347	80.510	443.546	170.081	41.482	488.074	113.214	312.675	382.434
990	4.94500	418.776	335.022	221.170	391.071	393.713	177.945	451.091	325.459	133.990	388.828	300.413	187.171	155.413	133.382	458.876	133.977	251.502	409.340	150.378	127.943	445.381	126.744	84.604	469.470	160.348	80.868	443.929	169.787	42.005	488.704	113.208	312.738	381.746
991	4.95000	418.774	335.019	221.158	391.079	393.720	177.956	451.088	325.475	133.998	388.782	300.444	187.122	155.225	133.787	459.076	133.971	251.706	409.134	150.273	128.300	445.553	126.460	84.963	469.495	160.355	81.257	444.308	169.420	42.455	489.248	113.369	312.888	381.202
992	4.95500	418.773	335.025	221.167	391.075	393.700	177.956	451.089	325.477	133.990	388.775	300.449	187.118	154.982	134.103	459.319	133.960	251.960	408.923	150.228	128.608	445.599	126.199	85.347	469.526	160.253	81.612	444.663	169.060	42.919	489.670	113.524	313.058	380.716
993	4.96000	418.778	335.027	221.170	391.078	393.708	177.963	451.094	325.470	133.988	388.775	300.443	187.111	154.729	134.486	459.492	133.977	252.254	408.623	150.093	128.948	445.690	125.901	85.728	469.569	160.116	81.915	444.898	168.620	43.321	490.068	113.728	313.245	380.186
994	4.96500	418.781	335.025	221.166	391.080	393.696	177.951	451.091	325.478	133.996	388.767	300.445	187.119	154.512	134.804	459.595	133.959	252.507	408.357	149.926	129.293	445.785	125.589	86.110	469.597	159.947	82.308	445.120	168.145	43.713	490.361	113.894	313.458	379.726
995	4.97000	418.777	335.024	221.173	391.076	393.697	177.950	451.093	325.473	133.992	388.763	300.451	187.119	154.313	135.244	459.617	133.930	252.770	408.157	149.658	129.720	446.007	125.269	86.506	469.629	159.695	82.623	445.288	167.692	44.074	490.610	114.009	313.734	379.397
996	4.97500	418.771	335.031	221.162	391.080	393.697	177.957	451.096	325.472	133.989	388.765	300.443	187.113	154.088	135.555	459.795	133.904	253.077	407.863	149.573	129.978	445.998	124.964	86.948	469.645	159.437	82.970	445.475	167.244	44.466	490.783	114.180	313.970	378.982
997	4.98000	418.775	335.018	221.164	391.077	393.691	177.954	451.077	325.481	133.989	388.777	300.454	187.119	153.889	136.030	459.830	133.864	253.363	407.638	149.282	130.473	446.212	124.639	87.415	469.762	159.205	83.138	445.488	166.952	44.854	490.950	114.200	314.267	378.706
998	4.98500	418.782	335.014	221.165	391.073	393.687	177.957	451.092	325.484	133.990	388.775	300.444	187.121	153.699	136.331	459.994	133.832	253.671	407.416	149.210	130.774	446.179	124.379	87.825	469.886	158.969	83.557	445.603	166.580	45.246	491.120	114.310	314.533	378.394
999	4.99000	418.782	335.029	221.167	391.075	393.694	177.948	451.087	325.467	133.985	388.765	300.443	187.122	153.541	136.757	460.070	133.732	253.893	407.242	149.036	131.202	446.268	124.198	88.453	469.879	158.711	83.949	445.790	166.270	45.703	491.366	114.321	314.831	378.048
1000	4.99500	418.771	335.022	221.158	391.079	393.700	177.952	451.089	325.470	133.990	388.763	300.455	187.126	153.392	137.215	460.182	133.612	254.311	406.863	148.881	131.640	446.405	123.971	88.785	470.226	158.551	84.371	445.993	166.032	46.182	491.644	114.228	315.049	377.605
1001	5.00000	418.774	335.012	221.163	391.078	393.693	177.948	451.088	325.481	133.999	388.775	300.452	187.115	153.270	137.669	460.306	133.540	254.659	406.692	148.757	132.054	446.542	123.825	89.292	470.429	158.358	84.774	446.261	165.878	46.714	491.997	114.189	315.321	377.285
1002	5.00500	418.777	335.014	221.162	391.080	393.685	177.943	451.089	325.476	133.989	388.765	300.456	187.122	153.169	138.152	460.436	133.443	254.969	406.548	148.637	132.526	446.695	123.717	89.797	470.693	158.283	85.199	446.551	165.789	47.316	492.442	121.972	314.212	369.633
1003	5.01000	418.777	335.016	221.171	391.080	393.683	177.943	451.097	325.469	133.987	388.770	300.463	187.121	153.056	138.674	460.596	133.360	255.329	406.409	148.545	132.964	446.875	123.676	90.327	470.994	158.229	85.698	446.880	165.755	47.936	492.890	121.446	314.447	369.495
1004	5.01500	418.774	335.020	221.168	391.076	393.670	177.943	451.087	325.466	133.992	388.767	300.450	187.122	152.984	139.230	460.735	133.265	255.687	406.353	148.388	133.517	447.203	123.627	90.816	471.393	158.237	86.170	447.290	165.790	48.619	493.460	121.434	314.517	368.833
1005	5.02000	418.786	335.014	221.159	391.070	393.682	177.939	451.065	325.389	133.926	388.762	300.460	187.119	152.892	139.678	461.005	133.128	255.969	406.186	148.440	133.796	447.342	123.613	91.292	471.749	158.259	86.679	447.699	165.834	49.276	493.997	121.097	314.571	368.531
1006	5.02500	418.782	335.022	221.165	390.989	393.666	177.859	451.070	325.400	133.915	388.766	300.454	187.111	152.827	140.169	461.196	133.030	256.348	406.096	148.404	134.290	447.554	123.667	91.788	472.054	158.327	87.162	448.099	165.891	49.925	494.575	120.907	314.702	368.468
1007	5.03000	418.778	335.022	221.170	390.992	393.675	177.856	451.064	325.391	133.923	388.759	300.469	187.117	152.727	140.654	461.394	132.910	256.675	406.057	148.360	134.735	447.735	123.684	92.228	472.333	158.399	87.638	448.533	165.974	50.566	495.117	120.686	314.817	368.352
1008	5.03500	418.782	335.022	221.165	390.996	393.665	177.858	451.066	325.396	133.923	388.762	300.462	187.123	152.652	141.148	461.579	132.814	257.035	406.025	148.335	135.184	447.888	123.710	92.687	472.634	158.445	88.083	448.859	166.052	51.198	495.625	120.509	314.956	368.287
1009	5.04000	418.779	335.031	221.164	390.988	393.667	177.860	451.070	325.401	133.923	388.771	300.455	187.118	152.575	141.608	461.735	132.675	257.378	406.032	148.267	135.628	448.062	123.709	93.114	472.845	158.475	88.654	449.281	166.026	51.728	495.968	120.311	315.137	368.313
1010	5.04500	418.773	335.018	221.167	390.987	393.674	177.859	451.067	325.397	133.925	388.766	300.455	187.118	152.479	142.076	461.890	132.525	257.726	406.012	148.210	136.061	448.226	123.627	93.529	473.049	158.479	89.121	449.530	166.039	52.252	496.276	120.131	315.402	368.239
1011	5.05000	418.767	335.017	221.166	390.997	393.665	177.849	451.068	325.396	133.925	388.757	300.454	187.119	152.376	142.471	461.994	132.497	258.004	406.190	148.111	136.488	448.361	123.626	94.035	473.122	158.434	89.517	449.667	166.010	52.729	496.480	120.668	317.387	368.017
1012	5.05500	418.768	335.024	221.168	390.994	393.686	177.852	451.068	325.393	133.924	388.759	300.459	187.115	152.269	142.911	462.122	132.239	258.403	405.997	148.020	136.879	448.461	123.509	94.344	473.320	158.367	89.977	449.779	165.960	53.149	496.584	120.516	317.686	367.982
1013	5.06000	418.770	335.032	221.158	390.981	393.662	177.842	451.067	325.400	133.926	388.765	300.458	187.122	152.114	143.275	462.190	132.569	258.958	406.558	147.821	137.363	448.341	123.376	94.702	473.399	158.236	90.325	449.818	165.855	53.517	496.637	120.397	318.024	367.903
1014	5.06500	418.774	335.022	221.169	390.998	393.676	177.856	451.069	325.395	133.928	388.757	300.460	187.118	151.964	143.643	462.250	131.936	259.129	406.062	147.699	137.676	448.616	123.196	95.077	473.447	158.058	90.727	449.894	165.708	53.864	496.629	120.288	318.161	367.909
1015	5.07000	418.778	335.028	221.171	390.981	393.677	177.856	451.065	325.404	133.935	388.762	300.467	187.111	151.778	144.002	462.355	131.825	259.504	406.152	147.519	138.004	448.693	123.011	95.377	473.476	157.892	90.943	449.743	165.564	54.168	496.587	120.165	318.343	367.933
1016	5.07500	418.772	335.012	221.169	390.989	393.676	177.854	451.065	325.411	133.940	388.764	300.459	187.129	151.567	144.317	462.463	131.676	259.843	406.240	147.294	138.282	448.851	122.806	95.736	473.513	157.618	91.409	449.876	165.235	54.390	496.526	120.067	318.548	367.932
1017	5.08000	418.775	335.031	221.168	390.994	393.673	177.846	451.063	325.407	133.930	388.758	300.468	187.110	151.372	144.720	462.493	131.717	260.143	406.538	146.965	138.765	449.007	122.585	96.170	473.431	157.368	91.754	449.946	164.968	54.676	496.547	119.982	318.707	367.962
1018	5.08500	418.770	335.026	221.172	390.987	393.668	177.853	451.067	325.395	133.932	388.765	300.457	187.123	151.081	144.963	462.640	131.453	260.541	406.477	146.801	138.977	449.010	122.245	96.387	473.582	157.098	91.928	449.931	164.697	54.974	496.572	119.961	318.950	368.024
1019	5.09000	418.771	335.025	221.162	390.991	393.669	177.849	451.066	325.400	133.940	388.760	300.467	187.112	150.814	145.298	462.785	131.348	260.918	406.637	146.545	139.346	449.118	121.935	96.744	473.661	156.757	92.424	450.096	164.245	55.223	496.608	120.037	319.835	368.283
1020	5.09500	418.781	335.029	221.170	390.977	393.669	177.857	451.068	325.398	133.925	388.757	300.464	187.104	150.515	145.611	462.930	131.230	261.276	406.799	146.233	139.557	449.152	121.584	97.035	473.759	156.465	92.607	450.179	163.890	55.570	496.805	119.956	320.001	368.319
1021	5.10000	418.775	335.023	221.174	390.989	393.661	177.851	451.068	325.403	133.934	388.747	300.463	187.118	150.152	145.894	463.055	131.211	261.555	407.151	145.942	139.901	449.290	121.201	97.550	473.750	156.164	92.913	450.360	163.453	55.850	496.983	119.901	320.046	368.481
1022	5.10500	418.778	335.022	221.176	390.993	393.669	177.858	451.071	325.401	133.932	388.760	300.462	187.113	149.731	146.190	463.286	130.890	261.934	407.159	145.617	140.130	449.436	120.741	97.673	473.939	155.869	93.289	450.527	162.958	56.203	497.243	111.434	321.853	375.967
1023	5.11000	418.775	335.010	221.172	390.990	393.663	177.850	451.071	325.409	133.927	388.758	300.458	187.111	149.312	146.441	463.435	130.877	262.237	407.553	145.295	140.415	449.560	120.314	98.099	473.757	155.493	93.486	450.763	162.373	56.496	497.465	111.636	322.281	376.216
1024	5.11500	418.775	335.014	221.163	390.981	393.665	177.855	451.076	325.408	133.933	388.764	300.453	187.110	148.876	146.763	463.601	130.549	262.641	407.562	144.965	140.767	449.663	119.787	98.287	473.766	155.198	93.828	450.933	161.738	56.793	497.659	111.467	322.576	376.169
1025	5.12000	418.780	335.012	221.164	390.985	393.672	177.843	451.069	325.388	133.929	388.765	300.455	187.109	148.365	147.049	463.726	130.334	263.001	407.748	144.586	141.071	449.738	119.280	98.510	473.639	154.899	94.111	451.053	161.108	57.072	497.807	111.407	322.931	376.268
1026	5.12500	418.778	335.013	221.164	390.989	393.655	177.864	451.070	325.393	133.934	388.764	300.452	187.113	147.843	147.328	463.855	130.161	263.364	407.957	144.208	141.418	449.797	118.728	98.756	473.371	154.558	94.414	451.116	160.419	57.333	497.857	111.436	323.355	376.415
1027	5.13000	418.773	335.009	221.168	390.982	393.654	177.854	451.070	325.389	133.937	388.762	300.456	187.104	147.282	147.597	463.981	129.980	263.771	408.196	143.784	141.669	449.861	118.185	98.942	473.148	154.181	94.755	451.116	159.735	57.547	497.766	111.410	323.816	376.696
1028	5.13500	418.780	335.014	221.166	390.989	393.657	177.843	451.070	325.393	133.932	388.765	300.459	187.117	146.738	147.818	464.018	129.776	264.176	408.443	143.350	141.958	449.834	117.597	99.131	472.815	153.782	95.041	451.076	159.020	57.727	497.657	111.397	324.279	376.958
1029	5.14000	418.776	335.016	221.168	390.982	393.658	177.853	451.069	325.399	133.924	388.750	300.452	187.108	146.192	148.098	464.023	129.567	264.583	408.697	142.899	142.266	449.850	116.985	99.322	472.470	153.373	95.306	450.957	158.099	57.782	497.316	111.455	324.825	377.350
1030	5.14500	418.782	335.022	221.155	390.988	393.672	177.855	451.067	325.383	133.938	388.759	300.445	187.110	145.595	148.325	464.016	129.433	265.000	408.950	142.421	142.498	449.783	116.384	99.486	472.077	152.917	95.570	450.819	157.343	57.887	497.033	111.512	325.335	377.696
1031	5.15000	418.776	335.025	221.168	390.982	393.672	177.844	451.073	325.398	133.932	388.767	300.457	187.119	144.957	148.519	463.890	129.230	265.374	409.186	141.864	142.723	449.636	115.729	99.642	471.584	152.430	95.810	450.575	156.565	57.980	496.691	111.481	325.834	378.005
1032	5.15500	418.776	335.022	221.170	390.987	393.681	177.859	451.070	325.399	133.933	388.773	300.444	187.117	144.294	148.660	463.668	129.014	265.755	409.323	141.269	142.983	449.376	115.054	99.784	471.050	151.877	96.006	450.308	155.758	58.042	496.308	111.447	326.300	378.205
1033	5.16000	418.782	335.017	221.167	390.997	393.665	177.848	451.066	325.406	133.929	388.829	300.424	187.181	143.633	148.748	463.516	128.782	266.145	409.516	140.594	143.222	449.152	114.293	99.870	470.491	151.315	96.131	449.934	154.914	58.119	495.835	111.391	326.792	378.533
1034	5.16500	418.781	335.016	221.168	390.987	393.664	177.857	451.064	325.400	133.933	388.828	300.420	187.180	142.805	148.901	463.265	128.358	266.374	409.684	139.878	143.412	448.859	113.498	100.032	469.734	150.668	96.368	449.453	153.954	58.032	495.115	111.141	327.304	378.877
1035	5.17000	418.776	335.015	221.168	390.983	393.664	177.854	451.070	325.401	133.929	388.830	300.414	187.164	141.970	149.019	462.998	128.074	266.778	409.797	139.115	143.632	448.586	112.614	100.073	468.953	149.884	96.606	448.886	152.826	57.915	494.305	111.108	327.891	379.277
1036	5.17500	418.775	335.026	221.174	390.990	393.657	177.857	451.073	325.398	133.929	388.829	300.421	187.178	141.122	149.142	462.715	127.835	267.200	409.913	138.361	143.855	448.226	111.583	100.178	468.104	149.029	96.773	448.344	151.502	57.774	493.423	111.249	328.513	379.675
1037	5.18000	418.782	335.017	221.168	390.987	393.672	177.843	451.071	325.406	133.929	388.837	300.419	187.176	140.206	149.222	462.338	127.547	267.585	409.993	137.550	143.986	447.622	110.464	100.313	467.131	148.091	96.877	447.734	150.039	57.624	492.550	111.403	329.086	379.940
1038	5.18500	418.779	335.028	221.171	390.991	393.672	177.861	451.066	325.407	133.935	388.843	300.414	187.174	139.225	149.149	462.107	127.183	267.897	410.036	136.604	144.127	447.148	109.284	100.530	466.037	147.228	97.058	447.204	148.510	57.509	491.728	111.511	329.607	380.145
1039	5.19000	418.775	335.021	221.168	390.988	393.681	177.848	451.070	325.403	133.929	388.840	300.417	187.165	138.089	149.183	461.646	126.994	268.514	410.197	135.565	144.298	446.652	108.016	100.607	465.112	146.109	97.190	446.545	146.968	57.393	490.908	111.714	330.264	380.559
1040	5.19500	418.783	335.015	221.165	390.984	393.664	177.857	451.070	325.401	133.933	388.835	300.409	187.177	136.872	149.240	461.242	126.880	268.892	410.670	134.438	144.382	446.166	106.667	100.592	464.136	144.888	97.326	445.844	145.320	57.224	489.919	111.993	330.968	381.316
1041	5.20000	418.777	335.012	221.166	390.988	393.670	177.842	451.068	325.400	133.928	388.842	300.424	187.178	135.728	149.237	460.972	126.187	269.230	410.369	133.382	144.621	445.720	105.204	100.791	463.107	143.588	97.485	445.136	143.516	57.042	488.915	111.789	331.441	381.349
1042	5.20500	418.776	335.017	221.166	390.994	393.664	177.850	451.071	325.401	133.931	388.833	300.404	187.171	134.434	149.318	460.607	125.806	269.609	410.480	132.163	144.738	445.285	103.678	100.985	462.110	142.212	97.647	444.507	141.505	56.875	487.904	111.952	332.056	381.757
1043	5.21000	418.777	335.015	221.167	390.989	393.675	177.851	451.072	325.394	133.928	388.839	300.415	187.177	133.081	149.393	460.167	125.422	269.990	410.558	130.932	144.963	444.823	102.072	101.275	461.015	140.797	97.756	443.886	139.367	56.740	487.029	112.204	332.656	382.033
1044	5.21500	418.777	335.023	221.167	390.989	393.664	177.844	451.069	325.396	133.933	388.831	300.417	187.164	131.676	149.495	459.835	125.052	270.367	410.696	129.754	145.125	444.450	100.393	101.583	459.992	139.252	97.882	443.299	137.170	56.660	486.247	112.502	333.248	382.374
1045	5.22000	418.783	335.022	221.165	390.982	393.662	177.845	451.056	325.395	133.916	388.777	300.439	187.122	130.165	149.634	459.467	124.716	270.780	410.810	128.411	145.329	444.078	98.638	101.777	459.171	137.548	98.031	442.687	134.911	56.577	485.477	112.755	333.825	382.726
1046	5.22500	418.776	335.018	221.155	390.986	393.667	177.846	451.062	325.386	133.921	388.769	300.444	187.121	128.641	149.821	459.151	124.346	271.172	410.957	127.011	145.572	443.738	96.815	102.193	458.283	135.874	98.259	442.230	132.554	56.564	484.683	113.055	334.451	383.083
1047	5.23000	418.782	335.023	221.170	390.989	393.662	177.858	451.099	325.462	133.991	388.772	300.438	187.118	127.142	150.044	458.900	124.020	271.583	411.066	125.739	145.889	443.250	94.969	102.777	457.282	134.133	98.518	441.768	130.166	56.637	484.042	113.506	335.090	383.301
1048	5.23500	418.774	335.016	221.166	390.991	393.666	177.856	451.087	325.469	133.993	388.758	300.449	187.102	125.626	150.329	458.694	123.744	272.027	411.164	124.324	146.237	443.081	93.084	103.301	456.504	132.353	98.786	441.447	127.571	56.752	483.434	114.033	335.708	383.574
1049	5.24000	418.783	335.010	221.164	390.989	393.659	177.850	451.092	325.466	133.990	388.760	300.442	187.094	124.070	150.631	458.493	123.500	272.470	411.195	122.965	146.631	442.853	91.137	103.904	455.819	130.544	99.154	441.221	124.889	57.008	483.060	114.652	336.282	383.634
1050	5.24500	418.767	335.017	221.167	390.978	393.661	177.855	451.086	325.471	133.989	388.744	300.448	187.098	122.520	151.013	458.288	123.282	272.921	411.272	121.516	147.012	442.674	89.180	104.549	455.322	128.715	99.431	441.050	122.227	57.334	482.745	115.250	336.836	383.728
1051	5.25000	418.779	335.008	221.167	390.991	393.662	177.860	451.074	325.398	133.931	388.842	300.404	187.179	120.962	151.455	458.228	123.093	273.376	411.318	120.083	147.446	442.573	87.267	105.358	454.731	126.869	99.815	440.913	119.623	57.769	482.579	115.902	337.408	383.749
1052	5.25500	418.777	335.015	221.160	390.992	393.677	177.849	451.073	325.400	133.925	388.833	300.406	187.167	119.454	151.902	458.172	122.921	273.857	411.304	118.669	147.950	442.512	85.357	106.063	454.467	125.032	100.265	440.898	117.024	58.232	482.483	116.514	337.925	383.713
1053	5.26000	418.777	335.020	221.168	390.987	393.674	177.856	451.067	325.395	133.930	388.831	300.408	187.170	117.980	152.443	458.185	122.789	274.331	411.322	117.299	148.458	442.535	83.468	106.967	454.075	123.175	100.722	441.030	114.434	58.799	482.494	117.250	338.455	383.647
1054	5.26500	418.781	335.008	221.168	390.988	393.670	177.856	451.071	325.400	133.929	388.844	300.406	187.181	116.595	153.010	458.211	122.685	274.792	411.334	116.007	149.018	442.491	81.635	107.851	453.913	121.397	101.231	441.134	111.860	59.434	482.637	117.998	338.953	383.518
1055	5.27000	418.781	335.023	221.171	390.975	393.667	177.852	451.065	325.397	133.934	388.836	300.404	187.177	115.264	153.600	458.290	122.636	275.275	411.326	114.775	149.552	442.662	79.876	108.844	453.771	119.646	101.717	441.437	109.396	60.132	482.875	118.805	339.415	383.365
1056	5.27500	418.776	335.027	221.170	390.985	393.676	177.856	451.070	325.400	133.935	388.836	300.421	187.172	113.970	154.235	458.342	122.604	275.774	411.254	113.561	150.128	442.748	78.195	109.743	453.835	117.989	102.281	441.692	107.054	60.898	483.235	119.518	339.836	383.084
1057	5.28000	418.779	335.023	221.167	391.061	393.655	177.904	451.069	325.397	133.933	388.837	300.405	187.167	112.733	154.907	458.363	122.586	276.229	411.206	112.451	150.718	442.871	76.628	110.815	453.853	116.396	102.799	442.021	104.854	61.756	483.678	120.261	340.252	382.756
1058	5.28500	418.780	335.022	221.164	391.065	393.639	177.921	451.070	325.398	133.932	388.837	300.415	187.179	111.700	155.544	458.492	122.610	276.659	411.116	111.484	151.345	442.923	75.187	111.766	454.065	114.916	103.367	442.326	102.831	62.576	484.125	120.974	340.626	382.425
1059	5.29000	418.777	335.012	221.179	391.074	393.628	177.915	451.073	325.404	133.932	388.835	300.416	187.171	110.760	156.203	458.612	122.666	277.120	411.012	110.496	152.058	442.920	73.904	112.785	454.205	113.601	103.934	442.677	101.053	63.382	484.562	121.637	341.024	382.069
1060	5.29500	418.775	335.021	221.164	391.071	393.639	177.915	451.076	325.395	133.929	388.834	300.402	187.179	109.888	156.948	458.650	122.724	277.573	410.938	109.675	152.624	443.090	72.754	113.678	454.453	112.285	104.574	442.901	99.534	64.198	485.022	122.157	341.427	381.788
1061	5.30000	418.778	335.013	221.173	391.072	393.653	177.924	451.069	325.396	133.931	388.844	300.412	187.182	109.009	157.572	458.501	122.786	278.028	410.814	109.008	153.148	443.423	71.785	114.533	454.729	111.242	105.144	443.228	98.222	65.025	485.467	122.603	341.768	381.434
1062	5.30500	418.778	335.025	221.166	391.054	393.662	177.910	451.071	325.401	133.933	388.785	300.438	187.121	108.577	158.234	458.811	122.845	278.457	410.735	108.449	153.799	443.388	70.995	115.303	454.955	110.408	105.727	443.485	97.094	65.824	485.843	123.076	342.158	381.176
1063	5.31000	418.777	335.015	221.177	391.051	393.664	177.907	451.075	325.400	133.936	388.773	300.436	187.126	108.109	158.827	458.910	122.899	278.906	410.637	107.952	154.398	443.504	70.335	115.997	455.216	109.779	106.267	443.737	96.252	66.532	486.213	123.377	342.521	380.914
1064	5.31500	418.784	335.022	221.167	391.038	393.672	177.893	451.070	325.388	133.927	388.779	300.449	187.126	107.734	159.413	459.067	122.960	279.340	410.542	107.613	154.939	443.580	69.896	116.736	455.337	109.337	106.829	443.974	95.662	67.206	486.488	123.647	342.916	380.682
1065	5.32000	418.790	335.022	221.163	391.015	393.679	177.891	451.067	325.410	133.927	388.779	300.437	187.129	107.492	159.979	459.181	123.025	279.785	410.438	107.377	155.492	443.718	69.625	117.316	455.441	109.044	107.354	444.148	95.289	67.818	486.692	123.826	343.316	380.499
1066	5.32500	418.783	335.019	221.165	390.995	393.702	177.877	451.070	325.397	133.934	388.781	300.448	187.126	107.414	160.389	459.351	123.132	280.220	410.342	107.239	155.978	443.842	69.497	117.863	455.481	109.006	107.835	444.378	95.088	68.370	486.879	124.039	343.670	380.335
1067	5.33000	418.781	335.012	221.159	390.991	393.699	177.869	451.073	325.389	133.935	388.769	300.455	187.123	107.357	160.934	459.529	123.231	280.647	410.301	107.137	156.511	444.050	69.476	118.356	455.662	109.053	108.348	444.506	95.079	68.857	486.980	124.107	344.109	380.312
1068	5.33500	418.783	335.017	221.161	390.985	393.699	177.862	451.074	325.400	133.930	388.773	300.442	187.123	107.351	161.417	459.207	123.341	281.029	410.220	107.435	156.864	444.154	69.654	118.803	455.706	109.071	108.828	444.520	95.243	69.358	487.099	124.194	344.488	380.108
1069	5.34000	418.786	335.015	221.168	390.975	393.711	177.849	451.070	325.406	133.925	388.781	300.449	187.114	107.757	161.886	459.385	123.504	281.422	410.081	107.650	157.401	443.959	69.938	119.220	455.793	109.341	109.212	444.610	95.629	69.830	487.349	124.309	344.838	379.834
1070	5.34500	418.775	335.010	221.159	390.968	393.707	177.863	451.069	325.397	133.934	388.777	300.447	187.118	108.168	162.176	459.441	123.644	281.783	409.975	107.952	157.742	443.919	70.326	119.474	456.074	109.829	109.510	444.783	96.230	70.272	487.531	124.262	345.110	379.626
1071	5.35000	418.780	335.015	221.158	390.976	393.705	177.854	451.071	325.404	133.930	388.781	300.447	187.116	108.621	162.629	459.346	123.816	282.119	409.845	108.372	158.103	443.902	70.849	119.689	456.255	110.223	109.917	444.648	96.996	70.634	487.606	124.164	345.475	379.465
