NO_OF_FRAMES	5630
NO_OF_CAMERAS	14
NO_OF_MARKERS	11
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 11:03:50.756	89234.76822660
DATA_INCLUDED	3D
EVENT	Extra markers on catheter, marker on tip, ideal phantom angle	1	0.00000
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter3_mid3_tip1	catheter3_mid3_tip2	catheter3_mid3_tip3	catheter3_mid3_tip4	catheter3_mid3_tip5	catheter3_mid3_tip6	catheter3_mid3_tip7
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter3_mid3_tip1 X	catheter3_mid3_tip1 Y	catheter3_mid3_tip1 Z	catheter3_mid3_tip2 X	catheter3_mid3_tip2 Y	catheter3_mid3_tip2 Z	catheter3_mid3_tip3 X	catheter3_mid3_tip3 Y	catheter3_mid3_tip3 Z	catheter3_mid3_tip4 X	catheter3_mid3_tip4 Y	catheter3_mid3_tip4 Z	catheter3_mid3_tip5 X	catheter3_mid3_tip5 Y	catheter3_mid3_tip5 Z	catheter3_mid3_tip6 X	catheter3_mid3_tip6 Y	catheter3_mid3_tip6 Z	catheter3_mid3_tip7 X	catheter3_mid3_tip7 Y	catheter3_mid3_tip7 Z	
1637	8.18000	419.877	339.245	221.082	390.531	397.179	177.906	451.957	330.126	133.676	390.565	303.992	187.217	195.552	457.907	382.700	246.921	391.399	284.055	194.105	469.355	373.169	182.728	515.123	393.360	154.460	484.710	398.433	155.158	513.634	450.545	272.460	361.082	225.264
1638	8.18500	419.876	339.242	221.075	390.534	397.195	177.891	451.954	330.125	133.679	390.568	303.987	187.219	195.981	457.931	382.582	247.149	391.619	283.762	194.710	469.493	373.123	183.550	515.217	393.647	155.034	485.041	398.371	155.784	513.559	450.484	272.645	361.209	225.013
1639	8.19000	419.885	339.248	221.067	390.532	397.188	177.898	451.953	330.119	133.672	390.565	303.998	187.209	196.460	458.005	382.354	247.430	391.790	283.437	195.326	469.661	373.099	184.405	515.280	393.895	155.719	485.614	398.166	156.471	513.269	450.693	272.798	361.410	224.618
1640	8.19500	419.871	339.240	221.070	390.525	397.193	177.896	451.948	330.117	133.678	390.564	304.002	187.214	196.975	458.056	382.140	247.696	392.010	283.021	195.990	469.754	372.938	185.303	515.318	393.972	156.359	485.687	398.054	157.103	513.211	450.618	272.935	361.593	224.162
1641	8.20000	419.879	339.250	221.075	390.523	397.188	177.894	451.947	330.121	133.677	390.575	304.001	187.211	197.509	458.083	381.967	248.003	392.181	282.613	196.624	469.860	372.787	186.191	515.399	393.967	157.009	485.744	397.779	157.882	513.214	450.570	273.106	361.744	223.703
1642	8.20500	419.870	339.239	221.067	390.537	397.194	177.902	451.955	330.125	133.669	390.562	303.995	187.212	198.069	458.149	381.672	248.299	392.318	282.128	197.273	469.996	372.569	187.057	515.472	393.907	157.686	486.169	397.666	158.694	513.281	450.446	273.316	361.965	223.170
1643	8.21000	419.877	339.241	221.076	390.530	397.187	177.896	451.952	330.119	133.674	390.569	304.000	187.227	198.620	458.292	381.370	248.600	392.464	281.726	197.875	470.166	372.313	187.902	515.605	393.755	158.398	486.436	397.424	159.538	513.392	450.300	273.495	362.089	222.690
1644	8.21500	419.880	339.252	221.069	390.523	397.192	177.890	451.959	330.125	133.676	390.565	303.995	187.221	199.211	458.483	380.984	248.944	392.615	281.261	198.557	470.375	372.019	188.713	515.825	393.513	159.080	486.772	397.161	160.371	513.604	450.080	273.690	362.233	222.173
1645	8.22000	419.883	339.246	221.069	390.526	397.192	177.899	451.951	330.117	133.670	390.571	304.005	187.215	199.836	458.741	380.699	249.264	392.776	280.884	199.210	470.647	371.667	189.504	516.044	393.118	159.776	487.062	396.913	161.181	513.919	449.784	273.823	362.270	221.746
1646	8.22500	419.885	339.245	221.070	390.531	397.198	177.898	451.953	330.123	133.676	390.561	303.999	187.213	200.510	459.000	380.337	249.597	392.912	280.412	199.831	470.901	371.298	190.168	516.397	392.744	160.581	487.517	396.588	162.073	514.261	449.628	273.997	362.360	221.257
1647	8.23000	419.884	339.252	221.075	390.531	397.194	177.889	451.953	330.119	133.671	390.563	303.992	187.213	201.129	459.346	379.914	249.951	393.026	280.011	200.487	471.263	370.888	190.920	516.768	392.266	161.203	487.854	396.269	162.929	514.872	449.020	274.198	362.455	220.829
1648	8.23500	419.878	339.247	221.069	390.525	397.197	177.894	451.949	330.126	133.675	390.567	304.001	187.215	201.778	459.742	379.526	250.343	393.190	279.617	201.154	471.650	370.471	191.589	517.237	391.761	161.963	488.501	395.781	163.915	515.390	448.682	274.388	362.488	220.364
1649	8.24000	419.878	339.249	221.072	390.530	397.189	177.893	451.956	330.128	133.669	390.568	303.997	187.216	202.457	460.159	379.061	250.678	393.335	279.179	201.762	471.979	370.005	192.369	517.627	391.068	162.708	488.870	395.511	164.812	516.076	448.265	274.615	362.585	219.877
1650	8.24500	419.872	339.249	221.062	390.530	397.187	177.898	451.957	330.136	133.676	390.561	303.998	187.219	203.123	460.593	378.637	251.046	393.447	278.764	202.390	472.403	369.488	193.090	518.088	390.387	163.379	489.336	395.027	165.730	516.853	447.664	274.804	362.598	219.489
1651	8.25000	419.883	339.249	221.079	390.532	397.196	177.896	451.953	330.128	133.672	390.576	303.990	187.206	203.779	461.052	378.193	251.450	393.569	278.357	203.241	473.002	368.989	193.703	518.688	389.674	164.102	489.909	394.536	166.652	517.654	447.044	275.024	362.673	219.016
1652	8.25500	419.872	339.250	221.068	390.530	397.188	177.908	451.951	330.125	133.679	390.565	304.005	187.220	204.475	461.545	377.636	251.822	393.707	277.919	203.872	473.459	368.342	194.396	519.248	388.984	164.789	490.316	394.067	167.573	518.444	446.408	275.239	362.695	218.558
1653	8.26000	419.883	339.248	221.073	390.533	397.191	177.897	451.950	330.133	133.674	390.571	303.997	187.217	205.153	461.997	377.084	252.151	393.873	277.431	204.512	473.881	367.740	195.296	519.602	388.178	165.621	491.025	393.517	168.450	519.283	445.690	275.465	362.695	218.146
1654	8.26500	419.881	339.257	221.068	390.528	397.197	177.899	451.955	330.123	133.672	390.560	303.997	187.219	205.719	462.310	376.617	252.516	393.913	276.978	205.002	474.040	367.229	196.019	520.092	387.360	166.334	491.592	392.974	169.358	520.139	444.954	275.724	362.704	217.624
1655	8.27000	419.880	339.250	221.070	390.524	397.193	177.890	451.952	330.134	133.678	390.565	304.001	187.211	206.315	462.718	376.125	252.864	393.997	276.543	205.562	474.424	366.661	196.745	520.673	386.686	166.936	491.943	392.320	170.299	520.968	444.220	275.985	362.691	217.212
1656	8.27500	419.881	339.253	221.073	390.529	397.188	177.899	451.954	330.126	133.676	390.570	303.996	187.217	206.881	463.116	375.566	253.205	394.070	276.102	206.170	474.760	366.022	197.593	521.067	385.890	167.584	492.610	391.714	171.113	521.727	443.512	276.268	362.749	216.749
1657	8.28000	419.879	339.248	221.070	390.522	397.185	177.900	451.953	330.131	133.680	390.565	304.013	187.219	207.385	463.465	375.054	253.502	394.105	275.645	206.749	475.104	365.469	198.446	521.465	385.182	168.244	493.173	391.083	171.871	522.432	442.812	276.489	362.755	216.349
1658	8.28500	419.883	339.246	221.069	390.526	397.193	177.894	451.964	330.128	133.680	390.556	303.994	187.222	207.845	463.778	374.545	253.812	394.110	275.225	207.249	475.418	364.940	199.188	521.899	384.607	168.970	494.069	390.436	172.544	523.080	442.133	276.735	362.696	215.925
1659	8.29000	419.878	339.243	221.068	390.529	397.188	177.902	451.952	330.119	133.689	390.540	304.072	187.121	208.293	464.036	374.039	254.097	394.144	274.838	207.774	475.674	364.444	200.051	522.293	384.019	169.470	494.523	389.791	173.183	523.593	441.497	277.000	362.693	215.471
1660	8.29500	419.883	339.250	221.079	390.527	397.190	177.900	451.948	330.120	133.667	390.535	304.058	187.130	208.618	464.252	373.565	254.334	394.158	274.390	208.239	475.859	363.908	200.878	522.530	383.448	169.977	494.961	389.166	173.773	524.037	440.909	277.198	362.667	215.054
1661	8.30000	419.881	339.244	221.066	390.533	397.193	177.893	451.945	330.122	133.677	390.536	304.071	187.130	208.974	464.365	373.041	254.572	394.145	273.902	208.638	475.989	363.451	201.646	522.669	383.049	170.502	495.360	388.515	174.257	524.367	440.324	277.442	362.629	214.641
1662	8.30500	419.881	339.243	221.073	390.528	397.191	177.890	451.951	330.123	133.678	390.540	304.065	187.132	209.262	464.447	372.599	254.820	394.136	273.518	209.060	476.023	362.951	202.344	522.810	382.673	171.020	495.835	387.943	174.677	524.547	439.827	277.672	362.637	214.178
1663	8.31000	419.881	339.246	221.071	390.523	397.187	177.909	451.954	330.124	133.677	390.540	304.061	187.131	209.543	464.444	372.075	255.047	394.055	273.032	209.478	476.064	362.541	203.030	522.851	382.359	171.471	496.144	387.365	175.031	524.594	439.324	277.876	362.580	213.711
1664	8.31500	419.870	339.244	221.079	390.533	397.186	177.888	451.957	330.128	133.674	390.542	304.064	187.138	209.752	464.393	371.713	255.291	394.025	272.590	209.788	476.009	362.090	203.642	522.702	382.038	171.759	496.165	386.774	175.335	524.527	438.934	278.095	362.539	213.249
1665	8.32000	419.878	339.239	221.071	390.525	397.190	177.890	451.951	330.123	133.681	390.543	304.072	187.121	209.944	464.254	371.245	255.500	393.974	272.151	209.567	475.818	361.380	204.152	522.639	381.886	172.160	496.312	386.332	175.578	524.347	438.566	278.299	362.491	212.773
1666	8.32500	419.880	339.240	221.060	390.530	397.183	177.896	451.950	330.122	133.674	390.547	304.080	187.128	210.166	464.080	370.833	255.702	393.899	271.644	209.841	475.650	361.003	204.615	522.434	381.709	172.366	496.238	385.822	175.752	524.059	438.285	278.486	362.443	212.274
1667	8.33000	419.876	339.250	221.079	390.534	397.204	177.903	451.952	330.116	133.670	390.537	304.073	187.123	210.316	463.840	370.474	255.903	393.840	271.218	210.125	475.496	360.660	205.030	522.136	381.563	172.629	496.064	385.381	175.871	523.648	438.025	278.679	362.348	211.843
1668	8.33500	419.877	339.241	221.077	390.526	397.184	177.897	451.951	330.121	133.678	390.542	304.059	187.139	210.453	463.561	370.111	256.118	393.721	270.745	210.297	475.261	360.311	205.360	521.886	381.442	172.853	495.942	385.021	175.933	523.277	437.583	278.864	362.293	211.321
1669	8.34000	419.883	339.252	221.070	390.528	397.188	177.898	451.947	330.117	133.677	390.548	304.063	187.137	210.597	463.247	369.732	256.284	393.648	270.240	210.443	474.956	359.998	205.686	521.534	381.348	173.017	495.621	384.653	176.065	522.588	437.626	279.053	362.214	210.887
1670	8.34500	419.872	339.248	221.073	390.530	397.190	177.899	451.941	330.124	133.679	390.547	304.059	187.127	210.699	462.858	369.356	256.480	393.430	269.809	210.647	474.612	359.676	205.986	521.033	381.234	173.192	495.332	384.361	176.068	522.077	437.223	279.235	362.152	210.319
1671	8.35000	419.878	339.244	221.075	390.526	397.186	177.904	451.955	330.128	133.681	390.547	304.065	187.125	210.808	462.427	369.000	256.660	393.320	269.307	210.829	474.258	359.364	206.215	520.630	381.239	173.381	494.946	383.943	176.151	521.283	437.240	279.406	362.042	209.796
1672	8.35500	419.875	339.248	221.075	390.532	397.187	177.893	451.945	330.114	133.677	390.546	304.063	187.131	210.941	461.976	368.616	256.845	393.139	268.804	210.981	473.870	359.045	206.473	520.124	381.158	173.519	494.509	383.708	176.182	520.527	437.121	279.528	361.936	209.261
1673	8.36000	419.883	339.244	221.069	390.533	397.194	177.894	451.955	330.130	133.665	390.542	304.067	187.131	211.082	461.548	368.241	256.994	393.014	268.276	211.155	473.502	358.708	206.615	519.622	381.083	173.685	494.029	383.395	176.203	519.860	436.749	279.662	361.823	208.708
1674	8.36500	419.882	339.243	221.069	390.530	397.193	177.899	451.957	330.125	133.684	390.540	304.081	187.123	211.206	461.092	367.884	257.175	392.837	267.685	211.339	473.061	358.348	206.776	519.132	380.981	173.798	493.528	383.089	176.280	518.982	436.802	279.810	361.591	208.114
1675	8.37000	419.879	339.248	221.076	390.535	397.198	177.890	451.953	330.123	133.680	390.546	304.065	187.141	211.370	460.631	367.448	257.366	392.692	267.213	211.503	472.666	358.039	206.891	518.610	380.791	174.001	493.197	382.700	176.438	518.129	436.750	279.932	361.482	207.544
1676	8.37500	419.879	339.250	221.060	390.524	397.190	177.899	451.949	330.121	133.674	390.546	304.065	187.119	211.577	460.216	367.053	257.547	392.503	266.613	211.664	472.281	357.679	207.001	518.179	380.618	174.109	492.390	382.542	176.459	517.632	436.201	280.032	361.335	206.921
1677	8.38000	419.888	339.243	221.073	390.530	397.193	177.907	451.953	330.123	133.677	390.542	304.073	187.127	211.792	459.821	366.663	257.728	392.376	266.094	211.834	471.902	357.302	207.057	517.744	380.328	174.247	491.992	382.249	176.634	517.003	435.981	280.149	361.189	206.356
1678	8.38500	419.881	339.253	221.075	390.524	397.189	177.891	451.951	330.123	133.675	390.539	304.071	187.141	212.050	459.505	366.224	257.926	392.222	265.463	212.032	471.556	356.844	207.194	517.363	380.045	174.447	491.432	381.925	176.836	516.401	435.709	280.259	361.045	205.716
1679	8.39000	419.877	339.248	221.069	390.529	397.194	177.891	451.945	330.112	133.671	390.533	304.065	187.136	212.343	459.179	365.763	258.115	392.086	264.963	212.257	471.270	356.457	207.270	517.064	379.700	174.554	491.092	381.567	177.112	515.823	435.597	280.389	360.861	205.156
1680	8.39500	419.887	339.242	221.075	390.526	397.184	177.901	451.952	330.123	133.679	390.545	304.064	187.137	212.617	458.931	365.382	258.317	391.941	264.349	212.438	471.007	355.976	207.456	516.745	379.261	174.809	490.693	381.243	177.423	515.410	435.292	280.505	360.703	204.537
1681	8.40000	419.879	339.255	221.078	390.533	397.193	177.904	451.955	330.132	133.675	390.538	304.066	187.137	212.913	458.744	364.876	258.468	391.843	263.815	212.672	470.795	355.519	207.633	516.508	378.839	175.070	490.417	380.857	177.738	515.202	434.710	280.597	360.584	203.952
1682	8.40500	419.882	339.246	221.066	390.527	397.195	177.881	451.949	330.122	133.671	390.539	304.072	187.130	213.201	458.558	364.366	258.660	391.692	263.218	212.965	470.631	355.080	207.912	516.349	378.355	175.429	490.345	380.343	178.195	514.886	434.440	280.630	360.431	203.359
1683	8.41000	419.884	339.245	221.063	390.538	397.188	177.883	451.955	330.129	133.686	390.538	304.065	187.133	213.558	458.447	363.883	258.826	391.574	262.651	213.239	470.529	354.489	208.208	516.234	377.831	175.697	490.077	380.005	178.577	514.764	434.039	280.747	360.307	202.728
1684	8.41500	419.876	339.246	221.075	390.525	397.195	177.897	451.945	330.127	133.683	390.544	304.068	187.134	213.908	458.378	363.335	258.975	391.411	262.065	213.575	470.450	353.965	208.634	516.162	377.268	176.073	489.961	379.473	179.026	514.826	433.349	280.783	360.184	202.093
1685	8.42000	419.875	339.249	221.071	390.524	397.187	177.904	451.952	330.128	133.679	390.539	304.063	187.137	214.260	458.355	362.756	259.113	391.318	261.428	213.907	470.401	353.338	209.066	516.138	376.660	176.538	490.222	378.889	179.645	514.715	433.030	280.861	360.044	201.461
1686	8.42500	419.886	339.243	221.074	390.526	397.192	177.898	451.949	330.121	133.681	390.543	304.069	187.131	214.566	458.338	362.186	259.265	391.156	260.833	214.270	470.399	352.677	209.614	516.198	375.981	176.957	490.213	378.314	180.162	515.000	432.317	280.965	359.915	200.808
1687	8.43000	419.884	339.247	221.074	390.533	397.186	177.904	451.948	330.128	133.677	390.546	304.071	187.128	214.962	458.392	361.522	259.385	391.037	260.176	214.652	470.432	352.074	210.176	516.245	375.337	177.493	490.581	377.571	180.788	515.248	431.540	281.038	359.743	200.224
1688	8.43500	419.878	339.247	221.071	390.523	397.188	177.901	451.946	330.132	133.668	390.548	304.080	187.128	215.316	458.460	360.907	259.532	390.899	259.578	215.030	470.493	351.388	210.840	516.381	374.585	177.991	490.845	376.932	181.419	515.473	431.056	281.134	359.691	199.520
1689	8.44000	419.878	339.255	221.073	390.530	397.193	177.895	451.944	330.118	133.682	390.541	304.070	187.138	215.628	458.589	360.260	259.648	390.804	258.938	215.456	470.631	350.739	211.459	516.549	373.873	178.427	491.006	376.254	181.970	515.983	430.222	281.192	359.508	198.951
1690	8.44500	419.877	339.249	221.072	390.525	397.198	177.894	451.953	330.119	133.674	390.546	304.075	187.128	216.021	458.791	359.571	259.771	390.733	258.361	215.882	470.788	350.043	212.154	516.746	373.178	178.935	491.474	375.570	182.577	516.431	429.433	281.276	359.403	198.371
1691	8.45000	419.878	339.248	221.074	390.530	397.189	177.901	451.950	330.124	133.676	390.535	304.076	187.136	216.358	458.996	358.966	259.900	390.667	257.745	216.290	470.980	349.389	212.807	516.980	372.383	179.450	491.913	374.806	183.158	516.931	428.654	281.341	359.282	197.713
1692	8.45500	419.876	339.245	221.069	390.531	397.257	177.852	451.899	330.064	133.670	390.536	304.068	187.131	216.705	459.244	358.267	260.045	390.615	257.207	216.740	471.210	348.699	213.494	517.266	371.675	179.977	492.365	374.019	183.760	517.420	427.886	281.402	359.179	197.174
1693	8.46000	419.881	339.252	221.071	390.529	397.191	177.888	451.950	330.127	133.672	390.545	304.061	187.133	217.097	459.497	357.593	260.202	390.562	256.602	217.176	471.442	348.004	214.176	517.490	370.902	180.489	492.874	373.233	184.335	517.957	427.065	281.460	359.100	196.544
1694	8.46500	419.877	339.251	221.078	390.523	397.195	177.895	451.949	330.121	133.674	390.542	304.075	187.134	217.432	459.717	356.909	260.373	390.509	256.061	217.593	471.635	347.283	214.809	517.808	370.138	180.998	493.391	372.470	184.951	518.503	426.262	281.542	358.993	195.963
1695	8.47000	419.878	339.253	221.078	390.521	397.189	177.903	451.950	330.124	133.669	390.538	304.069	187.144	217.777	459.978	356.244	260.554	390.439	255.499	217.969	471.849	346.576	215.493	518.043	369.336	181.518	493.764	371.659	185.537	519.044	425.445	281.588	358.870	195.393
1696	8.47500	419.874	339.260	221.074	390.537	397.191	177.891	451.949	330.117	133.677	390.546	304.069	187.130	218.126	460.204	355.529	260.678	390.397	254.964	218.384	472.117	345.918	216.050	518.338	368.550	181.993	494.209	370.942	186.113	519.587	424.614	281.671	358.799	194.795
1697	8.48000	419.878	339.248	221.071	390.530	397.194	177.892	451.953	330.123	133.682	390.535	304.076	187.136	218.486	460.469	354.930	260.941	390.413	254.360	218.768	472.283	345.171	216.641	518.595	367.765	182.471	494.630	370.219	186.671	520.086	423.813	281.721	358.681	194.211
1698	8.48500	419.877	339.250	221.068	390.528	397.191	177.902	451.960	330.122	133.679	390.536	304.069	187.138	218.808	460.686	354.266	261.064	390.345	253.829	219.134	472.513	344.567	217.130	518.838	367.016	182.921	494.964	369.488	187.226	520.564	423.105	281.781	358.559	193.713
1699	8.49000	419.881	339.254	221.069	390.525	397.191	177.904	451.946	330.117	133.677	390.544	304.060	187.133	218.971	460.810	353.587	261.195	390.329	253.287	219.478	472.715	343.888	217.585	519.046	366.259	183.356	495.459	368.798	187.797	520.897	422.497	281.845	358.477	193.119
1700	8.49500	419.882	339.250	221.077	390.526	397.196	177.889	451.948	330.130	133.671	390.535	304.074	187.133	219.306	461.018	353.032	261.260	390.299	252.726	220.196	472.889	343.576	217.972	519.277	365.508	183.690	495.589	368.240	188.276	521.310	421.776	281.890	358.376	192.625
1701	8.50000	419.879	339.245	221.077	390.531	397.195	177.896	451.953	330.124	133.692	390.539	304.066	187.134	219.656	461.233	352.454	261.436	390.295	252.229	220.474	473.039	343.017	218.299	519.574	364.875	184.056	495.771	367.662	188.765	521.676	421.154	281.966	358.290	192.223
1702	8.50500	419.886	339.253	221.071	390.531	397.192	177.893	451.941	330.119	133.671	390.544	304.063	187.132	219.989	461.398	351.935	261.654	390.335	251.769	220.760	473.220	342.446	218.577	519.714	364.158	184.340	495.875	367.212	189.162	521.991	420.557	282.019	358.278	191.737
1703	8.51000	419.885	339.240	221.073	390.533	397.199	177.900	451.950	330.120	133.679	390.540	304.064	187.139	220.301	461.553	351.450	261.850	390.328	251.321	221.021	473.364	341.957	218.766	519.903	363.536	184.588	495.995	366.740	189.564	522.227	420.027	282.143	358.209	191.315
1704	8.51500	419.878	339.244	221.081	390.529	397.184	177.897	451.953	330.118	133.685	390.543	304.067	187.148	220.623	461.687	350.944	262.171	390.362	250.940	220.860	473.493	341.127	218.925	520.040	362.933	184.832	495.990	366.343	189.929	522.428	419.474	282.275	358.118	190.929
1705	8.52000	419.873	339.241	221.072	390.527	397.194	177.894	451.950	330.128	133.678	390.543	304.068	187.136	220.885	461.791	350.473	262.387	390.392	250.535	221.015	473.571	340.619	218.988	520.164	362.338	185.045	495.979	365.942	190.237	522.575	419.040	282.394	358.063	190.458
1706	8.52500	419.886	339.238	221.080	390.527	397.185	177.900	451.957	330.126	133.667	390.536	304.067	187.136	221.247	461.847	350.154	262.585	390.384	250.101	221.196	473.617	340.100	218.963	520.295	361.849	185.209	495.948	365.574	190.497	522.658	418.557	282.532	358.009	190.113
1707	8.53000	419.876	339.249	221.068	390.525	397.201	177.892	451.945	330.121	133.672	390.543	304.063	187.139	221.486	461.915	349.699	262.772	390.445	249.655	221.339	473.669	339.715	218.992	520.326	361.319	185.350	495.875	365.215	190.693	522.682	418.161	282.664	357.922	189.746
1708	8.53500	419.878	339.259	221.067	390.527	397.186	177.892	451.945	330.122	133.675	390.546	304.058	187.137	221.631	461.939	349.373	262.954	390.471	249.318	221.438	473.683	339.310	218.976	520.289	360.865	185.441	495.737	364.904	190.844	522.683	417.755	282.794	357.900	189.356
1709	8.54000	419.875	339.243	221.075	390.531	397.196	177.902	451.955	330.116	133.674	390.551	304.075	187.133	221.776	461.937	348.921	263.118	390.486	248.936	221.569	473.671	338.888	218.957	520.377	360.471	185.493	495.659	364.603	190.947	522.622	417.410	282.942	357.860	188.977
1710	8.54500	419.888	339.245	221.073	390.525	397.196	177.910	451.958	330.119	133.672	390.538	304.072	187.142	221.887	461.915	348.540	263.292	390.508	248.531	221.635	473.663	338.556	218.940	520.357	360.109	185.557	495.549	364.243	190.988	522.509	417.073	283.107	357.803	188.682
1711	8.55000	419.875	339.245	221.070	390.529	397.194	177.891	451.950	330.124	133.686	390.543	304.068	187.135	221.965	461.872	348.252	263.413	390.508	248.238	221.675	473.638	338.230	218.944	520.266	359.770	185.568	495.426	363.902	190.940	522.386	416.795	283.327	357.758	188.453
1712	8.55500	419.877	339.250	221.068	390.527	397.194	177.889	451.955	330.126	133.675	390.541	304.065	187.132	222.004	461.828	347.917	263.557	390.529	247.918	221.725	473.562	337.879	218.886	520.197	359.492	185.561	495.384	363.567	190.866	522.250	416.469	283.506	357.729	188.203
1713	8.56000	419.880	339.247	221.070	390.538	397.187	177.896	451.949	330.124	133.680	390.539	304.061	187.128	221.972	461.768	347.556	263.696	390.557	247.628	221.724	473.530	337.563	218.819	520.180	359.273	185.492	495.336	363.273	190.743	522.110	416.180	283.721	357.749	187.931
1714	8.56500	419.881	339.241	221.078	390.532	397.191	177.900	451.952	330.120	133.674	390.546	304.071	187.133	221.931	461.756	347.249	263.811	390.559	247.338	221.701	473.526	337.346	218.742	520.151	359.033	185.408	495.220	362.929	190.574	522.006	415.906	283.928	357.745	187.742
1715	8.57000	419.878	339.242	221.080	390.527	397.192	177.904	451.955	330.119	133.684	390.540	304.056	187.136	221.858	461.713	346.984	263.904	390.589	247.108	221.660	473.531	337.181	218.643	520.077	358.749	185.282	495.146	362.622	190.357	521.875	415.624	284.153	357.744	187.535
1716	8.57500	419.888	339.262	221.078	390.529	397.196	177.893	451.953	330.125	133.674	390.550	304.072	187.129	221.762	461.675	346.728	264.000	390.649	246.892	221.585	473.486	336.910	218.514	520.021	358.502	185.167	495.123	362.292	190.092	521.775	415.313	284.313	357.711	187.337
1717	8.58000	419.877	339.243	221.067	390.530	397.198	177.896	451.948	330.130	133.684	390.542	304.064	187.149	221.663	461.665	346.449	264.107	390.693	246.661	221.492	473.482	336.643	218.290	520.015	358.259	185.056	495.206	361.873	189.783	521.665	414.995	284.498	357.735	187.164
1718	8.58500	419.873	339.248	221.082	390.534	397.198	177.899	451.949	330.128	133.681	390.544	304.065	187.134	221.700	461.792	346.150	264.242	390.728	246.404	221.423	473.484	336.360	218.028	520.061	358.032	184.862	495.104	361.518	189.421	521.574	414.714	284.693	357.746	186.988
1719	8.59000	419.878	339.258	221.075	390.532	397.184	177.895	451.952	330.131	133.675	390.549	304.070	187.136	221.596	461.817	345.796	264.357	390.801	246.186	221.302	473.529	336.016	217.781	520.067	357.716	184.598	494.909	361.224	189.031	521.616	414.262	284.894	357.744	186.809
1720	8.59500	419.878	339.254	221.069	390.534	397.185	177.891	451.951	330.123	133.672	390.548	304.064	187.126	221.499	461.850	345.472	264.474	390.852	245.985	221.143	473.558	335.731	217.490	520.069	357.345	184.380	494.837	360.921	188.685	521.605	413.872	285.102	357.748	186.673
1721	8.60000	419.879	339.244	221.073	390.523	397.193	177.894	451.957	330.118	133.681	390.541	304.067	187.144	221.389	461.901	345.189	264.572	390.876	245.761	221.018	473.611	335.442	217.182	520.106	356.935	184.165	494.696	360.517	188.352	521.652	413.479	285.285	357.703	186.552
1722	8.60500	419.874	339.243	221.069	390.522	397.185	177.898	451.953	330.122	133.674	390.570	303.995	187.222	221.269	461.983	344.853	264.715	390.906	245.554	220.894	473.646	335.095	216.779	520.125	356.517	183.956	494.744	360.091	188.019	521.749	413.010	285.471	357.689	186.401
1723	8.61000	419.881	339.248	221.076	390.524	397.195	177.897	451.942	330.118	133.682	390.565	304.000	187.208	221.183	462.104	344.526	264.867	390.938	245.346	220.790	473.748	334.756	216.403	520.258	356.067	183.763	494.853	359.711	187.739	521.792	412.632	285.629	357.611	186.307
1724	8.61500	419.875	339.254	221.067	390.525	397.194	177.894	451.948	330.126	133.666	390.567	304.002	187.211	221.115	462.263	344.211	264.988	390.999	245.217	220.692	473.885	334.420	216.054	520.394	355.560	183.502	494.703	359.365	187.384	522.079	412.062	285.781	357.581	186.192
1725	8.62000	419.877	339.253	221.077	390.530	397.189	177.893	451.946	330.126	133.673	390.569	304.005	187.217	221.039	462.419	343.835	265.120	391.030	245.104	220.592	474.009	334.091	215.706	520.561	354.989	183.279	494.680	359.000	187.093	522.355	411.565	285.944	357.503	186.093
1726	8.62500	419.877	339.247	221.079	390.526	397.186	177.889	451.954	330.123	133.674	390.567	304.005	187.214	220.990	462.616	343.530	265.259	391.056	244.969	220.486	474.179	333.761	215.299	520.775	354.428	183.077	494.720	358.636	186.855	522.665	411.052	286.087	357.462	186.038
1727	8.63000	419.882	339.246	221.073	390.524	397.189	177.892	451.950	330.111	133.680	390.565	304.010	187.223	220.960	462.839	343.188	265.416	391.098	244.824	220.418	474.355	333.351	214.926	521.064	353.822	182.907	494.761	358.278	186.637	522.998	410.476	286.246	357.414	185.933
1728	8.63500	419.878	339.249	221.072	390.533	397.189	177.901	451.943	330.122	133.682	390.572	304.009	187.208	220.991	463.074	342.795	265.583	391.139	244.646	220.998	474.684	333.421	214.612	521.309	353.143	182.769	494.870	357.857	186.473	523.397	409.896	286.424	357.325	185.826
1729	8.64000	419.876	339.253	221.069	390.535	397.187	177.903	451.952	330.120	133.671	390.565	304.018	187.209	221.023	463.347	342.432	265.753	391.164	244.451	220.893	474.870	332.999	214.285	521.541	352.460	182.662	494.902	357.382	186.341	523.783	409.298	286.588	357.283	185.736
1730	8.64500	419.875	339.261	221.071	390.528	397.191	177.905	451.947	330.135	133.683	390.566	304.001	187.211	221.058	463.603	342.030	265.908	391.185	244.276	220.924	475.092	332.534	214.009	521.871	351.754	182.591	495.054	356.942	186.254	524.263	408.652	286.763	357.238	185.634
