Y,Z,X
-58.789981842041016,2.700000004551839e-05,50.163307189941406
-58.794559478759766,2.700000004551839e-05,49.976844787597656
-57.794559478759766,4.000027179718018,49.976844787597656
-57.791202545166016,4.000027179718018,50.114234924316406
-54.808109283447266,2.700000004551839e-05,53.772254943847656
-54.994571685791016,2.700000004551839e-05,53.776832580566406
-52.178897857666016,2.700000004551839e-05,52.52875518798828
-52.307559967041016,2.700000004551839e-05,52.663856506347656
-53.014652252197266,4.000027179718018,51.95673370361328
-52.919864654541016,4.000027179718018,51.857215881347656
-52.358219146728516,4.000027179718018,50.92011260986328
-51.45442581176758,2.700000004551839e-05,51.35488510131836
-52.407657623291016,4.000027179718018,51.04834747314453
-51.483829498291016,2.700000004551839e-05,51.43103790283203
-51.416690826416016,2.700000004551839e-05,51.25702667236328
-52.224857330322266,4.000027179718018,50.387672424316406
-51.265872955322266,2.700000004551839e-05,50.70848846435547
-52.248355865478516,4.000027179718018,50.52307891845703
-51.267581939697266,2.700000004551839e-05,50.718177795410156
-51.235660552978516,2.700000004551839e-05,50.534400939941406
-52.197940826416016,4.000027179718018,50.114234924316406
-51.206363677978516,2.700000004551839e-05,50.261512756347656
-52.208072662353516,4.000027179718018,50.25128936767578
-51.212833404541016,2.700000004551839e-05,50.34931182861328
-51.199161529541016,2.700000004551839e-05,50.163307189941406
-52.194522857666016,4.000027179718018,49.976844787597656
-51.19891357421875,2.700000004551839e-05,50.15375900268555
-51.194522857666016,2.700000004551839e-05,49.976844787597656
-51.23365783691406,2.700000004551839e-05,50.51817321777344
-52.278507232666016,4.000027179718018,50.65717315673828
-51.33903884887695,2.700000004551839e-05,51.0107307434082
-52.315128326416016,4.000027179718018,50.78961944580078
-51.358219146728516,2.700000004551839e-05,51.079933166503906
-51.308414459228516,2.700000004551839e-05,50.90015411376953
-51.26919174194336,2.700000004551839e-05,50.72526550292969
-51.40348434448242,2.700000004551839e-05,51.21708679199219
-51.735172271728516,2.700000004551839e-05,51.93042755126953
-51.834964752197266,2.700000004551839e-05,52.087989807128906
-52.666446685791016,4.000027179718018,51.532447814941406
-52.592960357666016,4.000027179718018,51.41632843017578
-51.559391021728516,2.700000004551839e-05,51.601539611816406
-51.643253326416016,2.700000004551839e-05,51.76813507080078
-52.525211334228516,4.000027179718018,51.29676055908203
-52.463382720947266,4.000027179718018,51.173988342285156
-51.942325592041016,2.700000004551839e-05,52.24048614501953
-52.057071685791016,2.700000004551839e-05,52.38751983642578
-52.830142974853516,4.000027179718018,51.753150939941406
-52.745548248291016,4.000027179718018,51.64478302001953
-53.369815826416016,2.700000004551839e-05,53.41199493408203
-53.540348052978516,2.700000004551839e-05,53.487586975097656
-53.923038482666016,4.000027179718018,52.563697814941406
-53.797428131103516,4.000027179718018,52.50800323486328
-52.730899810791016,2.700000004551839e-05,53.029029846191406
-52.883365631103516,2.700000004551839e-05,53.13642120361328
-53.423744201660156,4.000028133392334,52.29731369018555
-52.442630767822266,2.700000004551839e-05,52.792457580566406
-52.583866119384766,2.700000004551839e-05,52.914283752441406
-53.218265533447266,4.000027179718018,52.141273498535156
-53.114200592041016,4.000027179718018,52.051490783691406
-53.040958404541016,2.700000004551839e-05,53.23621368408203
-53.203250885009766,2.700000004551839e-05,53.32813262939453
-53.674625396728516,4.000027179718018,52.446205139160156
-54.071231842041016,2.700000004551839e-05,53.662940979003906
-54.253238677978516,2.700000004551839e-05,53.703834533691406
-54.616573333740234,4.00003719329834,52.76051330566406
-53.714359283447266,2.700000004551839e-05,53.55469512939453
-53.891483306884766,2.700000004551839e-05,53.613197326660156
-54.181766510009766,4.000027179718018,52.65625762939453
-54.051273345947266,4.000027179718018,52.61316680908203
-54.436954498291016,2.700000004551839e-05,53.735694885253906
-54.622135162353516,2.700000004551839e-05,53.75855255126953
-56.874942779541016,4.000027179718018,52.051490783691406
-57.623722076416016,2.700000004551839e-05,52.718894958496094
-56.974430084228516,4.000027179718018,51.95673370361328
-57.681583404541016,2.700000004551839e-05,52.663856506347656
-57.546451568603516,2.700000004551839e-05,52.792457580566406
-55.937808990478516,4.000027179718018,52.61316680908203
-56.443119049072266,2.700000004551839e-05,53.489768981933594
-56.066104888916016,4.000027179718018,52.563697814941406
-56.448795318603516,2.700000004551839e-05,53.487586975097656
-56.274723052978516,2.700000004551839e-05,53.55469512939453
-55.552127838134766,2.700000004551839e-05,53.735694885253906
-55.735904693603516,2.700000004551839e-05,53.703834533691406
-55.540836334228516,4.000027179718018,52.72303009033203
-55.405399322509766,4.000027179718018,52.74652862548828
-55.180973052978516,2.700000004551839e-05,53.772254943847656
-55.367008209228516,2.700000004551839e-05,53.75855255126953
-55.268985748291016,4.000027179718018,52.763343811035156
-55.131900787353516,4.000027179718018,52.773475646972656
-55.471954345703125,2.700000004551839e-05,53.74560546875
-55.674869537353516,4.000027179718018,52.692909240722656
-55.99469757080078,2.700000004551839e-05,53.641685485839844
-55.807315826416016,4.000027179718018,52.65625762939453
-56.097599029541016,2.700000004551839e-05,53.613197326660156
-55.917911529541016,2.700000004551839e-05,53.662940979003906
-56.2451057434082,2.700000004551839e-05,53.564491271972656
-56.434024810791016,4.000027179718018,52.37848663330078
-56.98763656616211,2.700000004551839e-05,53.21122741699219
-56.550113677978516,4.000027179718018,52.30493927001953
-57.105716705322266,2.700000004551839e-05,53.13642120361328
-56.948184967041016,2.700000004551839e-05,53.23621368408203
-56.191715240478516,4.000027179718018,52.50800323486328
-56.707191467285156,2.700000004551839e-05,53.36772918701172
-56.314456939697266,4.000027179718018,52.446205139160156
-56.785831451416016,2.700000004551839e-05,53.32813262939453
-56.619266510009766,2.700000004551839e-05,53.41199493408203
-56.837039947509766,2.700000004551839e-05,53.29914093017578
-57.258243560791016,2.700000004551839e-05,53.029029846191406
-57.405216217041016,2.700000004551839e-05,52.914283752441406
-56.770816802978516,4.000027179718018,52.141273498535156
-56.662540435791016,4.000027179718018,52.225807189941406
-57.218875885009766,2.700000004551839e-05,53.05675506591797
-57.48701858520508,2.700000004551839e-05,52.84370040893555
-57.525699615478516,4.000027179718018,51.173988342285156
-58.48414611816406,2.700000004551839e-05,51.47882843017578
-57.581424713134766,4.000027179718018,51.04834747314453
-58.505313873291016,2.700000004551839e-05,51.43103790283203
-58.429752349853516,2.700000004551839e-05,51.601539611816406
-58.046756744384766,2.700000004551839e-05,52.24048614501953
-58.154117584228516,2.700000004551839e-05,52.087989807128906
-57.322696685791016,4.000027179718018,51.532447814941406
-57.243534088134766,4.000027179718018,51.64478302001953
-57.069217681884766,4.000027179718018,51.857215881347656
-57.893192291259766,2.700000004551839e-05,52.432472229003906
-57.159000396728516,4.000027179718018,51.753150939941406
-57.931949615478516,2.700000004551839e-05,52.38751983642578
-57.810184478759766,2.700000004551839e-05,52.52875518798828
-57.74365997314453,2.700000004551839e-05,52.59862518310547
-58.008548736572266,2.700000004551839e-05,52.289390563964844
-57.396183013916016,4.000027179718018,51.41632843017578
-58.289093017578125,2.700000004551839e-05,51.86833953857422
-57.463932037353516,4.000027179718018,51.29676055908203
-58.345890045166016,2.700000004551839e-05,51.76813507080078
-58.253910064697266,2.700000004551839e-05,51.93042755126953
-58.21451950073242,2.700000004551839e-05,51.99261474609375
-57.710636138916016,4.000027179718018,50.65717315673828
-58.702945709228516,2.700000004551839e-05,50.800987243652344
-57.740787506103516,4.000027179718018,50.52307891845703
-58.721500396728516,2.700000004551839e-05,50.718177795410156
-58.680667877197266,2.700000004551839e-05,50.90015411376953
-58.572452545166016,2.700000004551839e-05,51.25702667236328
-58.630924224853516,2.700000004551839e-05,51.079933166503906
-57.674015045166016,4.000027179718018,50.78961944580078
-57.630924224853516,4.000027179718018,50.92011260986328
-58.51171112060547,2.700000004551839e-05,51.41445541381836
-58.632781982421875,2.700000004551839e-05,51.07319641113281
-58.753421783447266,2.700000004551839e-05,50.534400939941406
-58.776248931884766,2.700000004551839e-05,50.34931182861328
-57.781070709228516,4.000027179718018,50.25128936767578
-57.764225006103516,4.000027179718018,50.387672424316406
-58.7259521484375,2.700000004551839e-05,50.69257354736328
-58.788516998291016,2.700000004551839e-05,50.18303680419922
-58.789981842041016,2.700000004551839e-05,49.790382385253906
-57.791202545166016,4.000027179718018,49.839454650878906
-54.994571685791016,2.700000004551839e-05,46.17682647705078
-54.808109283447266,2.700000004551839e-05,46.18140411376953
