Y,Z,X
54.95439910888672,3.9963390827178955,49.776405334472656
57.485992431640625,0.0037590856663882732,54.06800079345703
59.74346160888672,3.999633312225342,52.053043365478516
60.830604553222656,0.001978379674255848,52.05279541015625
56.34206771850586,3.992318630218506,52.65579605102539
53.720760345458984,0.01266336441040039,50.725738525390625
56.596187591552734,0.0026398429181426764,46.84684371948242
58.60295867919922,4.009903907775879,47.62570571899414
60.49443054199219,0.004660719074308872,48.03849792480469
51.963802337646484,-0.0018726998241618276,48.832489013671875
60.9714469909668,-0.033174678683280945,55.68630599975586
64.63137817382812,-0.010437533259391785,49.41748809814453
1.5508953332901,0.0014915561769157648,-89.37847900390625
6.331473350524902,-0.0007196803926490247,-82.65702056884766
5.141633987426758,0.008091320283710957,-86.86527252197266
-0.5706506967544556,-0.01831568405032158,-81.3878173828125
-1.823351263999939,0.0038193135987967253,-87.37670135498047
0.5130481719970703,0.0005098654073663056,-82.31978607177734
3.4996337890625,0.002990329172462225,-82.6519775390625
-23.644941329956055,-52.47239303588867,-56.24760055541992
-56.64134979248047,-6.865975379943848,-24.293569564819336
11.097224235534668,-71.11628723144531,-15.199871063232422
47.936546325683594,-10.763622283935547,-64.38067626953125
17.016876220703125,-80.15837097167969,-13.179158210754395
2.1422743797302246,-85.6941146850586,-43.35600662231445
31.74505043029785,-70.40461730957031,-41.18587112426758
8.677194595336914,-78.04856872558594,-61.23158264160156
-37.59674835205078,-41.413719177246094,-10.169891357421875
0.4833134114742279,-36.816490173339844,-41.54136276245117
-24.55476951599121,-39.237762451171875,-8.917716026306152
0.2807331085205078,-54.07939529418945,-41.41322708129883
-9.882960319519043,-63.24180221557617,-32.09708786010742
-21.76177215576172,-35.25815200805664,-17.77440643310547
-10.299549102783203,-61.008094787597656,-55.64368438720703
-10.143259048461914,-59.33405685424805,-53.624324798583984
47.19670867919922,-31.291797637939453,-3.0507068634033203
13.857641220092773,-60.87699508666992,-18.13100242614746
28.39408302307129,-46.49790573120117,-31.76300811767578
21.57132911682129,-47.085426330566406,-26.19395637512207
-45.41789627075195,-21.22942352294922,-23.178627014160156
3.347208261489868,-36.86668395996094,-13.690393447875977
10.303553581237793,-62.17680358886719,-47.60940170288086
-22.180299758911133,-38.7281379699707,-10.340261459350586
-56.672542572021484,-12.677498817443848,-18.97714614868164
6.525851726531982,-33.81257629394531,-55.24102783203125
29.27159309387207,-69.8604736328125,-49.97012710571289
24.842323303222656,-41.36066818237305,56.995277404785156
-17.83983612060547,-19.0645694732666,-32.364871978759766
5.309535503387451,-26.541757583618164,-68.01570892333984
-5.621472358703613,-46.445068359375,-33.984169006347656
-11.187421798706055,-61.00067138671875,-66.59712219238281
19.78083038330078,-95.28095245361328,-47.147438049316406
59.88589859008789,-48.91249465942383,-18.948440551757812
-26.47837257385254,-98.79804992675781,-30.399782180786133
-25.814104080200195,-100.53813934326172,-33.78727722167969
10.028716087341309,-98.17980194091797,-57.499267578125
13.301895141601562,-43.92964172363281,-35.08056640625
-11.407587051391602,-68.81063079833984,-67.3080825805664
14.003631591796875,-96.96074676513672,-38.526248931884766
12.51052188873291,-38.03741455078125,-22.228158950805664
2.8436172008514404,-28.803157806396484,-37.297203063964844
21.425500869750977,-17.975990295410156,-21.111478805541992
13.725797653198242,-64.36802673339844,-49.84807586669922
5.179365634918213,-35.117645263671875,-8.033204078674316
-11.71084976196289,-28.104055404663086,-78.00030517578125
12.406599998474121,-66.62103271484375,-62.289154052734375
9.77692985534668,-26.40418815612793,-61.47743225097656
52.73637008666992,-52.14393997192383,-27.435028076171875
7.6288275718688965,-39.849517822265625,-68.949951171875
3.7628774642944336,-45.515628814697266,-5.844522953033447
10.700336456298828,-39.607696533203125,5.015885829925537
38.66168212890625,-42.96306228637695,-11.017949104309082
0.38266101479530334,-39.73872756958008,-50.881343841552734
-17.390533447265625,-38.23795700073242,-20.235876083374023
-14.112954139709473,-59.5962028503418,-50.31840133666992
-15.442778587341309,-55.718605041503906,-22.116830825805664
-15.130777359008789,-38.57768249511719,-23.541397094726562
-43.360435485839844,-35.451934814453125,-15.715264320373535
14.534728050231934,-110.7606430053711,-47.78776931762695
14.887081146240234,-110.9898910522461,-49.925209045410156
17.193164825439453,-39.247222900390625,-10.181863784790039
17.591266632080078,-20.616567611694336,-18.636598587036133
50.22566223144531,-23.027132034301758,-15.51208782196045
48.47612380981445,-25.03876495361328,-16.891000747680664
-8.065038681030273,-61.49122619628906,-38.53077697753906
12.483485221862793,-55.8581428527832,-42.86984634399414
-23.486536026000977,-64.44622039794922,-18.085281372070312
-45.34198760986328,-38.718955993652344,-43.594085693359375
-7.022247791290283,-47.52161407470703,-62.396087646484375
12.21082592010498,-43.587867736816406,-38.9106559753418
9.174527168273926,-43.639713287353516,-39.41047668457031
-4.0562424659729,-67.0169677734375,-46.276309967041016
-16.376081466674805,-36.76033401489258,-32.58356857299805
23.971891403198242,-44.82187271118164,-4.458131790161133
-5.936309814453125,-66.35286712646484,-47.68467712402344
-11.234945297241211,-61.080345153808594,-58.10169982910156
56.542091369628906,-28.640470504760742,56.10325241088867
0.23396138846874237,-28.73255157470703,-75.08934783935547
-60.81880187988281,-43.802162170410156,-15.819247245788574
1.0894874334335327,-9.648558616638184,-84.43486022949219
-7.992858409881592,-59.864051818847656,-73.43299865722656
10.109772682189941,-30.376766204833984,-69.57573699951172
33.81327819824219,-51.75600051879883,-37.2585563659668
-55.49124526977539,-42.51142883300781,-34.74729537963867
-55.887813568115234,-44.19684982299805,-36.356483459472656
-45.454898834228516,-7.0272369384765625,61.15016555786133
-9.743882179260254,-42.42425537109375,-21.595746994018555
-27.73065185546875,-33.86946487426758,-23.155149459838867
-23.07347869873047,-98.08851623535156,-48.22909927368164
-12.61345386505127,-59.55889892578125,-24.32172203063965
26.355749130249023,-75.96550750732422,-30.762653350830078
-7.300779342651367,-43.47019577026367,-46.40848922729492
8.041035652160645,-35.06452941894531,16.87912368774414
2.8477210998535156,-37.647701263427734,14.68941879272461
12.56001091003418,-0.019079575315117836,79.38615417480469
13.20511245727539,-48.31948471069336,-21.995952606201172
-27.95876121520996,-73.94481658935547,-19.523420333862305
48.38090515136719,-26.99648094177246,-54.39866256713867
-10.516867637634277,-57.009490966796875,-47.647518157958984
42.202632904052734,-43.89414596557617,-8.831584930419922
-43.934242248535156,-37.351478576660156,-10.767570495605469
-20.339122772216797,-16.124418258666992,-23.226926803588867
14.565945625305176,-63.89365005493164,-22.4964599609375
10.01030158996582,-49.69894790649414,-52.44012451171875
-38.18159484863281,-51.02838897705078,-41.7713737487793
-43.30014419555664,-46.08246994018555,-46.497642517089844
5.981242656707764,-99.11070251464844,-59.242767333984375
3.385174512863159,-33.284183502197266,-44.36577606201172
21.546772003173828,-100.32183837890625,-27.633264541625977
-4.915023326873779,-51.366519927978516,-24.189828872680664
-29.646602630615234,-70.96833801269531,-49.15652084350586
26.70753288269043,-58.29448699951172,-24.00338363647461
6.09214448928833,-48.25101852416992,-38.96368408203125
-23.89596176147461,-65.5536117553711,-15.306099891662598
0.2134053111076355,-49.36948013305664,-20.38442039489746
-3.758685350418091,-29.961181640625,-71.5320053100586
-56.80406188964844,-45.953163146972656,-16.25379753112793
-15.074138641357422,-46.885597229003906,-3.6452903747558594
-14.434613227844238,-46.44804763793945,-4.892146110534668
29.909603118896484,-61.37004089355469,-52.46149826049805
58.4859733581543,-7.20405387878418,-27.207151412963867
2.928722620010376,-51.94529724121094,-42.69316101074219
-14.231595039367676,-73.77812957763672,-14.117154121398926
-8.583168983459473,-48.665130615234375,-43.57133483886719
-54.353614807128906,-47.3164176940918,-26.518142700195312
-52.97027587890625,-60.789154052734375,-31.182010650634766
43.200096130371094,-28.27846336364746,-24.3514347076416
16.46927833557129,-19.593645095825195,-59.29800033569336
-15.626160621643066,-21.171283721923828,-71.8276138305664
-17.337465286254883,-23.58138084411621,-71.70288848876953
-19.721437454223633,-45.42271423339844,-48.417091369628906
12.88785171508789,-50.84699249267578,-47.14711380004883
11.864660263061523,-54.02256393432617,-61.04450988769531
-1.1608195304870605,-42.344539642333984,-53.649436950683594
-5.609579563140869,-21.252960205078125,-17.613309860229492
13.864975929260254,-67.4649887084961,-29.76300048828125
54.76155090332031,-8.304206848144531,-42.805503845214844
15.407190322875977,-78.93384552001953,-8.181828498840332
12.004125595092773,-68.9530029296875,-55.699222564697266
-27.95319938659668,-95.88508605957031,-24.724380493164062
44.470767974853516,-41.022613525390625,-45.60954284667969
13.09173583984375,-63.86897277832031,-18.661334991455078
6.250561714172363,-65.92845916748047,-38.066810607910156
