FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z
4932,24.65500,skull,phantom2,Measured,302.314,411.606,148.642
4932,24.65500,skull,phantom3,Measured,351.844,345.965,90.079
4932,24.65500,skull,phantom4,Measured,302.036,318.127,153.447
4932,24.65500,catheter,tip1,Measured,166.193,220.019,357.604
4932,24.65500,catheter,tip2,Measured,170.183,221.421,417.182
4932,24.65500,catheter,tip3,Virtual,185.063,326.717,140.395
4932,24.65500,catheter,tip4,Measured,140.369,250.126,369.429
4933,24.66000,skull,phantom1,Measured,338.827,351.044,182.207
4933,24.66000,skull,phantom2,Measured,302.319,411.596,148.646
4933,24.66000,skull,phantom3,Measured,351.834,345.963,90.071
4933,24.66000,skull,phantom4,Measured,302.030,318.132,153.445
4933,24.66000,catheter,tip1,Measured,166.271,219.902,357.664
4933,24.66000,catheter,tip2,Measured,170.286,221.174,417.297
4933,24.66000,catheter,tip3,Virtual,185.319,326.836,140.558
4933,24.66000,catheter,tip4,Measured,140.375,250.087,369.375
4934,24.66500,skull,phantom1,Measured,338.827,351.046,182.200
4934,24.66500,skull,phantom2,Measured,302.323,411.613,148.642
4934,24.66500,skull,phantom3,Measured,351.834,345.965,90.085
4934,24.66500,skull,phantom4,Measured,302.072,318.048,153.543
4934,24.66500,catheter,tip1,Measured,166.313,219.747,357.747
4934,24.66500,catheter,tip2,Measured,170.326,221.089,417.272
4934,24.66500,catheter,tip3,Virtual,184.759,326.768,140.638
4934,24.66500,catheter,tip4,Measured,140.413,249.766,369.609
4935,24.67000,skull,phantom1,Measured,338.828,351.044,182.208
4935,24.67000,skull,phantom2,Measured,302.316,411.601,148.652
4935,24.67000,skull,phantom3,Measured,351.823,345.968,90.088
4935,24.67000,skull,phantom4,Measured,302.064,318.049,153.533
4935,24.67000,catheter,tip1,Measured,166.412,219.668,357.703
4935,24.67000,catheter,tip2,Measured,170.364,220.925,417.320
4935,24.67000,catheter,tip3,Virtual,184.648,327.216,140.892
4935,24.67000,catheter,tip4,Measured,140.416,249.572,369.701
4936,24.67500,skull,phantom1,Measured,338.814,351.054,182.208
4936,24.67500,skull,phantom2,Measured,302.313,411.612,148.654
4936,24.67500,skull,phantom3,Measured,351.825,345.974,90.087
4936,24.67500,skull,phantom4,Measured,302.057,318.057,153.543
4936,24.67500,catheter,tip1,Measured,166.433,219.548,357.795
4936,24.67500,catheter,tip2,Measured,170.401,220.767,417.374
4936,24.67500,catheter,tip3,Virtual,184.400,327.269,141.032
4936,24.67500,catheter,tip4,Measured,140.393,249.376,369.800
4937,24.68000,skull,phantom1,Measured,338.814,351.057,182.207
4937,24.68000,skull,phantom2,Measured,302.297,411.606,148.652
4937,24.68000,skull,phantom3,Measured,351.819,345.968,90.086
4937,24.68000,skull,phantom4,Measured,302.059,318.053,153.552
4937,24.68000,catheter,tip1,Measured,166.438,219.442,357.853
4937,24.68000,catheter,tip2,Measured,170.407,220.622,417.431
4937,24.68000,catheter,tip3,Virtual,184.392,327.272,141.137
4937,24.68000,catheter,tip4,Measured,140.383,249.250,369.849
4938,24.68500,skull,phantom1,Measured,338.810,351.055,182.208
4938,24.68500,skull,phantom2,Measured,302.299,411.626,148.642
4938,24.68500,skull,phantom3,Measured,351.820,345.969,90.088
4938,24.68500,skull,phantom4,Measured,302.044,318.047,153.540
4938,24.68500,catheter,tip1,Measured,166.469,219.338,357.931
4938,24.68500,catheter,tip2,Measured,170.365,220.482,417.484
4938,24.68500,catheter,tip3,Virtual,184.509,327.387,141.314
4938,24.68500,catheter,tip4,Measured,140.349,249.130,369.919
4939,24.69000,skull,phantom1,Measured,338.804,351.055,182.214
4939,24.69000,skull,phantom2,Measured,302.304,411.610,148.645
4939,24.69000,skull,phantom3,Measured,351.819,345.966,90.095
4939,24.69000,skull,phantom4,Measured,302.045,318.058,153.551
4939,24.69000,catheter,tip1,Measured,166.414,219.257,358.005
4939,24.69000,catheter,tip2,Measured,170.313,220.341,417.568
4939,24.69000,catheter,tip3,Virtual,184.538,327.470,141.476
4939,24.69000,catheter,tip4,Measured,140.303,249.055,369.998
4940,24.69500,skull,phantom1,Measured,338.796,351.052,182.212
4940,24.69500,skull,phantom2,Measured,302.297,411.609,148.649
4940,24.69500,skull,phantom3,Measured,351.810,345.962,90.090
4940,24.69500,skull,phantom4,Measured,302.044,318.059,153.551
4940,24.69500,catheter,tip1,Measured,166.354,219.177,358.077
4940,24.69500,catheter,tip2,Measured,170.229,220.249,417.641
4940,24.69500,catheter,tip3,Virtual,184.556,327.487,141.611
4940,24.69500,catheter,tip4,Measured,140.260,248.979,370.112
4941,24.70000,skull,phantom1,Measured,338.795,351.043,182.207
4941,24.70000,skull,phantom2,Measured,302.290,411.603,148.650
4941,24.70000,skull,phantom3,Measured,351.806,345.973,90.099
4941,24.70000,skull,phantom4,Measured,302.033,318.050,153.556
4941,24.70000,catheter,tip1,Measured,166.284,219.136,358.162
4941,24.70000,catheter,tip2,Measured,170.135,220.153,417.735
4941,24.70000,catheter,tip3,Virtual,184.738,327.616,141.801
4941,24.70000,catheter,tip4,Measured,140.217,248.992,370.213
4942,24.70500,skull,phantom1,Measured,338.788,351.051,182.224
4942,24.70500,skull,phantom2,Measured,302.285,411.609,148.659
4942,24.70500,skull,phantom3,Measured,351.807,345.965,90.099
4942,24.70500,skull,phantom4,Measured,302.034,318.054,153.552
4942,24.70500,catheter,tip1,Measured,166.181,219.114,358.249
4942,24.70500,catheter,tip2,Measured,170.032,220.113,417.817
4942,24.70500,catheter,tip3,Virtual,184.798,327.602,141.908
4942,24.70500,catheter,tip4,Measured,140.166,248.991,370.307
4943,24.71000,skull,phantom1,Measured,338.779,351.049,182.218
4943,24.71000,skull,phantom2,Measured,302.289,411.610,148.666
4943,24.71000,skull,phantom3,Measured,351.794,345.970,90.102
4943,24.71000,skull,phantom4,Measured,302.016,318.051,153.561
4943,24.71000,catheter,tip1,Measured,166.078,219.109,358.381
4943,24.71000,catheter,tip2,Measured,169.903,220.082,417.936
4943,24.71000,catheter,tip3,Virtual,185.038,327.591,142.053
4943,24.71000,catheter,tip4,Measured,140.110,249.041,370.403
4944,24.71500,skull,phantom1,Measured,338.785,351.048,182.222
4944,24.71500,skull,phantom2,Measured,302.280,411.600,148.663
4944,24.71500,skull,phantom3,Measured,351.794,345.967,90.093
4944,24.71500,skull,phantom4,Measured,302.027,318.052,153.566
4944,24.71500,catheter,tip1,Measured,165.953,219.095,358.508
4944,24.71500,catheter,tip2,Measured,169.778,220.089,418.069
4944,24.71500,catheter,tip3,Virtual,185.133,327.439,142.134
4944,24.71500,catheter,tip4,Measured,140.046,249.078,370.519
4945,24.72000,skull,phantom1,Measured,338.776,351.043,182.219
4945,24.72000,skull,phantom2,Measured,302.269,411.605,148.654
4945,24.72000,skull,phantom3,Measured,351.803,345.954,90.094
4945,24.72000,skull,phantom4,Measured,302.029,318.038,153.561
4945,24.72000,catheter,tip1,Measured,165.834,219.133,358.648
4945,24.72000,catheter,tip2,Measured,169.655,220.110,418.211
4945,24.72000,catheter,tip3,Virtual,185.221,327.454,142.285
4945,24.72000,catheter,tip4,Measured,139.985,249.129,370.654
4946,24.72500,skull,phantom1,Measured,338.778,351.048,182.221
4946,24.72500,skull,phantom2,Measured,302.270,411.597,148.653
4946,24.72500,skull,phantom3,Measured,351.791,345.955,90.095
4946,24.72500,skull,phantom4,Measured,302.017,318.046,153.557
4946,24.72500,catheter,tip1,Measured,165.725,219.127,358.788
4946,24.72500,catheter,tip2,Measured,169.525,220.132,418.359
4946,24.72500,catheter,tip3,Virtual,185.442,327.291,142.377
4946,24.72500,catheter,tip4,Measured,139.932,249.210,370.774
4947,24.73000,skull,phantom1,Measured,338.774,351.038,182.224
4947,24.73000,skull,phantom2,Measured,302.260,411.598,148.648
4947,24.73000,skull,phantom3,Measured,351.796,345.957,90.101
4947,24.73000,skull,phantom4,Measured,302.014,318.037,153.555
4947,24.73000,catheter,tip1,Measured,165.616,219.149,358.973
4947,24.73000,catheter,tip2,Measured,169.403,220.192,418.544
4947,24.73000,catheter,tip3,Virtual,185.694,327.046,142.455
4947,24.73000,catheter,tip4,Measured,139.884,249.314,370.892
4948,24.73500,skull,phantom1,Measured,338.769,351.030,182.222
4948,24.73500,skull,phantom2,Measured,302.266,411.586,148.665
4948,24.73500,skull,phantom3,Measured,351.780,345.959,90.097
4948,24.73500,skull,phantom4,Measured,302.010,318.040,153.556
4948,24.73500,catheter,tip1,Measured,165.521,219.186,359.118
4948,24.73500,catheter,tip2,Measured,169.327,220.177,418.830
4948,24.73500,catheter,tip3,Virtual,186.217,326.910,142.583
4948,24.73500,catheter,tip4,Measured,139.821,249.544,370.906
4949,24.74000,skull,phantom1,Measured,338.765,351.018,182.231
4949,24.74000,skull,phantom2,Measured,302.254,411.583,148.665
4949,24.74000,skull,phantom3,Measured,351.786,345.948,90.101
4949,24.74000,skull,phantom4,Measured,302.021,318.027,153.558
4949,24.74000,catheter,tip1,Measured,165.435,219.237,359.277
4949,24.74000,catheter,tip2,Measured,169.224,220.315,418.892
4949,24.74000,catheter,tip3,Virtual,185.934,326.897,142.707
4949,24.74000,catheter,tip4,Measured,139.829,249.506,371.211
4950,24.74500,skull,phantom1,Measured,338.763,351.031,182.231
4950,24.74500,skull,phantom2,Measured,302.259,411.584,148.669
4950,24.74500,skull,phantom3,Measured,351.781,345.947,90.099
4950,24.74500,skull,phantom4,Measured,302.010,318.021,153.559
4950,24.74500,catheter,tip1,Measured,165.343,219.277,359.443
4950,24.74500,catheter,tip2,Measured,169.176,220.367,419.060
4950,24.74500,catheter,tip3,Virtual,185.958,326.804,142.824
4950,24.74500,catheter,tip4,Measured,139.831,249.597,371.392
4951,24.75000,skull,phantom1,Measured,338.761,351.013,182.230
4951,24.75000,skull,phantom2,Measured,302.253,411.561,148.672
4951,24.75000,skull,phantom3,Measured,351.787,345.934,90.102
4951,24.75000,skull,phantom4,Measured,302.005,318.015,153.560
4951,24.75000,catheter,tip1,Measured,165.299,219.289,359.621
4951,24.75000,catheter,tip2,Measured,169.134,220.397,419.212
4951,24.75000,catheter,tip3,Virtual,186.136,326.703,142.958
4951,24.75000,catheter,tip4,Measured,139.858,249.678,371.566
4952,24.75500,skull,phantom1,Measured,338.753,351.016,182.233
4952,24.75500,skull,phantom2,Measured,302.256,411.564,148.670
4952,24.75500,skull,phantom3,Measured,351.782,345.933,90.113
4952,24.75500,skull,phantom4,Measured,302.002,318.003,153.564
4952,24.75500,catheter,tip1,Measured,165.221,219.225,359.871
4952,24.75500,catheter,tip2,Measured,169.124,220.412,419.395
4952,24.75500,catheter,tip3,Virtual,186.183,326.221,142.975
4952,24.75500,catheter,tip4,Measured,139.876,249.745,371.747
4953,24.76000,skull,phantom1,Measured,338.760,350.999,182.235
4953,24.76000,skull,phantom2,Measured,302.246,411.569,148.676
4953,24.76000,skull,phantom3,Measured,351.781,345.926,90.112
4953,24.76000,skull,phantom4,Measured,302.001,317.993,153.563
4953,24.76000,catheter,tip1,Measured,165.206,219.204,360.048
4953,24.76000,catheter,tip2,Measured,169.127,220.385,419.601
4953,24.76000,catheter,tip3,Virtual,186.360,326.111,143.135
4953,24.76000,catheter,tip4,Measured,139.919,249.773,371.911
4954,24.76500,skull,phantom1,Measured,338.752,350.988,182.232
4954,24.76500,skull,phantom2,Measured,302.255,411.557,148.681
4954,24.76500,skull,phantom3,Measured,351.782,345.924,90.122
4954,24.76500,skull,phantom4,Measured,301.999,317.996,153.570
4954,24.76500,catheter,tip1,Measured,165.224,219.137,360.231
4954,24.76500,catheter,tip2,Measured,169.141,220.329,419.784
4954,24.76500,catheter,tip3,Virtual,186.542,325.944,143.281
4954,24.76500,catheter,tip4,Measured,139.966,249.744,372.067
4955,24.77000,skull,phantom1,Measured,338.754,350.982,182.237
4955,24.77000,skull,phantom2,Measured,302.247,411.558,148.675
4955,24.77000,skull,phantom3,Measured,351.781,345.928,90.114
4955,24.77000,skull,phantom4,Measured,302.006,317.993,153.559
4955,24.77000,catheter,tip1,Measured,165.254,219.056,360.367
4955,24.77000,catheter,tip2,Measured,169.184,220.242,419.954
4955,24.77000,catheter,tip3,Virtual,186.604,325.866,143.437
4955,24.77000,catheter,tip4,Measured,140.015,249.686,372.226
4956,24.77500,skull,phantom1,Measured,338.751,350.995,182.236
4956,24.77500,skull,phantom2,Measured,302.257,411.555,148.685
4956,24.77500,skull,phantom3,Measured,351.782,345.926,90.115
4956,24.77500,skull,phantom4,Measured,301.997,317.994,153.556
4956,24.77500,catheter,tip1,Measured,165.272,218.982,360.483
4956,24.77500,catheter,tip2,Measured,169.214,220.111,420.087
4956,24.77500,catheter,tip3,Virtual,186.543,326.004,143.669
4956,24.77500,catheter,tip4,Measured,140.052,249.555,372.404
4957,24.78000,skull,phantom1,Measured,338.741,350.991,182.241
4957,24.78000,skull,phantom2,Measured,302.259,411.537,148.680
4957,24.78000,skull,phantom3,Measured,351.775,345.930,90.113
4957,24.78000,skull,phantom4,Measured,301.997,317.999,153.564
4957,24.78000,catheter,tip1,Measured,165.311,218.874,360.572
4957,24.78000,catheter,tip2,Measured,169.234,219.945,420.218
4957,24.78000,catheter,tip3,Virtual,186.642,326.138,143.908
4957,24.78000,catheter,tip4,Measured,140.093,249.430,372.554
4958,24.78500,skull,phantom1,Measured,338.752,350.982,182.251
4958,24.78500,skull,phantom2,Measured,302.252,411.552,148.689
4958,24.78500,skull,phantom3,Measured,351.779,345.929,90.124
4958,24.78500,skull,phantom4,Measured,302.002,317.989,153.570
4958,24.78500,catheter,tip1,Measured,165.354,218.728,360.695
4958,24.78500,catheter,tip2,Measured,169.274,219.744,420.310
4958,24.78500,catheter,tip3,Virtual,186.737,326.169,144.108
4958,24.78500,catheter,tip4,Measured,140.150,249.281,372.687
4959,24.79000,skull,phantom1,Measured,338.745,350.981,182.243
4959,24.79000,skull,phantom2,Measured,302.245,411.549,148.677
4959,24.79000,skull,phantom3,Measured,351.778,345.929,90.120
4959,24.79000,skull,phantom4,Measured,302.002,318.003,153.550
4959,24.79000,catheter,tip1,Measured,165.405,218.597,360.778
4959,24.79000,catheter,tip2,Measured,169.313,219.516,420.387
4959,24.79000,catheter,tip3,Virtual,186.724,326.448,144.392
4959,24.79000,catheter,tip4,Measured,140.188,249.102,372.841
4960,24.79500,skull,phantom1,Measured,338.748,350.992,182.241
4960,24.79500,skull,phantom2,Measured,302.254,411.550,148.672
4960,24.79500,skull,phantom3,Measured,351.782,345.930,90.119
4960,24.79500,skull,phantom4,Measured,301.995,318.009,153.574
4960,24.79500,catheter,tip1,Measured,165.468,218.413,360.888
4960,24.79500,catheter,tip2,Measured,169.379,219.275,420.445
4960,24.79500,catheter,tip3,Virtual,186.735,326.506,144.595
4960,24.79500,catheter,tip4,Measured,140.252,248.909,372.978
4961,24.80000,skull,phantom1,Measured,338.748,350.989,182.242
4961,24.80000,skull,phantom2,Measured,302.242,411.555,148.685
4961,24.80000,skull,phantom3,Measured,351.786,345.931,90.119
4961,24.80000,skull,phantom4,Measured,301.998,318.008,153.570
4961,24.80000,catheter,tip1,Measured,165.560,218.246,360.918
4961,24.80000,catheter,tip2,Measured,169.450,219.003,420.525
4961,24.80000,catheter,tip3,Virtual,186.898,326.725,144.843
4961,24.80000,catheter,tip4,Measured,140.324,248.733,373.067
4962,24.80500,skull,phantom1,Measured,338.741,351.001,182.247
4962,24.80500,skull,phantom2,Measured,302.254,411.560,148.686
4962,24.80500,skull,phantom3,Measured,351.780,345.930,90.127
4962,24.80500,skull,phantom4,Measured,301.997,317.997,153.572
4962,24.80500,catheter,tip1,Measured,165.626,218.064,360.969
4962,24.80500,catheter,tip2,Measured,169.534,218.734,420.573
4962,24.80500,catheter,tip3,Virtual,187.196,326.748,145.008
4962,24.80500,catheter,tip4,Measured,140.447,248.618,373.129
4963,24.81000,skull,phantom1,Measured,338.738,351.009,182.246
4963,24.81000,skull,phantom2,Measured,302.243,411.568,148.677
4963,24.81000,skull,phantom3,Measured,351.783,345.944,90.127
4963,24.81000,skull,phantom4,Measured,301.995,318.004,153.568
4963,24.81000,catheter,tip1,Measured,165.700,217.895,361.048
4963,24.81000,catheter,tip2,Measured,169.634,218.508,420.616
4963,24.81000,catheter,tip3,Virtual,187.080,326.806,145.171
4963,24.81000,catheter,tip4,Measured,140.516,248.400,373.243
4964,24.81500,skull,phantom1,Measured,338.744,351.021,182.249
4964,24.81500,skull,phantom2,Measured,302.254,411.573,148.688
4964,24.81500,skull,phantom3,Measured,351.776,345.937,90.128
4964,24.81500,skull,phantom4,Measured,301.994,318.021,153.578
4964,24.81500,catheter,tip1,Measured,165.817,217.735,361.125
4964,24.81500,catheter,tip2,Measured,169.757,218.283,420.681
4964,24.81500,catheter,tip3,Virtual,187.272,326.849,145.345
4964,24.81500,catheter,tip4,Measured,140.642,248.270,373.331
4965,24.82000,skull,phantom1,Measured,338.753,351.015,182.238
4965,24.82000,skull,phantom2,Measured,302.250,411.579,148.680
4965,24.82000,skull,phantom3,Measured,351.779,345.948,90.119
4965,24.82000,skull,phantom4,Measured,301.999,318.022,153.568
4965,24.82000,catheter,tip1,Measured,165.947,217.605,361.188
4965,24.82000,catheter,tip2,Measured,169.922,218.016,420.846
4965,24.82000,catheter,tip3,Virtual,187.676,326.909,145.525
4965,24.82000,catheter,tip4,Measured,140.738,248.238,373.295
4966,24.82500,skull,phantom1,Measured,338.752,351.012,182.239
4966,24.82500,skull,phantom2,Measured,302.255,411.575,148.671
4966,24.82500,skull,phantom3,Measured,351.782,345.941,90.120
4966,24.82500,skull,phantom4,Measured,302.000,318.017,153.570
4966,24.82500,catheter,tip1,Measured,166.100,217.491,361.291
4966,24.82500,catheter,tip2,Measured,170.056,217.940,420.853
4966,24.82500,catheter,tip3,Virtual,187.307,327.020,145.695
4966,24.82500,catheter,tip4,Measured,140.867,247.968,373.549
4967,24.83000,skull,phantom1,Measured,338.749,351.023,182.252
4967,24.83000,skull,phantom2,Measured,302.255,411.585,148.685
4967,24.83000,skull,phantom3,Measured,351.775,345.934,90.123
4967,24.83000,skull,phantom4,Measured,302.007,318.019,153.576
4967,24.83000,catheter,tip1,Measured,166.233,217.415,361.399
4967,24.83000,catheter,tip2,Measured,170.266,217.775,421.063
4967,24.83000,catheter,tip3,Virtual,187.577,326.953,145.816
4967,24.83000,catheter,tip4,Measured,140.975,248.003,373.551
4968,24.83500,skull,phantom1,Measured,338.742,351.020,182.251
4968,24.83500,skull,phantom2,Measured,302.252,411.570,148.674
4968,24.83500,skull,phantom3,Measured,351.782,345.933,90.123
4968,24.83500,skull,phantom4,Measured,301.992,318.019,153.578
4968,24.83500,catheter,tip1,Measured,166.392,217.356,361.550
4968,24.83500,catheter,tip2,Measured,170.428,217.811,421.128
4968,24.83500,catheter,tip3,Virtual,186.999,326.990,145.974
4968,24.83500,catheter,tip4,Measured,141.124,247.742,373.902
4969,24.84000,skull,phantom1,Measured,338.737,351.015,182.249
4969,24.84000,skull,phantom2,Measured,302.241,411.578,148.681
4969,24.84000,skull,phantom3,Measured,351.779,345.939,90.119
4969,24.84000,skull,phantom4,Measured,301.988,318.030,153.578
4969,24.84000,catheter,tip1,Measured,166.541,217.355,361.688
4969,24.84000,catheter,tip2,Measured,170.620,217.802,421.305
4969,24.84000,catheter,tip3,Virtual,186.916,327.030,146.133
4969,24.84000,catheter,tip4,Measured,141.263,247.702,374.078
4970,24.84500,skull,phantom1,Measured,338.754,351.017,182.245
4970,24.84500,skull,phantom2,Measured,302.254,411.591,148.661
4970,24.84500,skull,phantom3,Measured,351.777,345.943,90.119
4970,24.84500,skull,phantom4,Measured,301.988,318.037,153.576
4970,24.84500,catheter,tip1,Measured,166.684,217.345,361.917
4970,24.84500,catheter,tip2,Measured,170.808,217.848,421.468
4970,24.84500,catheter,tip3,Virtual,186.873,326.783,146.189
4970,24.84500,catheter,tip4,Measured,141.400,247.696,374.239
4971,24.85000,skull,phantom1,Measured,338.741,351.031,182.254
4971,24.85000,skull,phantom2,Measured,302.250,411.589,148.675
4971,24.85000,skull,phantom3,Measured,351.773,345.936,90.122
4971,24.85000,skull,phantom4,Measured,301.986,318.027,153.586
4971,24.85000,catheter,tip1,Measured,166.825,217.343,362.112
4971,24.85000,catheter,tip2,Measured,171.001,217.933,421.654
4971,24.85000,catheter,tip3,Virtual,186.912,326.433,146.190
4971,24.85000,catheter,tip4,Measured,141.561,247.743,374.393
4972,24.85500,skull,phantom1,Measured,338.740,351.031,182.249
4972,24.85500,skull,phantom2,Measured,302.252,411.573,148.676
4972,24.85500,skull,phantom3,Measured,351.780,345.950,90.120
4972,24.85500,skull,phantom4,Measured,301.995,318.023,153.569
4972,24.85500,catheter,tip1,Measured,166.970,217.423,362.321
4972,24.85500,catheter,tip2,Measured,171.191,218.057,421.861
4972,24.85500,catheter,tip3,Virtual,186.872,326.386,146.322
4972,24.85500,catheter,tip4,Measured,141.716,247.834,374.618
4973,24.86000,skull,phantom1,Measured,338.750,351.034,182.244
4973,24.86000,skull,phantom2,Measured,302.252,411.577,148.684
4973,24.86000,skull,phantom3,Measured,351.782,345.943,90.109
4973,24.86000,skull,phantom4,Measured,301.996,318.034,153.573
4973,24.86000,catheter,tip1,Measured,167.092,217.504,362.516
4973,24.86000,catheter,tip2,Measured,171.357,218.208,422.056
4973,24.86000,catheter,tip3,Virtual,186.803,326.220,146.379
4973,24.86000,catheter,tip4,Measured,141.845,247.916,374.804
4974,24.86500,skull,phantom1,Measured,338.750,351.026,182.242
4974,24.86500,skull,phantom2,Measured,302.259,411.587,148.670
4974,24.86500,skull,phantom3,Measured,351.781,345.946,90.118
4974,24.86500,skull,phantom4,Measured,302.003,318.036,153.576
4974,24.86500,catheter,tip1,Measured,167.185,217.581,362.696
4974,24.86500,catheter,tip2,Measured,171.515,218.359,422.240
4974,24.86500,catheter,tip3,Virtual,186.789,326.016,146.412
4974,24.86500,catheter,tip4,Measured,141.985,248.055,374.987
4975,24.87000,skull,phantom1,Measured,338.751,351.019,182.235
4975,24.87000,skull,phantom2,Measured,302.261,411.581,148.661
4975,24.87000,skull,phantom3,Measured,351.781,345.942,90.119
4975,24.87000,skull,phantom4,Measured,301.999,318.036,153.568
4975,24.87000,catheter,tip1,Measured,167.255,217.687,362.863
4975,24.87000,catheter,tip2,Measured,171.646,218.553,422.435
4975,24.87000,catheter,tip3,Virtual,186.721,325.774,146.409
4975,24.87000,catheter,tip4,Measured,142.088,248.191,375.145
4976,24.87500,skull,phantom1,Measured,338.755,351.026,182.238
4976,24.87500,skull,phantom2,Measured,302.261,411.579,148.662
4976,24.87500,skull,phantom3,Measured,351.793,345.942,90.118
4976,24.87500,skull,phantom4,Measured,302.011,318.029,153.578
4976,24.87500,catheter,tip1,Measured,167.307,217.784,363.051
4976,24.87500,catheter,tip2,Measured,171.745,218.718,422.589
4976,24.87500,catheter,tip3,Virtual,186.735,325.553,146.416
4976,24.87500,catheter,tip4,Measured,142.174,248.336,375.279
4977,24.88000,skull,phantom1,Measured,338.760,351.022,182.232
4977,24.88000,skull,phantom2,Measured,302.267,411.585,148.656
4977,24.88000,skull,phantom3,Measured,351.790,345.938,90.110
4977,24.88000,skull,phantom4,Measured,302.008,318.025,153.562
4977,24.88000,catheter,tip1,Measured,167.350,217.907,363.231
4977,24.88000,catheter,tip2,Measured,171.828,218.812,422.847
4977,24.88000,catheter,tip3,Virtual,187.207,325.365,146.459
4977,24.88000,catheter,tip4,Measured,142.220,248.593,375.253
4978,24.88500,skull,phantom1,Measured,338.768,351.026,182.236
4978,24.88500,skull,phantom2,Measured,302.272,411.590,148.665
4978,24.88500,skull,phantom3,Measured,351.793,345.939,90.112
4978,24.88500,skull,phantom4,Measured,302.011,318.047,153.555
4978,24.88500,catheter,tip1,Measured,167.371,217.971,363.387
4978,24.88500,catheter,tip2,Measured,171.836,219.055,422.926
4978,24.88500,catheter,tip3,Virtual,186.868,325.108,146.446
4978,24.88500,catheter,tip4,Measured,142.285,248.573,375.526
4979,24.89000,skull,phantom1,Measured,338.773,351.017,182.233
4979,24.89000,skull,phantom2,Measured,302.271,411.579,148.661
4979,24.89000,skull,phantom3,Measured,351.783,345.946,90.108
4979,24.89000,skull,phantom4,Measured,302.017,318.032,153.572
4979,24.89000,catheter,tip1,Measured,167.368,218.053,363.516
4979,24.89000,catheter,tip2,Measured,171.836,219.179,423.055
4979,24.89000,catheter,tip3,Virtual,186.971,324.980,146.485
4979,24.89000,catheter,tip4,Measured,142.324,248.667,375.630
4980,24.89500,skull,phantom1,Measured,338.769,351.038,182.236
4980,24.89500,skull,phantom2,Measured,302.282,411.581,148.664
4980,24.89500,skull,phantom3,Measured,351.792,345.941,90.109
4980,24.89500,skull,phantom4,Measured,302.025,318.028,153.552
4980,24.89500,catheter,tip1,Measured,167.334,218.107,363.610
4980,24.89500,catheter,tip2,Measured,171.807,219.276,423.176
4980,24.89500,catheter,tip3,Virtual,187.085,324.834,146.505
4980,24.89500,catheter,tip4,Measured,142.326,248.780,375.709
4981,24.90000,skull,phantom1,Measured,338.774,351.020,182.230
4981,24.90000,skull,phantom2,Measured,302.272,411.603,148.663
4981,24.90000,skull,phantom3,Measured,351.795,345.961,90.105
4981,24.90000,skull,phantom4,Measured,302.019,318.041,153.556
4981,24.90000,catheter,tip1,Measured,167.292,218.109,363.714
4981,24.90000,catheter,tip2,Measured,171.783,219.239,423.341
4981,24.90000,catheter,tip3,Virtual,187.530,324.625,146.524
4981,24.90000,catheter,tip4,Measured,142.290,248.939,375.637
4982,24.90500,skull,phantom1,Measured,338.769,351.037,182.224
4982,24.90500,skull,phantom2,Measured,302.275,411.602,148.662
4982,24.90500,skull,phantom3,Measured,351.798,345.957,90.111
4982,24.90500,skull,phantom4,Measured,302.028,318.031,153.566
4982,24.90500,catheter,tip1,Measured,167.232,218.120,363.782
4982,24.90500,catheter,tip2,Measured,171.707,219.241,423.407
4982,24.90500,catheter,tip3,Virtual,187.492,324.690,146.621
4982,24.90500,catheter,tip4,Measured,142.222,248.940,375.712
4983,24.91000,skull,phantom1,Measured,338.774,351.030,182.223
4983,24.91000,skull,phantom2,Measured,302.284,411.607,148.658
4983,24.91000,skull,phantom3,Measured,351.793,345.949,90.108
4983,24.91000,skull,phantom4,Measured,302.021,318.037,153.559
4983,24.91000,catheter,tip1,Measured,167.163,218.073,363.813
4983,24.91000,catheter,tip2,Measured,171.565,219.279,423.361
4983,24.91000,catheter,tip3,Virtual,187.314,324.657,146.665
4983,24.91000,catheter,tip4,Measured,142.187,248.812,375.876
4984,24.91500,skull,phantom1,Measured,338.769,351.046,182.222
4984,24.91500,skull,phantom2,Measured,302.278,411.602,148.660
4984,24.91500,skull,phantom3,Measured,351.788,345.957,90.104
4984,24.91500,skull,phantom4,Measured,302.017,318.039,153.568
4984,24.91500,catheter,tip1,Measured,167.083,218.036,363.807
4984,24.91500,catheter,tip2,Measured,171.452,219.197,423.365
4984,24.91500,catheter,tip3,Virtual,187.432,324.760,146.752
4984,24.91500,catheter,tip4,Measured,142.127,248.775,375.886
4985,24.92000,skull,phantom1,Measured,338.771,351.052,182.219
4985,24.92000,skull,phantom2,Measured,302.269,411.600,148.662
4985,24.92000,skull,phantom3,Measured,351.790,345.960,90.107
4985,24.92000,skull,phantom4,Measured,302.014,318.045,153.564
4985,24.92000,catheter,tip1,Measured,167.011,217.939,363.820
4985,24.92000,catheter,tip2,Measured,171.363,219.014,423.451
4985,24.92000,catheter,tip3,Virtual,187.916,324.652,146.788
4985,24.92000,catheter,tip4,Measured,142.032,248.827,375.737
4986,24.92500,skull,phantom1,Measured,338.777,351.047,182.231
4986,24.92500,skull,phantom2,Measured,302.282,411.597,148.650
4986,24.92500,skull,phantom3,Measured,351.796,345.963,90.107
